"","elpd_diff","se"
"1","3.84842715863818","2.48337478615779"
"2","2.49043092982667","1.82495104010084"
"3","4.66318610534707","3.00851955279606"
"4","1.28708674560722","1.57316913906565"
"5","2.90442981936391","2.01280646336999"
"6","0.695685215856212","1.16839709723653"
"7","0.199584448532237","0.935749021928396"
"8","8.29458046135081","3.50201347977406"
"9","4.34073164469731","2.28215593260961"
"10","10.2479609515564","4.28278734418344"
"11","2.26387055373625","1.75596797756056"
"12","3.45946704430206","2.32498922113418"
"13","1.70304858543212","1.45257238399571"
"14","0.512054757870555","0.84405886114248"
"15","2.71569061173542","1.60573454627637"
"16","1.41201601721169","1.34807013735966"
"17","1.74163501959593","1.23537004636976"
"18","0.444118458066749","2.46372871326475"
"19","-0.277941888153061","2.23508026517782"
"20","-6.45764866631537","3.33021342290239"
"21","4.58349138629481","2.73622789008979"
"22","3.1176144661623","1.97376519149685"
"23","5.88454057536631","3.38668466281005"
"24","1.62346017110416","1.61377552460913"
"25","3.28194949198029","2.105602984508"
"26","0.874518528588327","1.24478301057441"
"27","0.396305175453344","0.901900523324512"
"28","5.30231767319353","2.98246378723432"
"29","4.44813348508053","2.32959204773026"
"30","5.14212071891791","3.24328380051318"
"31","0.830856031995737","2.40822815975334"
"32","4.30893615923447","2.55036960408078"
"33","2.00192625064173","1.57078091577284"
"34","-2.25422766825022","1.89751991363582"
"35","1.48174334596634","1.90762696533313"
"36","0.0733520202815505","1.53377549281949"
"37","1.50621555230506","1.18403561409983"
"38","-0.594518013092562","2.25156217460842"
"39","-1.2942274773389","2.05651375444753"
"40","-1.45097351532167","1.96257506160392"
"41","-1.72974051792719","1.59838584430872"
"42","6.88460009188937","3.25138066669362"
"43","2.17559684335276","2.5800849739616"
"44","6.80013550326274","3.51821335357994"
"45","2.5951295729078","2.02412264898014"
"46","0.685189441590534","2.47690546417698"
"47","1.47718208614832","2.00382894421829"
"48","-0.952135447056554","0.807867969340698"
"49","8.92561434408962","3.929786467696"
"50","7.34001524667613","3.49356679061638"
"51","8.32363835579729","3.98877522063476"
"52","5.33908329366739","2.88487532266106"
"53","6.30493265245223","3.31544218619996"
"54","5.13627169425628","2.90470423655761"
"55","0.321983100659988","1.16794467939808"
"56","2.24855529828694","1.32894480821196"
"57","1.43968353820108","1.46966100201431"
"58","3.68271927711142","2.36558514477798"
"59","-0.843306775748184","0.861848279684992"
"60","3.87129903324533","3.47612949802493"
"61","-0.369592346107465","1.17215663453339"
"62","-1.39543532253662","1.8507878621073"
"63","1.74055404302221","2.28241802135909"
"64","1.87591148945535","1.74995142014023"
"65","0.362155720584626","1.84076083467006"
"66","1.40182805680322","2.2824513755282"
"67","0.483674664860894","1.15946451807896"
"68","2.09091514319361","1.89488424974333"
"69","-0.29356984423794","1.33900595883034"
"70","4.30144112689202","2.63522236887445"
"71","3.79916415002176","2.37393953162002"
"72","2.06890433189159","1.84569332177544"
"73","3.85097766404501","2.74991982231039"
"74","1.12408406246814","1.20165573001952"
"75","3.58542396598463","2.7879057653579"
"76","0.730189361490931","0.861939433596951"
"77","1.31936494012438","1.53849866250218"
"78","0.885347997363297","1.14350149250617"
"79","0.421863196762114","0.845946958385135"
"80","2.74225756279338","2.58849134708564"
"81","5.67401710137107","3.67521158878997"
"82","1.28430854058037","1.61047026302875"
"83","1.87606582374604","1.98480706235677"
"84","2.24326336795099","2.21454668110191"
"85","2.31397665969993","1.53871969690652"
"86","1.11052463570744","2.01322883963206"
"87","1.13050138410243","2.28313452945074"
"88","1.10194627596269","1.2454843675796"
"89","1.55071185508516","1.55059898939314"
"90","-1.12967732352309","1.65840946283962"
"91","2.86308120754164","2.56917071348578"
"92","2.7614118150207","2.21133525767637"
"93","0.90884361866723","1.85140881691349"
"94","3.55323349237702","2.74901796288696"
