AB_Order,speaker_X,file_X,onset_X,offset_X,item_X,word_X,interval_X,sex_X,phone_X,language_X,triplet_id,distance_OTH,file_OTH,interval_OTH,item_OTH,language_OTH,offset_OTH,onset_OTH,phone_OTH,sex_OTH,speaker_OTH,word_OTH,distance_TGT,file_TGT,interval_TGT,item_TGT,language_TGT,offset_TGT,onset_TGT,phone_TGT,sex_TGT,speaker_TGT,word_TGT
TgtOth,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,81.75,82.15961,Fbhavya2_25,ADXHA,25,F,d͡ʒʱ,HIN,t_0775579,0.381108588377275,stimuli_raw/wav/Mnirbhay1.wav,73,Mnirbhay1_73,ENG,514.22613,513.82299,ɾ,M,Mnirbhay,ARA,0.219905865695058,stimuli_raw/wav/Mrajesh2.wav,27,Mrajesh2_27,HIN,78.55,78.20262,d͡ʒʱ,M,Mrajesh,ADXHA
OthTgt,Fsakshi,stimuli_raw/wav/Fsakshi2.wav,121.12636,121.44,Fsakshi2_27,ADXHA,27,F,d͡ʒʱ,HIN,t_1068702,0.387254338714816,stimuli_raw/wav/Mrajesh1.wav,75,Mrajesh1_75,ENG,258.6,258.25719,ɾ,M,Mrajesh,ARA,0.286687633094505,stimuli_raw/wav/Mnirbhay1.wav,27,Mnirbhay1_27,HIN,171.28,170.7166,d͡ʒʱ,M,Mnirbhay,ADXHA
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,124.77548999999999,125.18796,Mrajesh1_26,ADXHA,26,M,d͡ʒʱ,HIN,t_1369182,0.351454319082852,stimuli_raw/wav/Fbhavya1.wav,80,Fbhavya1_80,ENG,517.24344,516.90448,l,F,Fbhavya,ALA,0.236791456417037,stimuli_raw/wav/Fsakshi1.wav,26,Fsakshi1_26,HIN,101.99,101.56,d͡ʒʱ,F,Fsakshi,ADXHA
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,74.65066,74.9988,Mrajesh2_25,ADXHA,25,M,d͡ʒʱ,HIN,t_0157317,0.374612356744934,stimuli_raw/wav/Fsakshi2.wav,76,Fsakshi2_76,ENG,318.02,317.67189,l,F,Fsakshi,ALA,0.236311531151755,stimuli_raw/wav/FNiralee2.wav,25,FNiralee2_25,HIN,94.09103,93.5,d͡ʒʱ,F,FNiralee,ADXHA
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,97.37,97.87,Mnirbhay2_25,ADXHA,25,M,d͡ʒʱ,HIN,t_0320301,0.285259623080895,stimuli_raw/wav/Fbhavya2.wav,82,Fbhavya2_82,ENG,241.95726,241.57,ʃ,F,Fbhavya,AXA,0.232571687397569,stimuli_raw/wav/Fsakshi2.wav,25,Fsakshi2_25,HIN,117.1,116.79986,d͡ʒʱ,F,Fsakshi,ADXHA
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,97.37,97.87,Mnirbhay2_25,ADXHA,25,M,d͡ʒʱ,HIN,t_0320301,0.285259623080895,stimuli_raw/wav/Fbhavya2.wav,82,Fbhavya2_82,ENG,241.95726,241.57,ʃ,F,Fbhavya,AXA,0.232571687397569,stimuli_raw/wav/Fsakshi2.wav,25,Fsakshi2_25,HIN,117.1,116.79986,d͡ʒʱ,F,Fsakshi,ADXHA
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,166.78,167.27,Mnirbhay1_25,ADXHA,25,M,d͡ʒʱ,HIN,t_0324784,0.358594113481873,stimuli_raw/wav/Fbhavya2.wav,90,Fbhavya2_90,ENG,260.83946,260.44,s,F,Fbhavya,ASA,0.274206913363474,stimuli_raw/wav/Fsakshi2.wav,27,Fsakshi2_27,HIN,121.44,121.12636,d͡ʒʱ,F,Fsakshi,ADXHA
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,83.87,84.27825,Fbhavya2_26,ADXHA,26,F,d͡ʒʱ,HIN,t_0774995,0.36287282933293,stimuli_raw/wav/Mnirbhay2.wav,88,Mnirbhay2_88,ENG,351.46,351,s,M,Mnirbhay,ASA,0.255575395080431,stimuli_raw/wav/Mrajesh2.wav,27,Mrajesh2_27,HIN,78.55,78.20262,d͡ʒʱ,M,Mrajesh,ADXHA
TgtOth,Fbhavya,stimuli_raw/wav/Fbhavya1.wav,197.23,197.66,Fbhavya1_27,ADXHA,27,F,d͡ʒʱ,HIN,t_0774354,0.369228717157769,stimuli_raw/wav/Mnirbhay1.wav,93,Mnirbhay1_93,ENG,656.31934,655.8037,ɦ,M,Mnirbhay,AHHA,0.262920182377308,stimuli_raw/wav/Mrajesh2.wav,26,Mrajesh2_26,HIN,76.80066,76.40547,d͡ʒʱ,M,Mrajesh,ADXHA
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,124.77548999999999,125.18796,Mrajesh1_26,ADXHA,26,M,d͡ʒʱ,HIN,t_1197883,0.34838890419054,stimuli_raw/wav/FNiralee1.wav,91,FNiralee1_91,ENG,711.37069,710.88793,ɦ,F,FNiralee,AHHA,0.253734097277496,stimuli_raw/wav/Fbhavya1.wav,25,Fbhavya1_25,HIN,193.47174,193.03361,d͡ʒʱ,F,Fbhavya,ADXHA
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,210.15,210.61,Mnirbhay1_31,ATRHA,31,M,ʈʰ,HIN,t_0327139,0.304176602150582,stimuli_raw/wav/FNiralee1.wav,4,FNiralee1_4,ENG,64.39471,63.85806,kʰ,F,FNiralee,AKHA,0.275580153511911,stimuli_raw/wav/Fsakshi2.wav,31,Fsakshi2_31,HIN,141.86,141.42,ʈʰ,F,Fsakshi,ATRHA
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,214.24,214.68,Mnirbhay1_33,ATRHA,33,M,ʈʰ,HIN,t_0330177,0.267273114735399,stimuli_raw/wav/Fbhavya1.wav,5,Fbhavya1_5,ENG,41.29,40.87,kʰ,F,Fbhavya,AKHA,0.253930014049025,stimuli_raw/wav/Fsakshi2.wav,32,Fsakshi2_32,HIN,143.98,143.61,ʈʰ,F,Fsakshi,ATRHA
TgtOth,Fbhavya,stimuli_raw/wav/Fbhavya1.wav,230.94251,231.31,Fbhavya1_32,ATRHA,32,F,ʈʰ,HIN,t_0780203,0.307183907997637,stimuli_raw/wav/Mnirbhay1.wav,8,Mnirbhay1_8,ENG,47.11,46.7,g,M,Mnirbhay,AGA,0.218770518375725,stimuli_raw/wav/Mrajesh2.wav,33,Mrajesh2_33,HIN,93.2,92.80223,ʈʰ,M,Mrajesh,ATRHA
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,123.11,123.68,Mnirbhay2_32,ATRHA,32,M,ʈʰ,HIN,t_1373354,0.300249093015102,stimuli_raw/wav/Fbhavya1.wav,7,Fbhavya1_7,ENG,56.61873,56.22,g,F,Fbhavya,AGA,0.230072693344566,stimuli_raw/wav/Fsakshi1.wav,31,Fsakshi1_31,HIN,120.73,120.27,ʈʰ,F,Fsakshi,ATRHA
TgtOth,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,102.11446,102.51782,Fbhavya2_33,ATRHA,33,F,ʈʰ,HIN,t_0778542,0.249463546841288,stimuli_raw/wav/Mnirbhay1.wav,18,Mnirbhay1_18,ENG,107.97,107.51,t͡ʃʰ,M,Mnirbhay,ATXHA,0.244402646370671,stimuli_raw/wav/Mrajesh2.wav,32,Mrajesh2_32,HIN,91.36,90.98209,ʈʰ,M,Mrajesh,ATRHA
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,126.29,126.8,Mnirbhay2_33,ATRHA,33,M,ʈʰ,HIN,t_0330231,0.277383457932991,stimuli_raw/wav/Fbhavya1.wav,16,Fbhavya1_16,ENG,133.32595,132.92457,t͡ʃʰ,F,Fbhavya,ATXHA,0.25030630307171,stimuli_raw/wav/Fsakshi2.wav,32,Fsakshi2_32,HIN,143.98,143.61,ʈʰ,F,Fsakshi,ATRHA
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,210.15,210.61,Mnirbhay1_31,ATRHA,31,M,ʈʰ,HIN,t_1375867,0.318322579405249,stimuli_raw/wav/Fbhavya1.wav,21,Fbhavya1_21,ENG,156.16386,155.72,d͡ʒ,F,Fbhavya,ADXA,0.282199897482021,stimuli_raw/wav/Fsakshi1.wav,32,Fsakshi1_32,HIN,122.98,122.57,ʈʰ,F,Fsakshi,ATRHA
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,99.89,100.32351,Fbhavya2_32,ATRHA,32,F,ʈʰ,HIN,t_0031598,0.329107371289368,stimuli_raw/wav/Mnirbhay2.wav,21,Mnirbhay2_21,ENG,77.64,77.2,d͡ʒ,M,Mnirbhay,ADXA,0.22803034384682,stimuli_raw/wav/Mrajesh1.wav,32,Mrajesh1_32,HIN,140.09,139.68812,ʈʰ,M,Mrajesh,ATRHA
TgtOth,Fbhavya,stimuli_raw/wav/Fbhavya1.wav,230.94251,231.31,Fbhavya1_32,ATRHA,32,F,ʈʰ,HIN,t_0777755,0.31484900997887,stimuli_raw/wav/Mnirbhay2.wav,22,Mnirbhay2_22,ENG,82.09,81.6,z,M,Mnirbhay,AZA,0.242073886516004,stimuli_raw/wav/Mrajesh2.wav,32,Mrajesh2_32,HIN,91.36,90.98209,ʈʰ,M,Mrajesh,ATRHA
OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,114.90941000000001,115.43,FNiralee2_31,ATRHA,31,F,ʈʰ,HIN,t_1072474,0.322498497993127,stimuli_raw/wav/Mrajesh2.wav,23,Mrajesh2_23,ENG,66.28603,65.89,z,M,Mrajesh,AZA,0.225760238126326,stimuli_raw/wav/Mnirbhay1.wav,32,Mnirbhay1_32,HIN,212.59,212.14,ʈʰ,M,Mnirbhay,ATRHA
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,120.04,120.54,Mnirbhay2_31,ATRHA,31,M,ʈʰ,HIN,t_0326713,0.229414813697273,stimuli_raw/wav/Fbhavya2.wav,44,Fbhavya2_44,ENG,139.7,139.31,tʰ,F,Fbhavya,ATHA,0.262208458383124,stimuli_raw/wav/Fsakshi2.wav,31,Fsakshi2_31,HIN,141.86,141.42,ʈʰ,F,Fsakshi,ATRHA
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya1.wav,230.94251,231.31,Fbhavya1_32,ATRHA,32,F,ʈʰ,HIN,t_0776117,0.217774794687674,stimuli_raw/wav/Mnirbhay2.wav,45,Mnirbhay2_45,ENG,172.35,171.88,tʰ,M,Mnirbhay,ATHA,0.240462884827592,stimuli_raw/wav/Mrajesh2.wav,31,Mrajesh2_31,HIN,89.57,89.14985,ʈʰ,M,Mrajesh,ATRHA
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,126.29,126.8,Mnirbhay2_33,ATRHA,33,M,ʈʰ,HIN,t_0912045,0.315297761675541,stimuli_raw/wav/Fbhavya1.wav,46,Fbhavya1_46,ENG,318.97445,318.58988,d,F,Fbhavya,ADA,0.213539524638774,stimuli_raw/wav/FNiralee1.wav,32,FNiralee1_32,HIN,258.87049,258.39535,ʈʰ,F,FNiralee,ATRHA
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,123.11,123.68,Mnirbhay2_32,ATRHA,32,M,ʈʰ,HIN,t_0327974,0.309014711640915,stimuli_raw/wav/Fbhavya1.wav,47,Fbhavya1_47,ENG,321.21,320.82,d,F,Fbhavya,ADA,0.248845868067086,stimuli_raw/wav/Fsakshi2.wav,31,Fsakshi2_31,HIN,141.86,141.42,ʈʰ,F,Fsakshi,ATRHA
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,89.14985,89.57,Mrajesh2_31,ATRHA,31,M,ʈʰ,HIN,t_1206826,0.31630252375719897,stimuli_raw/wav/Fsakshi1.wav,52,Fsakshi1_52,ENG,190.52,190.13,n,F,Fsakshi,ANA,0.240462884827592,stimuli_raw/wav/Fbhavya1.wav,32,Fbhavya1_32,HIN,231.31,230.94251,ʈʰ,F,Fbhavya,ATRHA
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,212.14,212.59,Mnirbhay1_32,ATRHA,32,M,ʈʰ,HIN,t_0914390,0.340689495074985,stimuli_raw/wav/Fbhavya1.wav,52,Fbhavya1_52,ENG,356.0774,355.67,n,F,Fbhavya,ANA,0.265270010861924,stimuli_raw/wav/FNiralee1.wav,33,FNiralee1_33,HIN,261.06865,260.56219,ʈʰ,F,FNiralee,ATRHA
TgtOth,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,99.89,100.32351,Fbhavya2_32,ATRHA,32,F,ʈʰ,HIN,t_0032732,0.378418294085066,stimuli_raw/wav/Mnirbhay1.wav,63,Mnirbhay1_63,ENG,431.24591,430.66,b,M,Mnirbhay,ABA,0.22803034384682,stimuli_raw/wav/Mrajesh1.wav,32,Mrajesh1_32,HIN,140.09,139.68812,ʈʰ,M,Mrajesh,ATRHA
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,212.14,212.59,Mnirbhay1_32,ATRHA,32,M,ʈʰ,HIN,t_0329276,0.34029735655487,stimuli_raw/wav/Fbhavya2.wav,62,Fbhavya2_62,ENG,186.66033,186.28449,b,F,Fbhavya,ABA,0.244179618821727,stimuli_raw/wav/Fsakshi2.wav,32,Fsakshi2_32,HIN,143.98,143.61,ʈʰ,F,Fsakshi,ATRHA
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,92.80223000000001,93.2,Mrajesh2_33,ATRHA,33,M,ʈʰ,HIN,t_1207992,0.380661033256605,stimuli_raw/wav/Fsakshi2.wav,68,Fsakshi2_68,ENG,284.72,284.3,m,F,Fsakshi,AMA,0.248913803608876,stimuli_raw/wav/Fbhavya1.wav,33,Fbhavya1_33,HIN,233.38,232.99,ʈʰ,F,Fbhavya,ATRHA
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,139.68812,140.09,Mrajesh1_32,ATRHA,32,M,ʈʰ,HIN,t_0332927,0.406345240182603,stimuli_raw/wav/Fbhavya1.wav,70,Fbhavya1_70,ENG,459.16,458.79,m,F,Fbhavya,AMA,0.231471120165146,stimuli_raw/wav/Fsakshi2.wav,33,Fsakshi2_33,HIN,146.02,145.65575,ʈʰ,F,Fsakshi,ATRHA
TgtOth,Fbhavya,stimuli_raw/wav/Fbhavya1.wav,229.0929,229.46572999999998,Fbhavya1_31,ATRHA,31,F,ʈʰ,HIN,t_0033691,0.328915214232183,stimuli_raw/wav/Mnirbhay2.wav,71,Mnirbhay2_71,ENG,281.01,280.58,j,M,Mnirbhay,AJA,0.215390299065606,stimuli_raw/wav/Mrajesh1.wav,33,Mrajesh1_33,HIN,142.09,141.69,ʈʰ,M,Mrajesh,ATRHA
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,123.11,123.68,Mnirbhay2_32,ATRHA,32,M,ʈʰ,HIN,t_1376150,0.350865310103976,stimuli_raw/wav/Fbhavya1.wav,75,Fbhavya1_75,ENG,482.78475,482.43522,j,F,Fbhavya,AJA,0.235996345188227,stimuli_raw/wav/Fsakshi1.wav,32,Fsakshi1_32,HIN,122.98,122.57,ʈʰ,F,Fsakshi,ATRHA
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,141.69,142.09,Mrajesh1_33,ATRHA,33,M,ʈʰ,HIN,t_0623388,0.326066164604934,stimuli_raw/wav/FNiralee1.wav,73,FNiralee1_73,ENG,588.01231,587.54402,ɾ,F,FNiralee,ARA,0.219638850515542,stimuli_raw/wav/Fbhavya2.wav,33,Fbhavya2_33,HIN,102.51782,102.11446,ʈʰ,F,Fbhavya,ATRHA
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya1.wav,232.99,233.38,Fbhavya1_33,ATRHA,33,F,ʈʰ,HIN,t_0780744,0.368458995298712,stimuli_raw/wav/Mnirbhay1.wav,74,Mnirbhay1_74,ENG,516.96,516.58,ɾ,M,Mnirbhay,ARA,0.248913803608876,stimuli_raw/wav/Mrajesh2.wav,33,Mrajesh2_33,HIN,93.2,92.80223,ʈʰ,M,Mrajesh,ATRHA
TgtOth,Fsakshi,stimuli_raw/wav/Fsakshi2.wav,141.42,141.86,Fsakshi2_31,ATRHA,31,F,ʈʰ,HIN,t_0485011,0.358964255066382,stimuli_raw/wav/Mrajesh1.wav,76,Mrajesh1_76,ENG,264.25548,263.88766,l,M,Mrajesh,ALA,0.262208458383124,stimuli_raw/wav/Mnirbhay2.wav,31,Mnirbhay2_31,HIN,120.54,120.04,ʈʰ,M,Mnirbhay,ATRHA
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,97.68,98.07542,Fbhavya2_31,ATRHA,31,F,ʈʰ,HIN,t_0779944,0.345012977184603,stimuli_raw/wav/Mnirbhay2.wav,78,Mnirbhay2_78,ENG,308.15,307.78,l,M,Mnirbhay,ALA,0.244846657402901,stimuli_raw/wav/Mrajesh2.wav,33,Mrajesh2_33,HIN,93.2,92.80223,ʈʰ,M,Mrajesh,ATRHA
TgtOth,Fbhavya,stimuli_raw/wav/Fbhavya1.wav,232.99,233.38,Fbhavya1_33,ATRHA,33,F,ʈʰ,HIN,t_0034719,0.270187447897517,stimuli_raw/wav/Mnirbhay1.wav,83,Mnirbhay1_83,ENG,583.55602,583.11,ʃ,M,Mnirbhay,AXA,0.231396426961293,stimuli_raw/wav/Mrajesh1.wav,33,Mrajesh1_33,HIN,142.09,141.69,ʈʰ,M,Mrajesh,ATRHA
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,214.24,214.68,Mnirbhay1_33,ATRHA,33,M,ʈʰ,HIN,t_1372605,0.307001373134141,stimuli_raw/wav/Fbhavya2.wav,82,Fbhavya2_82,ENG,241.95726,241.57,ʃ,F,Fbhavya,AXA,0.26649142145741,stimuli_raw/wav/Fsakshi1.wav,31,Fsakshi1_31,HIN,120.73,120.27,ʈʰ,F,Fsakshi,ATRHA
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,120.04,120.54,Mnirbhay2_31,ATRHA,31,M,ʈʰ,HIN,t_1372633,0.30061160249935,stimuli_raw/wav/Fbhavya2.wav,88,Fbhavya2_88,ENG,256.9662,256.55,s,F,Fbhavya,ASA,0.240310554180345,stimuli_raw/wav/Fsakshi1.wav,31,Fsakshi1_31,HIN,120.73,120.27,ʈʰ,F,Fsakshi,ATRHA
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya1.wav,232.99,233.38,Fbhavya1_33,ATRHA,33,F,ʈʰ,HIN,t_0780906,0.308723588524411,stimuli_raw/wav/Mnirbhay1.wav,89,Mnirbhay1_89,ENG,632.41296,631.92526,s,M,Mnirbhay,ASA,0.248913803608876,stimuli_raw/wav/Mrajesh2.wav,33,Mrajesh2_33,HIN,93.2,92.80223,ʈʰ,M,Mrajesh,ATRHA
TgtOth,Fbhavya,stimuli_raw/wav/Fbhavya1.wav,232.99,233.38,Fbhavya1_33,ATRHA,33,F,ʈʰ,HIN,t_0033945,0.351091266670185,stimuli_raw/wav/Mnirbhay2.wav,91,Mnirbhay2_91,ENG,363.74,363.37,ɦ,M,Mnirbhay,AHHA,0.231396426961293,stimuli_raw/wav/Mrajesh1.wav,33,Mrajesh1_33,HIN,142.09,141.69,ʈʰ,M,Mrajesh,ATRHA
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,120.04,120.54,Mnirbhay2_31,ATRHA,31,M,ʈʰ,HIN,t_0329533,0.339452830884603,stimuli_raw/wav/Fbhavya2.wav,93,Fbhavya2_93,ENG,268.63314,268.29,ɦ,F,Fbhavya,AHHA,0.249879994707881,stimuli_raw/wav/Fsakshi2.wav,32,Fsakshi2_32,HIN,143.98,143.61,ʈʰ,F,Fsakshi,ATRHA
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,233.08,233.54,Mnirbhay1_35,ADRA,35,M,ɖ,HIN,t_0347060,0.339187744213115,stimuli_raw/wav/Fbhavya1.wav,5,Fbhavya1_5,ENG,41.29,40.87,kʰ,F,Fbhavya,AKHA,0.254043662687333,stimuli_raw/wav/Fsakshi2.wav,39,Fsakshi2_39,HIN,170.32,169.91,ɖ,F,Fsakshi,ADRA
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,108.32,108.66723,Fbhavya2_35,ADRA,35,F,ɖ,HIN,t_0038933,0.34475586430679,stimuli_raw/wav/Mnirbhay2.wav,6,Mnirbhay2_6,ENG,24.19,23.67,kʰ,M,Mnirbhay,AKHA,0.213812122319442,stimuli_raw/wav/Mrajesh1.wav,36,Mrajesh1_36,HIN,149.45944,149.09229,ɖ,M,Mrajesh,ADRA
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,138.54,139.1,Mnirbhay2_36,ADRA,36,M,ɖ,HIN,t_0171393,0.281626127070475,stimuli_raw/wav/Fbhavya1.wav,7,Fbhavya1_7,ENG,56.61873,56.22,g,F,Fbhavya,AGA,0.27341815151581,stimuli_raw/wav/FNiralee2.wav,34,FNiralee2_34,HIN,124.1817,123.68566,ɖ,F,FNiralee,ADRA
OthTgt,Fsakshi,stimuli_raw/wav/Fsakshi2.wav,165.06857,165.41,Fsakshi2_37,ADRA,37,F,ɖ,HIN,t_0785104,0.350664206912525,stimuli_raw/wav/Mnirbhay2.wav,8,Mnirbhay2_8,ENG,32.06,31.56,g,M,Mnirbhay,AGA,0.237055736774463,stimuli_raw/wav/Mrajesh2.wav,36,Mrajesh2_36,HIN,100.55,100.21526,ɖ,M,Mrajesh,ADRA
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,145.4397,145.82,Mrajesh1_34,ADRA,34,M,ɖ,HIN,t_0174868,0.347271260811592,stimuli_raw/wav/Fsakshi2.wav,18,Fsakshi2_18,ENG,88.61,88.17,t͡ʃʰ,F,Fsakshi,ATXHA,0.208565158504953,stimuli_raw/wav/FNiralee2.wav,36,FNiralee2_36,HIN,129.07547,128.58537,ɖ,F,FNiralee,ADRA
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,231.25,231.66,Mnirbhay1_34,ADRA,34,M,ɖ,HIN,t_1384231,0.389338309215304,stimuli_raw/wav/Fbhavya2.wav,16,Fbhavya2_16,ENG,54.86326,54.46,t͡ʃʰ,F,Fbhavya,ATXHA,0.228098695336257,stimuli_raw/wav/Fsakshi1.wav,36,Fsakshi1_36,HIN,136.42,136.02507,ɖ,F,Fsakshi,ADRA
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,138.54,139.1,Mnirbhay2_36,ADRA,36,M,ɖ,HIN,t_0341103,0.348710541182349,stimuli_raw/wav/Fbhavya2.wav,19,Fbhavya2_19,ENG,63.34642,62.92,d͡ʒ,F,Fbhavya,ADXA,0.295999930026844,stimuli_raw/wav/Fsakshi2.wav,37,Fsakshi2_37,HIN,165.41,165.06857,ɖ,F,Fsakshi,ADRA
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,98.4695,98.85,Mrajesh2_35,ADRA,35,M,ɖ,HIN,t_0915383,0.28158681630761,stimuli_raw/wav/Fsakshi2.wav,21,Fsakshi2_21,ENG,99.77,99.39,d͡ʒ,F,Fsakshi,ADXA,0.225728121816819,stimuli_raw/wav/FNiralee1.wav,34,FNiralee1_34,HIN,276.7203,276.27178,ɖ,F,FNiralee,ADRA
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,131.55,132.05,Mnirbhay2_34,ADRA,34,M,ɖ,HIN,t_0338725,0.355966199811518,stimuli_raw/wav/Fbhavya2.wav,22,Fbhavya2_22,ENG,71.9246,71.49,z,F,Fbhavya,AZA,0.329236059978005,stimuli_raw/wav/Fsakshi2.wav,36,Fsakshi2_36,HIN,158.51,158.2176,ɖ,F,Fsakshi,ADRA
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,100.21526,100.55,Mrajesh2_36,ADRA,36,M,ɖ,HIN,t_0173832,0.272855616448978,stimuli_raw/wav/Fbhavya1.wav,24,Fbhavya1_24,ENG,175.15,174.79101,z,F,Fbhavya,AZA,0.229562272992764,stimuli_raw/wav/FNiralee2.wav,35,FNiralee2_35,HIN,126.6761,126.16475,ɖ,F,FNiralee,ADRA
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,131.55,132.05,Mnirbhay2_34,ADRA,34,M,ɖ,HIN,t_0335185,0.331666035902976,stimuli_raw/wav/Fbhavya1.wav,45,Fbhavya1_45,ENG,304.27806,303.84758,tʰ,F,Fbhavya,ATHA,0.307357008230266,stimuli_raw/wav/Fsakshi2.wav,34,Fsakshi2_34,HIN,154.25,153.93255,ɖ,F,Fsakshi,ADRA
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,106.32,106.73194,Fbhavya2_34,ADRA,34,F,ɖ,HIN,t_0039205,0.298337890204477,stimuli_raw/wav/Mnirbhay2.wav,43,Mnirbhay2_43,ENG,166.15,165.68,tʰ,M,Mnirbhay,ATHA,0.196357988836304,stimuli_raw/wav/Mrajesh1.wav,36,Mrajesh1_36,HIN,149.45944,149.09229,ɖ,M,Mrajesh,ADRA
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,138.54,139.1,Mnirbhay2_36,ADRA,36,M,ɖ,HIN,t_1384383,0.317581310434983,stimuli_raw/wav/Fbhavya2.wav,47,Fbhavya2_47,ENG,147.34769,146.99549,d,F,Fbhavya,ADA,0.24703245994265,stimuli_raw/wav/Fsakshi1.wav,36,Fsakshi1_36,HIN,136.42,136.02507,ɖ,F,Fsakshi,ADRA
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,100.21526,100.55,Mrajesh2_36,ADRA,36,M,ɖ,HIN,t_1215300,0.235947658565643,stimuli_raw/wav/FNiralee1.wav,47,FNiralee1_47,ENG,375.22,374.75278,d,F,FNiralee,ADA,0.228247753529993,stimuli_raw/wav/Fbhavya1.wav,36,Fbhavya1_36,HIN,248.26,247.88,ɖ,F,Fbhavya,ADRA
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,231.25,231.66,Mnirbhay1_34,ADRA,34,M,ɖ,HIN,t_0342487,0.318260777425572,stimuli_raw/wav/Fbhavya1.wav,53,Fbhavya1_53,ENG,358.27,357.86,n,F,Fbhavya,ANA,0.273104488601028,stimuli_raw/wav/Fsakshi2.wav,37,Fsakshi2_37,HIN,165.41,165.06857,ɖ,F,Fsakshi,ADRA
OthTgt,Fsakshi,stimuli_raw/wav/Fsakshi2.wav,155.99412,156.35,Fsakshi2_35,ADRA,35,F,ɖ,HIN,t_0495170,0.20908865980005,stimuli_raw/wav/Mrajesh2.wav,54,Mrajesh2_54,ENG,149.41,149.07837,n,M,Mrajesh,ANA,0.261642149754283,stimuli_raw/wav/Mnirbhay2.wav,36,Mnirbhay2_36,HIN,139.1,138.54,ɖ,M,Mnirbhay,ADRA
TgtOth,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,108.32,108.66723,Fbhavya2_35,ADRA,35,F,ɖ,HIN,t_0036371,0.324404127529232,stimuli_raw/wav/Mnirbhay1.wav,61,Mnirbhay1_61,ENG,426.44,425.99905,b,M,Mnirbhay,ABA,0.204455644272752,stimuli_raw/wav/Mrajesh1.wav,34,Mrajesh1_34,HIN,145.82,145.4397,ɖ,M,Mrajesh,ADRA
