AB_Order,speaker_1,file_1,onset_1,offset_1,item_1,word_1,interval_1,sex_1,phone_1,language_1,triplet_id,target_other,file_2,interval_2,item_2,language_2,offset_2,onset_2,phone_2,sex_2,speaker_2,word_2,distance
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,271.72983,272.17,Mrajesh2_101,ARTHA,101,M,ɽʱ,HIN,t_1314131,TGT,stimuli_raw/wav/Fbhavya1.wav,104,Fbhavya1_104,HIN,653.14842,652.78583,ɽʱ,False,Fbhavya,ARTHA,0.38763539455014473
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,409.16561,409.58684,Mnirbhay2_102,ARTHA,102,M,ɽʱ,HIN,t_1462866,TGT,stimuli_raw/wav/Fsakshi1.wav,91,Fsakshi1_91,HIN,347.25,346.82911,ɽʱ,False,Fsakshi,ARTHA,0.42459545617893124
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,271.72983,272.17,Mrajesh2_101,ARTHA,101,M,ɽʱ,HIN,t_0727841,TGT,stimuli_raw/wav/Fbhavya2.wav,100,Fbhavya2_100,HIN,287.78389,287.44,ɽʱ,False,Fbhavya,ARTHA,0.34811752601638885
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,720.3953799999997,721.00309,Mnirbhay1_101,ARTHA,101,M,ɽʱ,HIN,t_1464107,TGT,stimuli_raw/wav/Fsakshi1.wav,92,Fsakshi1_92,HIN,349.18,348.80067,ɽʱ,False,Fsakshi,ARTHA,0.30864348149114096
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,402.06592,402.5,Mnirbhay2_100,ARTHA,100,M,ɽʱ,HIN,t_1466572,TGT,stimuli_raw/wav/Fsakshi1.wav,93,Fsakshi1_93,HIN,351.38,351.01266,ɽʱ,False,Fsakshi,ARTHA,0.3253539276607975
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,271.72983,272.17,Mrajesh2_101,ARTHA,101,M,ɽʱ,HIN,t_1316495,TGT,stimuli_raw/wav/Fbhavya1.wav,105,Fbhavya1_105,HIN,655.25808,654.86252,ɽʱ,False,Fbhavya,ARTHA,0.38900116349928704
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,720.3953799999997,721.00309,Mnirbhay1_101,ARTHA,101,M,ɽʱ,HIN,t_1466627,TGT,stimuli_raw/wav/Fsakshi1.wav,93,Fsakshi1_93,HIN,351.38,351.01266,ɽʱ,False,Fsakshi,ARTHA,0.2987832079352919
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,273.52161,273.93,Mrajesh2_102,ARTHA,102,M,ɽʱ,HIN,t_0731262,TGT,stimuli_raw/wav/Fbhavya2.wav,102,Fbhavya2_102,HIN,291.49,291.18,ɽʱ,False,Fbhavya,ARTHA,0.34630865695944496
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,402.06592,402.5,Mnirbhay2_100,ARTHA,100,M,ɽʱ,HIN,t_0437845,TGT,stimuli_raw/wav/Fsakshi2.wav,101,Fsakshi2_101,HIN,413.13,412.76072,ɽʱ,False,Fsakshi,ARTHA,0.2769401519044122
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,271.72983,272.17,Mrajesh2_101,ARTHA,101,M,ɽʱ,HIN,t_0730145,TGT,stimuli_raw/wav/Fbhavya2.wav,101,Fbhavya2_101,HIN,289.79762,289.45027000000005,ɽʱ,False,Fbhavya,ARTHA,0.3685138504017031
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,722.95515,723.54445,Mnirbhay1_102,ARTHA,102,M,ɽʱ,HIN,t_0440301,TGT,stimuli_raw/wav/Fsakshi2.wav,102,Fsakshi2_102,HIN,415.57,415.23001,ɽʱ,False,Fsakshi,ARTHA,0.31905032116376814
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,328.69154,329.16511,Mrajesh1_101,ARTHA,101,M,ɽʱ,HIN,t_1317701,TGT,stimuli_raw/wav/Fbhavya1.wav,105,Fbhavya1_105,HIN,655.25808,654.86252,ɽʱ,False,Fbhavya,ARTHA,0.3648755679687977
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,269.92046,270.37,Mrajesh2_100,ARTHA,100,M,ɽʱ,HIN,t_0727948,TGT,stimuli_raw/wav/Fbhavya2.wav,100,Fbhavya2_100,HIN,287.78389,287.44,ɽʱ,False,Fbhavya,ARTHA,0.3388379452603369
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,405.45,405.97,Mnirbhay2_101,ARTHA,101,M,ɽʱ,HIN,t_0435506,TGT,stimuli_raw/wav/Fsakshi2.wav,100,Fsakshi2_100,HIN,410.89,410.5558,ɽʱ,False,Fsakshi,ARTHA,0.2640684871453022
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,273.52161,273.93,Mrajesh2_102,ARTHA,102,M,ɽʱ,HIN,t_1316676,TGT,stimuli_raw/wav/Fbhavya1.wav,105,Fbhavya1_105,HIN,655.25808,654.86252,ɽʱ,False,Fbhavya,ARTHA,0.40834377452159093
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,720.3953799999997,721.00309,Mnirbhay1_101,ARTHA,101,M,ɽʱ,HIN,t_0436748,TGT,stimuli_raw/wav/Fsakshi2.wav,101,Fsakshi2_101,HIN,413.13,412.76072,ɽʱ,False,Fsakshi,ARTHA,0.24336925839043938
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,718.0566,718.5722400000003,Mnirbhay1_100,ARTHA,100,M,ɽʱ,HIN,t_0437983,TGT,stimuli_raw/wav/Fsakshi2.wav,101,Fsakshi2_101,HIN,413.13,412.76072,ɽʱ,False,Fsakshi,ARTHA,0.24418206200803919
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,269.92046,270.37,Mrajesh2_100,ARTHA,100,M,ɽʱ,HIN,t_0732532,TGT,stimuli_raw/wav/Fbhavya2.wav,102,Fbhavya2_102,HIN,291.49,291.18,ɽʱ,False,Fbhavya,ARTHA,0.32527461070591956
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,722.95515,723.54445,Mnirbhay1_102,ARTHA,102,M,ɽʱ,HIN,t_1466844,TGT,stimuli_raw/wav/Fsakshi1.wav,93,Fsakshi1_93,HIN,351.38,351.01266,ɽʱ,False,Fsakshi,ARTHA,0.3451891831913295
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,269.92046,270.37,Mrajesh2_100,ARTHA,100,M,ɽʱ,HIN,t_1317862,TGT,stimuli_raw/wav/Fbhavya1.wav,105,Fbhavya1_105,HIN,655.25808,654.86252,ɽʱ,False,Fbhavya,ARTHA,0.40118153202257567
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,340.15351,340.55942999999996,Mrajesh1_105,ARTA,105,M,ɽ,HIN,t_0737736,TGT,stimuli_raw/wav/Fbhavya2.wav,105,Fbhavya2_105,HIN,300.28,299.97,ɽ,False,Fbhavya,ARTA,0.2870797886186173
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,417.44,417.87,Mnirbhay2_103,ARTA,103,M,ɽ,HIN,t_0442285,TGT,stimuli_raw/wav/Fsakshi2.wav,103,Fsakshi2_103,HIN,421.76,421.4169,ɽ,False,Fsakshi,ARTA,0.2599550869775529
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,279.4325,279.82,Mrajesh2_104,ARTA,104,M,ɽ,HIN,t_0733241,TGT,stimuli_raw/wav/Fbhavya2.wav,103,Fbhavya2_103,HIN,296.32972,295.981,ɽ,False,Fbhavya,ARTA,0.36702798072428555
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,742.4702,742.98584,Mnirbhay1_105,ARTA,105,M,ɽ,HIN,t_1471116,TGT,stimuli_raw/wav/Fsakshi1.wav,95,Fsakshi1_95,HIN,359.28,358.94706,ɽ,False,Fsakshi,ARTA,0.3675927316126395
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,277.64776,278.03,Mrajesh2_103,ARTA,103,M,ɽ,HIN,t_0735532,TGT,stimuli_raw/wav/Fbhavya2.wav,104,Fbhavya2_104,HIN,298.38,298.08,ɽ,False,Fbhavya,ARTA,0.36835582492795643
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,420.83,421.3,Mnirbhay2_104,ARTA,104,M,ɽ,HIN,t_1468745,TGT,stimuli_raw/wav/Fsakshi1.wav,94,Fsakshi1_94,HIN,357.34,357.02342999999996,ɽ,False,Fsakshi,ARTA,0.32798996216262444
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,281.28485,281.60483999999997,Mrajesh2_105,ARTA,105,M,ɽ,HIN,t_0736770,TGT,stimuli_raw/wav/Fbhavya2.wav,104,Fbhavya2_104,HIN,298.38,298.08,ɽ,False,Fbhavya,ARTA,0.37840455892122676
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,420.83,421.3,Mnirbhay2_104,ARTA,104,M,ɽ,HIN,t_0443582,TGT,stimuli_raw/wav/Fsakshi2.wav,104,Fsakshi2_104,HIN,423.94,423.5841,ɽ,False,Fsakshi,ARTA,0.2744124854421811
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,338.33398,338.69898,Mrajesh1_104,ARTA,104,M,ɽ,HIN,t_1323149,TGT,stimuli_raw/wav/Fbhavya1.wav,108,Fbhavya1_108,HIN,671.87432,671.53524,ɽ,False,Fbhavya,ARTA,0.3035124861688991
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,742.4702,742.98584,Mnirbhay1_105,ARTA,105,M,ɽ,HIN,t_1473624,TGT,stimuli_raw/wav/Fsakshi1.wav,96,Fsakshi1_96,HIN,361.47,361.09001,ɽ,False,Fsakshi,ARTA,0.3488256782891075
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,279.4325,279.82,Mrajesh2_104,ARTA,104,M,ɽ,HIN,t_0733361,TGT,stimuli_raw/wav/Fbhavya2.wav,103,Fbhavya2_103,HIN,296.32972,295.981,ɽ,False,Fbhavya,ARTA,0.36702798072428555
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,737.92155,738.40035,Mnirbhay1_103,ARTA,103,M,ɽ,HIN,t_1474894,TGT,stimuli_raw/wav/Fsakshi1.wav,96,Fsakshi1_96,HIN,361.47,361.09001,ɽ,False,Fsakshi,ARTA,0.3207999597647736
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,340.15351,340.55942999999996,Mrajesh1_105,ARTA,105,M,ɽ,HIN,t_1320954,TGT,stimuli_raw/wav/Fbhavya1.wav,107,Fbhavya1_107,HIN,670.0658900000001,669.71425,ɽ,False,Fbhavya,ARTA,0.3125518120395743
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,742.4702,742.98584,Mnirbhay1_105,ARTA,105,M,ɽ,HIN,t_1470096,TGT,stimuli_raw/wav/Fsakshi1.wav,94,Fsakshi1_94,HIN,357.34,357.02342999999996,ɽ,False,Fsakshi,ARTA,0.35425324660179824
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,279.4325,279.82,Mrajesh2_104,ARTA,104,M,ɽ,HIN,t_1324427,TGT,stimuli_raw/wav/Fbhavya1.wav,108,Fbhavya1_108,HIN,671.87432,671.53524,ɽ,False,Fbhavya,ARTA,0.3448106198930154
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,420.83,421.3,Mnirbhay2_104,ARTA,104,M,ɽ,HIN,t_1474973,TGT,stimuli_raw/wav/Fsakshi1.wav,96,Fsakshi1_96,HIN,361.47,361.09001,ɽ,False,Fsakshi,ARTA,0.3327766299877513
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,417.44,417.87,Mnirbhay2_103,ARTA,103,M,ɽ,HIN,t_1473820,TGT,stimuli_raw/wav/Fsakshi1.wav,96,Fsakshi1_96,HIN,361.47,361.09001,ɽ,False,Fsakshi,ARTA,0.30248741417506286
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,336.57115,336.99044,Mrajesh1_103,ARTA,103,M,ɽ,HIN,t_1318756,TGT,stimuli_raw/wav/Fbhavya1.wav,106,Fbhavya1_106,HIN,668.21979,667.85559,ɽ,False,Fbhavya,ARTA,0.35037945179595337
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,420.83,421.3,Mnirbhay2_104,ARTA,104,M,ɽ,HIN,t_1475057,TGT,stimuli_raw/wav/Fsakshi1.wav,96,Fsakshi1_96,HIN,361.47,361.09001,ɽ,False,Fsakshi,ARTA,0.3327766299877513
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,338.33398,338.69898,Mrajesh1_104,ARTA,104,M,ɽ,HIN,t_0735767,TGT,stimuli_raw/wav/Fbhavya2.wav,104,Fbhavya2_104,HIN,298.38,298.08,ɽ,False,Fbhavya,ARTA,0.34195325150996736
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,742.4702,742.98584,Mnirbhay1_105,ARTA,105,M,ɽ,HIN,t_1475100,TGT,stimuli_raw/wav/Fsakshi1.wav,96,Fsakshi1_96,HIN,361.47,361.09001,ɽ,False,Fsakshi,ARTA,0.3488256782891075
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,279.4325,279.82,Mrajesh2_104,ARTA,104,M,ɽ,HIN,t_1323371,TGT,stimuli_raw/wav/Fbhavya1.wav,108,Fbhavya1_108,HIN,671.87432,671.53524,ɽ,False,Fbhavya,ARTA,0.3448106198930154
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,279.4325,279.82,Mrajesh2_104,ARTA,104,M,ɽ,HIN,t_1319987,TGT,stimuli_raw/wav/Fbhavya1.wav,106,Fbhavya1_106,HIN,668.21979,667.85559,ɽ,False,Fbhavya,ARTA,0.38054075865990916
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,737.92155,738.40035,Mnirbhay1_103,ARTA,103,M,ɽ,HIN,t_0447547,TGT,stimuli_raw/wav/Fsakshi2.wav,105,Fsakshi2_105,HIN,426.27,425.91506,ɽ,False,Fsakshi,ARTA,0.2658858016125128
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,740.16825,740.64706,Mnirbhay1_104,ARTA,104,M,ɽ,HIN,t_1470347,TGT,stimuli_raw/wav/Fsakshi1.wav,94,Fsakshi1_94,HIN,357.34,357.02342999999996,ɽ,False,Fsakshi,ARTA,0.3138650056035864
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,338.33398,338.69898,Mrajesh1_104,ARTA,104,M,ɽ,HIN,t_0733607,TGT,stimuli_raw/wav/Fbhavya2.wav,103,Fbhavya2_103,HIN,296.32972,295.981,ɽ,False,Fbhavya,ARTA,0.3661729710746888
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,417.44,417.87,Mnirbhay2_103,ARTA,103,M,ɽ,HIN,t_1470388,TGT,stimuli_raw/wav/Fsakshi1.wav,94,Fsakshi1_94,HIN,357.34,357.02342999999996,ɽ,False,Fsakshi,ARTA,0.2929278054369519
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,338.33398,338.69898,Mrajesh1_104,ARTA,104,M,ɽ,HIN,t_0734783,TGT,stimuli_raw/wav/Fbhavya2.wav,103,Fbhavya2_103,HIN,296.32972,295.981,ɽ,False,Fbhavya,ARTA,0.3661729710746888
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,336.57115,336.99044,Mrajesh1_103,ARTA,103,M,ɽ,HIN,t_0734794,TGT,stimuli_raw/wav/Fbhavya2.wav,103,Fbhavya2_103,HIN,296.32972,295.981,ɽ,False,Fbhavya,ARTA,0.3511350492200979
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,742.4702,742.98584,Mnirbhay1_105,ARTA,105,M,ɽ,HIN,t_0444009,TGT,stimuli_raw/wav/Fsakshi2.wav,104,Fsakshi2_104,HIN,423.94,423.5841,ɽ,False,Fsakshi,ARTA,0.3164838421865511
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,338.33398,338.69898,Mrajesh1_104,ARTA,104,M,ɽ,HIN,t_0738275,TGT,stimuli_raw/wav/Fbhavya2.wav,105,Fbhavya2_105,HIN,300.28,299.97,ɽ,False,Fbhavya,ARTA,0.31609679941412366
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,424.6,425.01,Mnirbhay2_105,ARTA,105,M,ɽ,HIN,t_1475286,TGT,stimuli_raw/wav/Fsakshi1.wav,96,Fsakshi1_96,HIN,361.47,361.09001,ɽ,False,Fsakshi,ARTA,0.36280898517298266
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,284.16595,284.58224,Mrajesh2_106,ANRA,106,M,ɳ,HIN,t_1326454,TGT,stimuli_raw/wav/Fbhavya1.wav,109,Fbhavya1_109,HIN,685.68661,685.35135,ɳ,False,Fbhavya,ANRA,0.3393693844287472
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,763.84005,764.31886,Mnirbhay1_108,ANRA,108,M,ɳ,HIN,t_0449529,TGT,stimuli_raw/wav/Fsakshi2.wav,106,Fsakshi2_106,HIN,433.28,432.93925,ɳ,False,Fsakshi,ANRA,0.29296704631312437
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,761.16979,761.66701,Mnirbhay1_107,ANRA,107,M,ɳ,HIN,t_0449564,TGT,stimuli_raw/wav/Fsakshi2.wav,106,Fsakshi2_106,HIN,433.28,432.93925,ɳ,False,Fsakshi,ANRA,0.2892568416960434
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,347.74609,348.08462000000014,Mrajesh1_108,ANRA,108,M,ɳ,HIN,t_1331034,TGT,stimuli_raw/wav/Fbhavya1.wav,111,Fbhavya1_111,HIN,689.76814,689.4165,ɳ,False,Fbhavya,ANRA,0.3438321626690201
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,436.76,437.17,Mnirbhay2_108,ANRA,108,M,ɳ,HIN,t_0451995,TGT,stimuli_raw/wav/Fsakshi2.wav,107,Fsakshi2_107,HIN,435.61,435.27693,ɳ,False,Fsakshi,ANRA,0.29504171726364414
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,285.91694,286.28,Mrajesh2_107,ANRA,107,M,ɳ,HIN,t_0745805,TGT,stimuli_raw/wav/Fbhavya2.wav,108,Fbhavya2_108,HIN,308.97085,308.63,ɳ,False,Fbhavya,ANRA,0.3833042149260867
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,287.6250100000001,288.00268,Mrajesh2_108,ANRA,108,M,ɳ,HIN,t_1326564,TGT,stimuli_raw/wav/Fbhavya1.wav,109,Fbhavya1_109,HIN,685.68661,685.35135,ɳ,False,Fbhavya,ANRA,0.34287621741944496
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,436.76,437.17,Mnirbhay2_108,ANRA,108,M,ɳ,HIN,t_1477218,TGT,stimuli_raw/wav/Fsakshi1.wav,97,Fsakshi1_97,HIN,365.78,365.43939,ɳ,False,Fsakshi,ANRA,0.29372296551193194
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,436.76,437.17,Mnirbhay2_108,ANRA,108,M,ɳ,HIN,t_0454491,TGT,stimuli_raw/wav/Fsakshi2.wav,108,Fsakshi2_108,HIN,438.15,437.80022,ɳ,False,Fsakshi,ANRA,0.30424553780381974
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,344.12769,344.54976,Mrajesh1_106,ANRA,106,M,ɳ,HIN,t_1331128,TGT,stimuli_raw/wav/Fbhavya1.wav,111,Fbhavya1_111,HIN,689.76814,689.4165,ɳ,False,Fbhavya,ANRA,0.3442913879981359
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,763.84005,764.31886,Mnirbhay1_108,ANRA,108,M,ɳ,HIN,t_1482144,TGT,stimuli_raw/wav/Fsakshi1.wav,99,Fsakshi1_99,HIN,369.60616,369.16834,ɳ,False,Fsakshi,ANRA,0.2927303709475295
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,284.16595,284.58224,Mrajesh2_106,ANRA,106,M,ɳ,HIN,t_1329970,TGT,stimuli_raw/wav/Fbhavya1.wav,111,Fbhavya1_111,HIN,689.76814,689.4165,ɳ,False,Fbhavya,ANRA,0.38687090486420994
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,763.84005,764.31886,Mnirbhay1_108,ANRA,108,M,ɳ,HIN,t_0452133,TGT,stimuli_raw/wav/Fsakshi2.wav,107,Fsakshi2_107,HIN,435.61,435.27693,ɳ,False,Fsakshi,ANRA,0.2769040187375492
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,284.16595,284.58224,Mrajesh2_106,ANRA,106,M,ɳ,HIN,t_1325482,TGT,stimuli_raw/wav/Fbhavya1.wav,109,Fbhavya1_109,HIN,685.68661,685.35135,ɳ,False,Fbhavya,ANRA,0.3393693844287472
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,284.16595,284.58224,Mrajesh2_106,ANRA,106,M,ɳ,HIN,t_0740260,TGT,stimuli_raw/wav/Fbhavya2.wav,106,Fbhavya2_106,HIN,304.53,304.18,ɳ,False,Fbhavya,ANRA,0.3645186209513874
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,761.16979,761.66701,Mnirbhay1_107,ANRA,107,M,ɳ,HIN,t_1477391,TGT,stimuli_raw/wav/Fsakshi1.wav,97,Fsakshi1_97,HIN,365.78,365.43939,ɳ,False,Fsakshi,ANRA,0.2896976553535355
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,433.42,433.81,Mnirbhay2_107,ANRA,107,M,ɳ,HIN,t_0448598,TGT,stimuli_raw/wav/Fsakshi2.wav,106,Fsakshi2_106,HIN,433.28,432.93925,ɳ,False,Fsakshi,ANRA,0.30706269417598564
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,347.74609,348.08462000000014,Mrajesh1_108,ANRA,108,M,ɳ,HIN,t_0744816,TGT,stimuli_raw/wav/Fbhavya2.wav,108,Fbhavya2_108,HIN,308.97085,308.63,ɳ,False,Fbhavya,ANRA,0.36088455481685827
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,436.76,437.17,Mnirbhay2_108,ANRA,108,M,ɳ,HIN,t_1478658,TGT,stimuli_raw/wav/Fsakshi1.wav,98,Fsakshi1_98,HIN,367.73,367.37279,ɳ,False,Fsakshi,ANRA,0.2998293671080761
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,347.74609,348.08462000000014,Mrajesh1_108,ANRA,108,M,ɳ,HIN,t_1325574,TGT,stimuli_raw/wav/Fbhavya1.wav,109,Fbhavya1_109,HIN,685.68661,685.35135,ɳ,False,Fbhavya,ANRA,0.3223242295832969
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,429.85,430.27,Mnirbhay2_106,ANRA,106,M,ɳ,HIN,t_0453505,TGT,stimuli_raw/wav/Fsakshi2.wav,108,Fsakshi2_108,HIN,438.15,437.80022,ɳ,False,Fsakshi,ANRA,0.3064012521152367
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,284.16595,284.58224,Mrajesh2_106,ANRA,106,M,ɳ,HIN,t_0744892,TGT,stimuli_raw/wav/Fbhavya2.wav,108,Fbhavya2_108,HIN,308.97085,308.63,ɳ,False,Fbhavya,ANRA,0.38631754239096017
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,429.85,430.27,Mnirbhay2_106,ANRA,106,M,ɳ,HIN,t_0454753,TGT,stimuli_raw/wav/Fsakshi2.wav,108,Fsakshi2_108,HIN,438.15,437.80022,ɳ,False,Fsakshi,ANRA,0.3064012521152367
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,345.91035,346.34256,Mrajesh1_107,ANRA,107,M,ɳ,HIN,t_1326785,TGT,stimuli_raw/wav/Fbhavya1.wav,109,Fbhavya1_109,HIN,685.68661,685.35135,ɳ,False,Fbhavya,ANRA,0.28938414029023213
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,344.12769,344.54976,Mrajesh1_106,ANRA,106,M,ɳ,HIN,t_0746074,TGT,stimuli_raw/wav/Fbhavya2.wav,108,Fbhavya2_108,HIN,308.97085,308.63,ɳ,False,Fbhavya,ANRA,0.361998275316824
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,433.42,433.81,Mnirbhay2_107,ANRA,107,M,ɳ,HIN,t_0453566,TGT,stimuli_raw/wav/Fsakshi2.wav,108,Fsakshi2_108,HIN,438.15,437.80022,ɳ,False,Fsakshi,ANRA,0.3168283901419195
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,344.12769,344.54976,Mrajesh1_106,ANRA,106,M,ɳ,HIN,t_0743830,TGT,stimuli_raw/wav/Fbhavya2.wav,107,Fbhavya2_107,HIN,306.76687999999996,306.41,ɳ,False,Fbhavya,ANRA,0.33585127928431313
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,429.85,430.27,Mnirbhay2_106,ANRA,106,M,ɳ,HIN,t_0452437,TGT,stimuli_raw/wav/Fsakshi2.wav,107,Fsakshi2_107,HIN,435.61,435.27693,ɳ,False,Fsakshi,ANRA,0.29738760659297503
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,344.12769,344.54976,Mrajesh1_106,ANRA,106,M,ɳ,HIN,t_0740494,TGT,stimuli_raw/wav/Fbhavya2.wav,106,Fbhavya2_106,HIN,304.53,304.18,ɳ,False,Fbhavya,ANRA,0.3593558720497403
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,429.85,430.27,Mnirbhay2_106,ANRA,106,M,ɳ,HIN,t_1478848,TGT,stimuli_raw/wav/Fsakshi1.wav,98,Fsakshi1_98,HIN,367.73,367.37279,ɳ,False,Fsakshi,ANRA,0.29777489343073765
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,285.91694,286.28,Mrajesh2_107,ANRA,107,M,ɳ,HIN,t_0742793,TGT,stimuli_raw/wav/Fbhavya2.wav,107,Fbhavya2_107,HIN,306.76687999999996,306.41,ɳ,False,Fbhavya,ANRA,0.36756092241595056
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,761.16979,761.66701,Mnirbhay1_107,ANRA,107,M,ɳ,HIN,t_0453680,TGT,stimuli_raw/wav/Fsakshi2.wav,108,Fsakshi2_108,HIN,438.15,437.80022,ɳ,False,Fsakshi,ANRA,0.28733784050344235
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,23.67,24.19,Mnirbhay2_6,AKHA,6,M,kʰ,ENG,t_0288921,OTH,stimuli_raw/wav/Fbhavya1.wav,11,Fbhavya1_11,HIN,76.92138,76.48,ɡʱ,False,Fbhavya,AGHA,0.38624720054804695
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,35.21,35.69,Mrajesh1_4,AKHA,4,M,kʰ,ENG,t_0580729,OTH,stimuli_raw/wav/Fsakshi2.wav,12,Fsakshi2_12,HIN,63.6,63.18,ɡʱ,False,Fsakshi,AGHA,0.3391473063367331
