AB_Order,speaker_1,file_1,onset_1,offset_1,item_1,word_1,interval_1,sex_1,phone_1,language_1,triplet_id,target_other,file_2,interval_2,item_2,language_2,offset_2,onset_2,phone_2,sex_2,speaker_2,word_2
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,295.981,296.32972,Fbhavya2_103,ARTA,103,F,ɽ,HIN,t_0864598,TGT,stimuli_raw/wav/Mrajesh2.wav,105,Mrajesh2_105,HIN,281.60484,281.28485,ɽ,M,Mrajesh,ARTA
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,279.4325,279.82,Mrajesh2_104,ARTA,104,M,ɽ,HIN,t_0275375,TGT,stimuli_raw/wav/FNiralee2.wav,104,FNiralee2_104,HIN,399.37433,398.96571,ɽ,F,FNiralee,ARTA
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,740.16825,740.64706,Mnirbhay1_104,ARTA,104,M,ɽ,HIN,t_1319942,TGT,stimuli_raw/wav/Fbhavya1.wav,106,Fbhavya1_106,HIN,668.21979,667.85559,ɽ,F,Fbhavya,ARTA
TgtOth,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,299.97,300.28,Fbhavya2_105,ARTA,105,F,ɽ,HIN,t_0117891,TGT,stimuli_raw/wav/Mrajesh1.wav,105,Mrajesh1_105,HIN,340.55943,340.15351,ɽ,M,Mrajesh,ARTA
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,417.44,417.87,Mnirbhay2_103,ARTA,103,M,ɽ,HIN,t_1469092,TGT,stimuli_raw/wav/Fsakshi1.wav,94,Fsakshi1_94,HIN,357.34,357.02343,ɽ,F,Fsakshi,ARTA
TgtOth,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,295.981,296.32972,Fbhavya2_103,ARTA,103,F,ɽ,HIN,t_0863896,TGT,stimuli_raw/wav/Mrajesh2.wav,105,Mrajesh2_105,HIN,281.60484,281.28485,ɽ,M,Mrajesh,ARTA
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,737.92155,738.40035,Mnirbhay1_103,ARTA,103,M,ɽ,HIN,t_1472770,TGT,stimuli_raw/wav/Fsakshi1.wav,95,Fsakshi1_95,HIN,359.28,358.94706,ɽ,F,Fsakshi,ARTA
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,338.33398,338.69898,Mrajesh1_104,ARTA,104,M,ɽ,HIN,t_1029161,TGT,stimuli_raw/wav/FNiralee1.wav,107,FNiralee1_107,HIN,907.41752,906.99719,ɽ,F,FNiralee,ARTA
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya1.wav,669.71425,670.0658900000002,Fbhavya1_107,ARTA,107,F,ɽ,HIN,t_0862229,TGT,stimuli_raw/wav/Mrajesh2.wav,104,Mrajesh2_104,HIN,279.82,279.4325,ɽ,M,Mrajesh,ARTA
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,338.33398,338.69898,Mrajesh1_104,ARTA,104,M,ɽ,HIN,t_0277829,TGT,stimuli_raw/wav/FNiralee2.wav,105,FNiralee2_105,HIN,401.84287,401.4192,ɽ,F,FNiralee,ARTA
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya1.wav,671.53524,671.87432,Fbhavya1_108,ARTA,108,F,ɽ,HIN,t_0863130,TGT,stimuli_raw/wav/Mrajesh2.wav,104,Mrajesh2_104,HIN,279.82,279.4325,ɽ,M,Mrajesh,ARTA
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,737.92155,738.40035,Mnirbhay1_103,ARTA,103,M,ɽ,HIN,t_1470478,TGT,stimuli_raw/wav/Fsakshi1.wav,94,Fsakshi1_94,HIN,357.34,357.02343,ɽ,F,Fsakshi,ARTA
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya1.wav,667.85559,668.21979,Fbhavya1_106,ARTA,106,F,ɽ,HIN,t_0861454,TGT,stimuli_raw/wav/Mrajesh2.wav,103,Mrajesh2_103,HIN,278.03,277.64776,ɽ,M,Mrajesh,ARTA
TgtOth,FNiralee,stimuli_raw/wav/FNiralee1.wav,922.56447,923.00095,FNiralee1_109,ANRA,109,F,ɳ,HIN,t_0120790,TGT,stimuli_raw/wav/Mrajesh1.wav,107,Mrajesh1_107,HIN,346.34256,345.91035,ɳ,M,Mrajesh,ANRA
OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,404.86421,405.25726,FNiralee2_106,ANRA,106,F,ɳ,HIN,t_1163029,TGT,stimuli_raw/wav/Mnirbhay1.wav,108,Mnirbhay1_108,HIN,764.31886,763.84005,ɳ,M,Mnirbhay,ANRA
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,763.84005,764.31886,Mnirbhay1_108,ANRA,108,M,ɳ,HIN,t_0451953,TGT,stimuli_raw/wav/Fsakshi2.wav,107,Fsakshi2_107,HIN,435.61,435.27693,ɳ,F,Fsakshi,ANRA
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,306.41,306.76688,Fbhavya2_107,ANRA,107,F,ɳ,HIN,t_0122552,TGT,stimuli_raw/wav/Mrajesh1.wav,108,Mrajesh1_108,HIN,348.08462,347.74609,ɳ,M,Mrajesh,ANRA
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,758.73893,759.21774,Mnirbhay1_106,ANRA,106,M,ɳ,HIN,t_1482010,TGT,stimuli_raw/wav/Fsakshi1.wav,99,Fsakshi1_99,HIN,369.60616,369.16834,ɳ,F,Fsakshi,ANRA
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya1.wav,685.35135,685.68661,Fbhavya1_109,ANRA,109,F,ɳ,HIN,t_0120901,TGT,stimuli_raw/wav/Mrajesh1.wav,107,Mrajesh1_107,HIN,346.34256,345.91035,ɳ,M,Mrajesh,ANRA
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,758.73893,759.21774,Mnirbhay1_106,ANRA,106,M,ɳ,HIN,t_0448411,TGT,stimuli_raw/wav/Fsakshi2.wav,106,Fsakshi2_106,HIN,433.28,432.93925,ɳ,F,Fsakshi,ANRA
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,308.63,308.97085,Fbhavya2_108,ANRA,108,F,ɳ,HIN,t_0865986,TGT,stimuli_raw/wav/Mrajesh2.wav,106,Mrajesh2_106,HIN,284.58224,284.16595,ɳ,M,Mrajesh,ANRA
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,761.16979,761.66701,Mnirbhay1_107,ANRA,107,M,ɳ,HIN,t_1480871,TGT,stimuli_raw/wav/Fsakshi1.wav,99,Fsakshi1_99,HIN,369.60616,369.16834,ɳ,F,Fsakshi,ANRA
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,308.63,308.97085,Fbhavya2_108,ANRA,108,F,ɳ,HIN,t_0119241,TGT,stimuli_raw/wav/Mrajesh1.wav,106,Mrajesh1_106,HIN,344.54976,344.12769,ɳ,M,Mrajesh,ANRA
TgtOth,Fsakshi,stimuli_raw/wav/Fsakshi2.wav,437.80022,438.15,Fsakshi2_108,ANRA,108,F,ɳ,HIN,t_0577152,TGT,stimuli_raw/wav/Mnirbhay2.wav,108,Mnirbhay2_108,HIN,437.17,436.76,ɳ,M,Mnirbhay,ANRA
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,287.6250100000001,288.00268,Mrajesh2_108,ANRA,108,M,ɳ,HIN,t_1324884,TGT,stimuli_raw/wav/Fbhavya1.wav,109,Fbhavya1_109,HIN,685.68661,685.35135,ɳ,F,Fbhavya,ANRA
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,285.91694,286.28,Mrajesh2_107,ANRA,107,M,ɳ,HIN,t_1479740,TGT,stimuli_raw/wav/Fsakshi1.wav,98,Fsakshi1_98,HIN,367.73,367.37279,ɳ,F,Fsakshi,ANRA
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,763.84005,764.31886,Mnirbhay1_108,ANRA,108,M,ɳ,HIN,t_1478520,TGT,stimuli_raw/wav/Fsakshi1.wav,98,Fsakshi1_98,HIN,367.73,367.37279,ɳ,F,Fsakshi,ANRA
TgtOth,FNiralee,stimuli_raw/wav/FNiralee2.wav,409.34166,409.81446999999997,FNiralee2_108,ANRA,108,F,ɳ,HIN,t_0119433,TGT,stimuli_raw/wav/Mrajesh1.wav,106,Mrajesh1_106,HIN,344.54976,344.12769,ɳ,M,Mrajesh,ANRA
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,761.16979,761.66701,Mnirbhay1_107,ANRA,107,M,ɳ,HIN,t_1477379,TGT,stimuli_raw/wav/Fsakshi1.wav,97,Fsakshi1_97,HIN,365.78,365.43939,ɳ,F,Fsakshi,ANRA
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,433.42,433.81,Mnirbhay2_107,ANRA,107,M,ɳ,HIN,t_1481057,TGT,stimuli_raw/wav/Fsakshi1.wav,99,Fsakshi1_99,HIN,369.60616,369.16834,ɳ,F,Fsakshi,ANRA
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,758.73893,759.21774,Mnirbhay1_106,ANRA,106,M,ɳ,HIN,t_1037077,TGT,stimuli_raw/wav/FNiralee1.wav,110,FNiralee1_110,HIN,925.04307,924.61698,ɳ,F,FNiralee,ANRA
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,761.16979,761.66701,Mnirbhay1_107,ANRA,107,M,ɳ,HIN,t_0449876,TGT,stimuli_raw/wav/Fsakshi2.wav,106,Fsakshi2_106,HIN,433.28,432.93925,ɳ,F,Fsakshi,ANRA
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,763.84005,764.31886,Mnirbhay1_108,ANRA,108,M,ɳ,HIN,t_1037151,TGT,stimuli_raw/wav/FNiralee1.wav,110,FNiralee1_110,HIN,925.04307,924.61698,ɳ,F,FNiralee,ANRA
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,758.73893,759.21774,Mnirbhay1_106,ANRA,106,M,ɳ,HIN,t_0448699,TGT,stimuli_raw/wav/Fsakshi2.wav,106,Fsakshi2_106,HIN,433.28,432.93925,ɳ,F,Fsakshi,ANRA
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,308.63,308.97085,Fbhavya2_108,ANRA,108,F,ɳ,HIN,t_0123885,TGT,stimuli_raw/wav/Mrajesh1.wav,108,Mrajesh1_108,HIN,348.08462,347.74609,ɳ,M,Mrajesh,ANRA
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,436.76,437.17,Mnirbhay2_108,ANRA,108,M,ɳ,HIN,t_1478730,TGT,stimuli_raw/wav/Fsakshi1.wav,98,Fsakshi1_98,HIN,367.73,367.37279,ɳ,F,Fsakshi,ANRA
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,285.91694,286.28,Mrajesh2_107,ANRA,107,M,ɳ,HIN,t_0745553,TGT,stimuli_raw/wav/Fbhavya2.wav,108,Fbhavya2_108,HIN,308.97085,308.63,ɳ,F,Fbhavya,ANRA
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,436.76,437.17,Mnirbhay2_108,ANRA,108,M,ɳ,HIN,t_0449979,TGT,stimuli_raw/wav/Fsakshi2.wav,106,Fsakshi2_106,HIN,433.28,432.93925,ɳ,F,Fsakshi,ANRA
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,304.18,304.53,Fbhavya2_106,ANRA,106,F,ɳ,HIN,t_0121417,TGT,stimuli_raw/wav/Mrajesh1.wav,107,Mrajesh1_107,HIN,346.34256,345.91035,ɳ,M,Mrajesh,ANRA
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,344.12769,344.54976,Mrajesh1_106,ANRA,106,M,ɳ,HIN,t_0452422,TGT,stimuli_raw/wav/Fsakshi2.wav,107,Fsakshi2_107,HIN,435.61,435.27693,ɳ,F,Fsakshi,ANRA
OthTgt,FNiralee,stimuli_raw/wav/FNiralee1.wav,926.789,927.23068,FNiralee1_111,ANRA,111,F,ɳ,HIN,t_0120630,TGT,stimuli_raw/wav/Mrajesh1.wav,106,Mrajesh1_106,HIN,344.54976,344.12769,ɳ,M,Mrajesh,ANRA
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,758.73893,759.21774,Mnirbhay1_106,ANRA,106,M,ɳ,HIN,t_1478842,TGT,stimuli_raw/wav/Fsakshi1.wav,98,Fsakshi1_98,HIN,367.73,367.37279,ɳ,F,Fsakshi,ANRA
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya1.wav,689.4165,689.76814,Fbhavya1_111,ANRA,111,F,ɳ,HIN,t_0870042,TGT,stimuli_raw/wav/Mrajesh2.wav,108,Mrajesh2_108,HIN,288.00268,287.62501,ɳ,M,Mrajesh,ANRA
TgtOth,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,306.41,306.76688,Fbhavya2_107,ANRA,107,F,ɳ,HIN,t_0121598,TGT,stimuli_raw/wav/Mrajesh1.wav,107,Mrajesh1_107,HIN,346.34256,345.91035,ɳ,M,Mrajesh,ANRA
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,429.85,430.27,Mnirbhay2_106,ANRA,106,M,ɳ,HIN,t_0448849,TGT,stimuli_raw/wav/Fsakshi2.wav,106,Fsakshi2_106,HIN,433.28,432.93925,ɳ,F,Fsakshi,ANRA
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,27.76,28.24,Mnirbhay1_5,AKHA,5,M,kʰ,ENG,t_0290642,OTH,stimuli_raw/wav/Fbhavya1.wav,11,Fbhavya1_11,HIN,76.92138,76.48,ɡʱ,F,Fbhavya,AGHA
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya1.wav,42.9,43.35,Fbhavya1_6,AKHA,6,F,kʰ,ENG,t_0458148,OTH,stimuli_raw/wav/Mrajesh2.wav,11,Mrajesh2_11,HIN,36.21,35.80924,ɡʱ,M,Mrajesh,AGHA
TgtOth,Fbhavya,stimuli_raw/wav/Fbhavya1.wav,38.87,39.26,Fbhavya1_4,AKHA,4,F,kʰ,ENG,t_0001399,OTH,stimuli_raw/wav/Mnirbhay2.wav,27,Mnirbhay2_27,HIN,104.36,103.9,d͡ʒʱ,M,Mnirbhay,ADXHA
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,29.65,30.12,Mnirbhay1_6,AKHA,6,M,kʰ,ENG,t_1334535,OTH,stimuli_raw/wav/Fbhavya1.wav,26,Fbhavya1_26,HIN,195.58,195.16689,d͡ʒʱ,F,Fbhavya,ADXHA
TgtOth,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,22.68,23.06,Fbhavya2_5,AKHA,5,F,kʰ,ENG,t_0003356,OTH,stimuli_raw/wav/Mnirbhay1.wav,31,Mnirbhay1_31,HIN,210.61,210.15,ʈʰ,M,Mnirbhay,ATRHA
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,27.76,28.24,Mnirbhay1_5,AKHA,5,M,kʰ,ENG,t_1332866,OTH,stimuli_raw/wav/Fbhavya1.wav,33,Fbhavya1_33,HIN,233.38,232.99,ʈʰ,F,Fbhavya,ATRHA
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,18.06,18.58,Mnirbhay2_4,AKHA,4,M,kʰ,ENG,t_1166482,OTH,stimuli_raw/wav/FNiralee1.wav,34,FNiralee1_34,HIN,276.7203,276.27178,ɖ,F,FNiralee,ADRA
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,35.21,35.69,Mrajesh1_4,AKHA,4,M,kʰ,ENG,t_0580021,OTH,stimuli_raw/wav/Fsakshi1.wav,36,Fsakshi1_36,HIN,136.42,136.02507,ɖ,F,Fsakshi,ADRA
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,20.9532,21.35,Mrajesh2_5,AKHA,5,M,kʰ,ENG,t_0127352,OTH,stimuli_raw/wav/Fsakshi1.wav,38,Fsakshi1_38,HIN,143.51,143.10779,ɖʱ,F,Fsakshi,ADRHA
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,20.9532,21.35,Mrajesh2_5,AKHA,5,M,kʰ,ENG,t_0127352,OTH,stimuli_raw/wav/Fsakshi1.wav,38,Fsakshi1_38,HIN,143.51,143.10779,ɖʱ,F,Fsakshi,ADRHA
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,23.67,24.19,Mnirbhay2_6,AKHA,6,M,kʰ,ENG,t_1332081,OTH,stimuli_raw/wav/Fbhavya2.wav,49,Fbhavya2_49,HIN,153.79581,153.42712,dʱ,F,Fbhavya,ADHA
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,25.03,25.48153,Fbhavya2_6,AKHA,6,F,kʰ,ENG,t_0003555,OTH,stimuli_raw/wav/Mnirbhay1.wav,51,Mnirbhay1_51,HIN,340.45,339.93,dʱ,M,Mnirbhay,ADHA
TgtOth,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,22.68,23.06,Fbhavya2_5,AKHA,5,F,kʰ,ENG,t_1041161,OTH,stimuli_raw/wav/Mrajesh2.wav,64,Mrajesh2_64,HIN,176.98,176.5892,bʱ,M,Mrajesh,ABHA
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,27.76,28.24,Mnirbhay1_5,AKHA,5,M,kʰ,ENG,t_0287426,OTH,stimuli_raw/wav/Fbhavya1.wav,68,Fbhavya1_68,HIN,443.32962,442.94,bʱ,F,Fbhavya,ABHA
TgtOth,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,25.03,25.48153,Fbhavya2_6,AKHA,6,F,kʰ,ENG,t_0746610,OTH,stimuli_raw/wav/Mnirbhay2.wav,95,Mnirbhay2_95,HIN,381.08,380.64,ɣ,M,Mnirbhay,ARRA
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,27.76,28.24,Mnirbhay1_5,AKHA,5,M,kʰ,ENG,t_0286598,OTH,stimuli_raw/wav/Fbhavya2.wav,95,Fbhavya2_95,HIN,274.52841,274.12,ɣ,F,Fbhavya,ARRA
TgtOth,Fbhavya,stimuli_raw/wav/Fbhavya1.wav,40.87,41.29,Fbhavya1_5,AKHA,5,F,kʰ,ENG,t_0001778,OTH,stimuli_raw/wav/Mnirbhay2.wav,99,Mnirbhay2_99,HIN,397.41,396.95,x,M,Mnirbhay,ARHA
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,29.65,30.12,Mnirbhay1_6,AKHA,6,M,kʰ,ENG,t_0871281,OTH,stimuli_raw/wav/Fbhavya1.wav,100,Fbhavya1_100,HIN,632.9127,632.49827,x,F,Fbhavya,ARHA
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,20.9532,21.35,Mrajesh2_5,AKHA,5,M,kʰ,ENG,t_0875117,OTH,stimuli_raw/wav/Fsakshi1.wav,93,Fsakshi1_93,HIN,351.38,351.01266,ɽʱ,F,Fsakshi,ARTHA
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,22.68,23.06,Fbhavya2_5,AKHA,5,F,kʰ,ENG,t_0749957,OTH,stimuli_raw/wav/Mnirbhay1.wav,101,Mnirbhay1_101,HIN,721.00309,720.39538,ɽʱ,M,Mnirbhay,ARTHA
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,19.21365,19.62,Mrajesh2_4,AKHA,4,M,kʰ,ENG,t_0583603,OTH,stimuli_raw/wav/Fsakshi1.wav,96,Fsakshi1_96,HIN,361.47,361.09001,ɽ,F,Fsakshi,ARTA
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya1.wav,40.87,41.29,Fbhavya1_5,AKHA,5,F,kʰ,ENG,t_0003182,OTH,stimuli_raw/wav/Mnirbhay2.wav,105,Mnirbhay2_105,HIN,425.01,424.6,ɽ,M,Mnirbhay,ARTA
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,18.06,18.58,Mnirbhay2_4,AKHA,4,M,kʰ,ENG,t_0286291,OTH,stimuli_raw/wav/FNiralee2.wav,106,FNiralee2_106,HIN,405.25726,404.86421,ɳ,F,FNiralee,ANRA
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya1.wav,38.87,39.26,Fbhavya1_4,AKHA,4,F,kʰ,ENG,t_0750088,OTH,stimuli_raw/wav/Mnirbhay1.wav,108,Mnirbhay1_108,HIN,764.31886,763.84005,ɳ,M,Mnirbhay,ANRA
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,48.62,49.04,Mnirbhay1_9,AGA,9,M,g,ENG,t_0586212,OTH,stimuli_raw/wav/FNiralee1.wav,12,FNiralee1_12,HIN,108.69767,108.19187,ɡʱ,F,FNiralee,AGHA
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,55.35,55.77,Mrajesh1_8,AGA,8,M,g,ENG,t_0879023,OTH,stimuli_raw/wav/Fbhavya2.wav,11,Fbhavya2_11,HIN,39.98945,39.61802,ɡʱ,F,Fbhavya,AGHA
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,53.57,54.03,Mrajesh1_7,AGA,7,M,g,ENG,t_0588325,OTH,stimuli_raw/wav/Fsakshi1.wav,25,Fsakshi1_25,HIN,99.94,99.57696,d͡ʒʱ,F,Fsakshi,ADXHA
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,29.04,29.4414,Fbhavya2_7,AGA,7,F,g,ENG,t_0004615,OTH,stimuli_raw/wav/Mnirbhay1.wav,26,Mnirbhay1_26,HIN,169.23984,168.79,d͡ʒʱ,M,Mnirbhay,ADXHA
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,48.62,49.04,Mnirbhay1_9,AGA,9,M,g,ENG,t_1338867,OTH,stimuli_raw/wav/Fbhavya2.wav,33,Fbhavya2_33,HIN,102.51782,102.11446,ʈʰ,F,Fbhavya,ATRHA
OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,28.74,29.3642,FNiralee2_8,AGA,8,F,g,ENG,t_0750221,OTH,stimuli_raw/wav/Mnirbhay2.wav,32,Mnirbhay2_32,HIN,123.68,123.11,ʈʰ,M,Mnirbhay,ATRHA
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,28.49,28.97,Mnirbhay2_7,AGA,7,M,g,ENG,t_0879577,OTH,stimuli_raw/wav/Fbhavya1.wav,36,Fbhavya1_36,HIN,248.26,247.88,ɖ,F,Fbhavya,ADRA
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,48.62,49.04,Mnirbhay1_9,AGA,9,M,g,ENG,t_1338891,OTH,stimuli_raw/wav/Fbhavya2.wav,35,Fbhavya2_35,HIN,108.66723,108.32,ɖ,F,Fbhavya,ADRA
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,46.7,47.11,Mnirbhay1_8,AGA,8,M,g,ENG,t_1172441,OTH,stimuli_raw/wav/FNiralee2.wav,38,FNiralee2_38,HIN,135.24376,134.74537,ɖʱ,F,FNiralee,ADRHA
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya1.wav,60.24,60.69581,Fbhavya1_9,AGA,9,F,g,ENG,t_0750990,OTH,stimuli_raw/wav/Mnirbhay1.wav,38,Mnirbhay1_38,HIN,254.56,254.09,ɖʱ,M,Mnirbhay,ADRHA
TgtOth,FNiralee,stimuli_raw/wav/FNiralee1.wav,86.82,87.28907,FNiralee1_7,AGA,7,F,g,ENG,t_1045573,OTH,stimuli_raw/wav/Mrajesh1.wav,49,Mrajesh1_49,HIN,191.2513,190.81563,dʱ,M,Mrajesh,ADHA
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,33.5,33.89,Fbhavya2_9,AGA,9,F,g,ENG,t_0004167,OTH,stimuli_raw/wav/Mnirbhay2.wav,49,Mnirbhay2_49,HIN,192.9594,192.53074,dʱ,M,Mnirbhay,ADHA
TgtOth,Fbhavya,stimuli_raw/wav/Fbhavya1.wav,60.24,60.69581,Fbhavya1_9,AGA,9,F,g,ENG,t_0006855,OTH,stimuli_raw/wav/Mnirbhay2.wav,66,Mnirbhay2_66,HIN,260.19,259.73,bʱ,M,Mnirbhay,ABHA
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,53.57,54.03,Mrajesh1_7,AGA,7,M,g,ENG,t_1171231,OTH,stimuli_raw/wav/Fsakshi2.wav,64,Fsakshi2_64,HIN,270.46,270.07,bʱ,F,Fsakshi,ABHA
TgtOth,Fbhavya,stimuli_raw/wav/Fbhavya2.wav,31.39,31.77,Fbhavya2_8,AGA,8,F,g,ENG,t_0004310,OTH,stimuli_raw/wav/Mnirbhay2.wav,96,Mnirbhay2_96,HIN,384.78,384.3,ɣ,M,Mnirbhay,ARRA
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,28.58212,28.97,Mrajesh2_8,AGA,8,M,g,ENG,t_0295583,OTH,stimuli_raw/wav/FNiralee1.wav,96,FNiralee1_96,HIN,773.0997,772.46145,ɣ,F,FNiralee,ARRA
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,57.22747,57.63011,Mrajesh1_9,AGA,9,M,g,ENG,t_0586467,OTH,stimuli_raw/wav/FNiralee1.wav,100,FNiralee1_100,HIN,837.96248,837.45387,x,F,FNiralee,ARHA
OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,28.49,28.97,Mnirbhay2_7,AGA,7,M,g,ENG,t_0294343,OTH,stimuli_raw/wav/Fbhavya1.wav,100,Fbhavya1_100,HIN,632.9127,632.49827,x,F,Fbhavya,ARHA
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,44.81,45.27,Mnirbhay1_7,AGA,7,M,g,ENG,t_0130870,OTH,stimuli_raw/wav/Fsakshi1.wav,91,Fsakshi1_91,HIN,347.25,346.82911,ɽʱ,F,Fsakshi,ARTHA
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya1.wav,60.24,60.69581,Fbhavya1_9,AGA,9,F,g,ENG,t_0006351,OTH,stimuli_raw/wav/Mnirbhay1.wav,101,Mnirbhay1_101,HIN,721.00309,720.39538,ɽʱ,M,Mnirbhay,ARTHA
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,55.35,55.77,Mrajesh1_8,AGA,8,M,g,ENG,t_0294857,OTH,stimuli_raw/wav/FNiralee2.wav,105,FNiralee2_105,HIN,401.84287,401.4192,ɽ,F,FNiralee,ARTA
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya1.wav,56.22,56.618730000000006,Fbhavya1_7,AGA,7,F,g,ENG,t_0004441,OTH,stimuli_raw/wav/Mnirbhay2.wav,103,Mnirbhay2_103,HIN,417.87,417.44,ɽ,M,Mnirbhay,ARTA
TgtOth,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,34.74,35.22,Mnirbhay2_9,AGA,9,M,g,ENG,t_0875619,OTH,stimuli_raw/wav/Fsakshi2.wav,108,Fsakshi2_108,HIN,438.15,437.80022,ɳ,F,Fsakshi,ANRA
OthTgt,Fbhavya,stimuli_raw/wav/Fbhavya1.wav,56.22,56.618730000000006,Fbhavya1_7,AGA,7,F,g,ENG,t_0752680,OTH,stimuli_raw/wav/Mnirbhay1.wav,108,Mnirbhay1_108,HIN,764.31886,763.84005,ɳ,M,Mnirbhay,ANRA
