m_pos_vars,d_coef_econ,d_coef_loc,d_coef_glob,d_id,d_experiment,m_neg_vars,is_correct_model,m_stanfile,csv_filename,seed
Econ+Glob+Loc,-1,-1,-1,dinst4,fake_grid,,FALSE,stan_models/master_pos.stan,fake_grid/dinst4/econ_-1_loc_-1_glob_-1.csv,8970.987254709238
Econ+Glob,-1,-1,-1,dinst4,fake_grid,Loc,FALSE,stan_models/master_model.stan,fake_grid/dinst4/econ_-1_loc_-1_glob_-1.csv,225.0468242666684
Econ+Loc,-1,-1,-1,dinst4,fake_grid,Glob,FALSE,stan_models/master_model.stan,fake_grid/dinst4/econ_-1_loc_-1_glob_-1.csv,7800.479547893396
Glob+Loc,-1,-1,-1,dinst4,fake_grid,Econ,FALSE,stan_models/master_model.stan,fake_grid/dinst4/econ_-1_loc_-1_glob_-1.csv,7179.8447423141915
Econ,-1,-1,-1,dinst4,fake_grid,Glob+Loc,FALSE,stan_models/master_model.stan,fake_grid/dinst4/econ_-1_loc_-1_glob_-1.csv,6871.172817293089
Glob,-1,-1,-1,dinst4,fake_grid,Econ+Loc,FALSE,stan_models/master_model.stan,fake_grid/dinst4/econ_-1_loc_-1_glob_-1.csv,3526.0096042850055
Loc,-1,-1,-1,dinst4,fake_grid,Econ+Glob,FALSE,stan_models/master_model.stan,fake_grid/dinst4/econ_-1_loc_-1_glob_-1.csv,1206.0293134734966
,-1,-1,-1,dinst4,fake_grid,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,fake_grid/dinst4/econ_-1_loc_-1_glob_-1.csv,7081.894693437498
Econ+Glob+Loc,0,-1,-1,dinst4,fake_grid,,FALSE,stan_models/master_pos.stan,fake_grid/dinst4/econ_0_loc_-1_glob_-1.csv,6919.7718939292245
Econ+Glob,0,-1,-1,dinst4,fake_grid,Loc,FALSE,stan_models/master_model.stan,fake_grid/dinst4/econ_0_loc_-1_glob_-1.csv,3763.4537378577515
Econ+Loc,0,-1,-1,dinst4,fake_grid,Glob,FALSE,stan_models/master_model.stan,fake_grid/dinst4/econ_0_loc_-1_glob_-1.csv,8343.52832527808
Glob+Loc,0,-1,-1,dinst4,fake_grid,Econ,FALSE,stan_models/master_model.stan,fake_grid/dinst4/econ_0_loc_-1_glob_-1.csv,7249.653586868197
Econ,0,-1,-1,dinst4,fake_grid,Glob+Loc,FALSE,stan_models/master_model.stan,fake_grid/dinst4/econ_0_loc_-1_glob_-1.csv,3601.8268296679016
Glob,0,-1,-1,dinst4,fake_grid,Econ+Loc,FALSE,stan_models/master_model.stan,fake_grid/dinst4/econ_0_loc_-1_glob_-1.csv,3872.934914566111
Loc,0,-1,-1,dinst4,fake_grid,Econ+Glob,FALSE,stan_models/master_model.stan,fake_grid/dinst4/econ_0_loc_-1_glob_-1.csv,7317.74734658096
,0,-1,-1,dinst4,fake_grid,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,fake_grid/dinst4/econ_0_loc_-1_glob_-1.csv,8711.90161196841
Econ+Glob+Loc,1,-1,-1,dinst4,fake_grid,,FALSE,stan_models/master_pos.stan,fake_grid/dinst4/econ_1_loc_-1_glob_-1.csv,1733.9477007018868
Econ+Glob,1,-1,-1,dinst4,fake_grid,Loc,FALSE,stan_models/master_model.stan,fake_grid/dinst4/econ_1_loc_-1_glob_-1.csv,4493.219286865788
Econ+Loc,1,-1,-1,dinst4,fake_grid,Glob,FALSE,stan_models/master_model.stan,fake_grid/dinst4/econ_1_loc_-1_glob_-1.csv,547.0206215444487
Glob+Loc,1,-1,-1,dinst4,fake_grid,Econ,FALSE,stan_models/master_model.stan,fake_grid/dinst4/econ_1_loc_-1_glob_-1.csv,1621.723853071453
Econ,1,-1,-1,dinst4,fake_grid,Glob+Loc,TRUE,stan_models/master_model.stan,fake_grid/dinst4/econ_1_loc_-1_glob_-1.csv,5901.644794782158
Glob,1,-1,-1,dinst4,fake_grid,Econ+Loc,FALSE,stan_models/master_model.stan,fake_grid/dinst4/econ_1_loc_-1_glob_-1.csv,2380.3631626991555
Loc,1,-1,-1,dinst4,fake_grid,Econ+Glob,FALSE,stan_models/master_model.stan,fake_grid/dinst4/econ_1_loc_-1_glob_-1.csv,2542.2905902704224
,1,-1,-1,dinst4,fake_grid,Econ+Glob+Loc,FALSE,stan_models/master_neg.stan,fake_grid/dinst4/econ_1_loc_-1_glob_-1.csv,6587.5257838272955
Econ+Glob+Loc,-1,0,-1,dinst4,fake_grid,,FALSE,stan_models/master_pos.stan,fake_grid/dinst4/econ_-1_loc_0_glob_-1.csv,3748.110114783747
