m_pos_vars,d_coef_econ,d_coef_loc,d_coef_glob,d_id,d_experiment,m_neg_vars,is_correct_model,m_stanfile,csv_filename,seed
Econ+Glob+Loc,-10,-10,-10,dinst7,hindi,,FALSE,stan_models/master_pos.stan,hindi/dinst7/econ_-10_loc_-10_glob_-10.csv,4869.474092143355
Econ+Glob,-10,-10,-10,dinst7,hindi,Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_-10_loc_-10_glob_-10.csv,5002.179742355831
Econ+Loc,-10,-10,-10,dinst7,hindi,Glob,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_-10_loc_-10_glob_-10.csv,7633.863864319166
Glob+Loc,-10,-10,-10,dinst7,hindi,Econ,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_-10_loc_-10_glob_-10.csv,5047.394619450904
Econ,-10,-10,-10,dinst7,hindi,Glob+Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_-10_loc_-10_glob_-10.csv,5780.519846400712
Glob,-10,-10,-10,dinst7,hindi,Econ+Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_-10_loc_-10_glob_-10.csv,1854.8642282937653
Loc,-10,-10,-10,dinst7,hindi,Econ+Glob,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_-10_loc_-10_glob_-10.csv,1808.141697715735
,-10,-10,-10,dinst7,hindi,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hindi/dinst7/econ_-10_loc_-10_glob_-10.csv,6183.357424904592
Econ+Glob+Loc,0,-10,-10,dinst7,hindi,,FALSE,stan_models/master_pos.stan,hindi/dinst7/econ_0_loc_-10_glob_-10.csv,4851.77316417126
Econ+Glob,0,-10,-10,dinst7,hindi,Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_0_loc_-10_glob_-10.csv,9067.098926294595
Econ+Loc,0,-10,-10,dinst7,hindi,Glob,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_0_loc_-10_glob_-10.csv,6664.774564951193
Glob+Loc,0,-10,-10,dinst7,hindi,Econ,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_0_loc_-10_glob_-10.csv,2024.5535114689264
Econ,0,-10,-10,dinst7,hindi,Glob+Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_0_loc_-10_glob_-10.csv,6157.841160821728
Glob,0,-10,-10,dinst7,hindi,Econ+Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_0_loc_-10_glob_-10.csv,8314.317224464845
Loc,0,-10,-10,dinst7,hindi,Econ+Glob,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_0_loc_-10_glob_-10.csv,5026.376233151881
,0,-10,-10,dinst7,hindi,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hindi/dinst7/econ_0_loc_-10_glob_-10.csv,8751.703529355815
Econ+Glob+Loc,10,-10,-10,dinst7,hindi,,FALSE,stan_models/master_pos.stan,hindi/dinst7/econ_10_loc_-10_glob_-10.csv,872.2923027062789
Econ+Glob,10,-10,-10,dinst7,hindi,Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_10_loc_-10_glob_-10.csv,753.7270340053365
Econ+Loc,10,-10,-10,dinst7,hindi,Glob,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_10_loc_-10_glob_-10.csv,7878.288680037716
Glob+Loc,10,-10,-10,dinst7,hindi,Econ,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_10_loc_-10_glob_-10.csv,4408.2246160667855
Econ,10,-10,-10,dinst7,hindi,Glob+Loc,TRUE,stan_models/master_model.stan,hindi/dinst7/econ_10_loc_-10_glob_-10.csv,5664.4319320414215
Glob,10,-10,-10,dinst7,hindi,Econ+Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_10_loc_-10_glob_-10.csv,6478.208836415317
Loc,10,-10,-10,dinst7,hindi,Econ+Glob,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_10_loc_-10_glob_-10.csv,6608.178932626732
,10,-10,-10,dinst7,hindi,Econ+Glob+Loc,FALSE,stan_models/master_neg.stan,hindi/dinst7/econ_10_loc_-10_glob_-10.csv,7198.307928146329
Econ+Glob+Loc,-10,0,-10,dinst7,hindi,,FALSE,stan_models/master_pos.stan,hindi/dinst7/econ_-10_loc_0_glob_-10.csv,3707.689991418738
Econ+Glob,-10,0,-10,dinst7,hindi,Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_-10_loc_0_glob_-10.csv,8033.219110323349
Econ+Loc,-10,0,-10,dinst7,hindi,Glob,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_-10_loc_0_glob_-10.csv,3438.579922147095
Glob+Loc,-10,0,-10,dinst7,hindi,Econ,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_-10_loc_0_glob_-10.csv,2026.786380832782
Econ,-10,0,-10,dinst7,hindi,Glob+Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_-10_loc_0_glob_-10.csv,7651.886580953142
Glob,-10,0,-10,dinst7,hindi,Econ+Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_-10_loc_0_glob_-10.csv,8114.646622932749
Loc,-10,0,-10,dinst7,hindi,Econ+Glob,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_-10_loc_0_glob_-10.csv,7694.272003526334
,-10,0,-10,dinst7,hindi,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hindi/dinst7/econ_-10_loc_0_glob_-10.csv,3878.9173722954
Econ+Glob+Loc,0,0,-10,dinst7,hindi,,FALSE,stan_models/master_pos.stan,hindi/dinst7/econ_0_loc_0_glob_-10.csv,4900.34523049742
Econ+Glob,0,0,-10,dinst7,hindi,Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_0_loc_0_glob_-10.csv,1203.8443325837143
Econ+Loc,0,0,-10,dinst7,hindi,Glob,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_0_loc_0_glob_-10.csv,7007.178786554607
Glob+Loc,0,0,-10,dinst7,hindi,Econ,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_0_loc_0_glob_-10.csv,4517.448393973056
Econ,0,0,-10,dinst7,hindi,Glob+Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_0_loc_0_glob_-10.csv,483.358224224532
Glob,0,0,-10,dinst7,hindi,Econ+Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_0_loc_0_glob_-10.csv,1374.882655258989
Loc,0,0,-10,dinst7,hindi,Econ+Glob,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_0_loc_0_glob_-10.csv,5602.636375040747
,0,0,-10,dinst7,hindi,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hindi/dinst7/econ_0_loc_0_glob_-10.csv,1937.4886477773543
Econ+Glob+Loc,10,0,-10,dinst7,hindi,,FALSE,stan_models/master_pos.stan,hindi/dinst7/econ_10_loc_0_glob_-10.csv,3867.752348006703
Econ+Glob,10,0,-10,dinst7,hindi,Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_10_loc_0_glob_-10.csv,9125.600301048253
Econ+Loc,10,0,-10,dinst7,hindi,Glob,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_10_loc_0_glob_-10.csv,3056.2117119841278
Glob+Loc,10,0,-10,dinst7,hindi,Econ,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_10_loc_0_glob_-10.csv,7088.9967008112
Econ,10,0,-10,dinst7,hindi,Glob+Loc,TRUE,stan_models/master_model.stan,hindi/dinst7/econ_10_loc_0_glob_-10.csv,7635.483505126787
Glob,10,0,-10,dinst7,hindi,Econ+Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_10_loc_0_glob_-10.csv,7582.634490545839
Loc,10,0,-10,dinst7,hindi,Econ+Glob,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_10_loc_0_glob_-10.csv,438.2698639614973
,10,0,-10,dinst7,hindi,Econ+Glob+Loc,FALSE,stan_models/master_neg.stan,hindi/dinst7/econ_10_loc_0_glob_-10.csv,1298.629072055919
Econ+Glob+Loc,-10,10,-10,dinst7,hindi,,FALSE,stan_models/master_pos.stan,hindi/dinst7/econ_-10_loc_10_glob_-10.csv,5904.6244403165765
Econ+Glob,-10,10,-10,dinst7,hindi,Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_-10_loc_10_glob_-10.csv,6828.23194196634
Econ+Loc,-10,10,-10,dinst7,hindi,Glob,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_-10_loc_10_glob_-10.csv,8036.465879023308
Glob+Loc,-10,10,-10,dinst7,hindi,Econ,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_-10_loc_10_glob_-10.csv,6088.55067116837
Econ,-10,10,-10,dinst7,hindi,Glob+Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_-10_loc_10_glob_-10.csv,6730.0129004810005
Glob,-10,10,-10,dinst7,hindi,Econ+Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_-10_loc_10_glob_-10.csv,3887.972023469163
Loc,-10,10,-10,dinst7,hindi,Econ+Glob,TRUE,stan_models/master_model.stan,hindi/dinst7/econ_-10_loc_10_glob_-10.csv,5231.114007947035
,-10,10,-10,dinst7,hindi,Econ+Glob+Loc,FALSE,stan_models/master_neg.stan,hindi/dinst7/econ_-10_loc_10_glob_-10.csv,3184.7612456181087
Econ+Glob+Loc,0,10,-10,dinst7,hindi,,FALSE,stan_models/master_pos.stan,hindi/dinst7/econ_0_loc_10_glob_-10.csv,7081.285722927889
Econ+Glob,0,10,-10,dinst7,hindi,Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_0_loc_10_glob_-10.csv,4154.7648190683685
Econ+Loc,0,10,-10,dinst7,hindi,Glob,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_0_loc_10_glob_-10.csv,6773.192331182072
Glob+Loc,0,10,-10,dinst7,hindi,Econ,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_0_loc_10_glob_-10.csv,5741.7787739536725
Econ,0,10,-10,dinst7,hindi,Glob+Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_0_loc_10_glob_-10.csv,9632.270777200814
Glob,0,10,-10,dinst7,hindi,Econ+Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_0_loc_10_glob_-10.csv,3666.0367316980846
Loc,0,10,-10,dinst7,hindi,Econ+Glob,TRUE,stan_models/master_model.stan,hindi/dinst7/econ_0_loc_10_glob_-10.csv,6537.53225628729
,0,10,-10,dinst7,hindi,Econ+Glob+Loc,FALSE,stan_models/master_neg.stan,hindi/dinst7/econ_0_loc_10_glob_-10.csv,1045.3067920373287
Econ+Glob+Loc,10,10,-10,dinst7,hindi,,FALSE,stan_models/master_pos.stan,hindi/dinst7/econ_10_loc_10_glob_-10.csv,6694.691533025587
Econ+Glob,10,10,-10,dinst7,hindi,Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_10_loc_10_glob_-10.csv,6705.806007852079
Econ+Loc,10,10,-10,dinst7,hindi,Glob,TRUE,stan_models/master_model.stan,hindi/dinst7/econ_10_loc_10_glob_-10.csv,6280.848985293414
Glob+Loc,10,10,-10,dinst7,hindi,Econ,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_10_loc_10_glob_-10.csv,5734.201907078503
Econ,10,10,-10,dinst7,hindi,Glob+Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_10_loc_10_glob_-10.csv,4554.536354898242
Glob,10,10,-10,dinst7,hindi,Econ+Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_10_loc_10_glob_-10.csv,6702.9338820690755
Loc,10,10,-10,dinst7,hindi,Econ+Glob,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_10_loc_10_glob_-10.csv,7671.488658065209
,10,10,-10,dinst7,hindi,Econ+Glob+Loc,FALSE,stan_models/master_neg.stan,hindi/dinst7/econ_10_loc_10_glob_-10.csv,1273.328022081405
Econ+Glob+Loc,-10,-10,0,dinst7,hindi,,FALSE,stan_models/master_pos.stan,hindi/dinst7/econ_-10_loc_-10_glob_0.csv,9224.697280043038
Econ+Glob,-10,-10,0,dinst7,hindi,Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_-10_loc_-10_glob_0.csv,1501.2353068909142
Econ+Loc,-10,-10,0,dinst7,hindi,Glob,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_-10_loc_-10_glob_0.csv,8932.940744397929
Glob+Loc,-10,-10,0,dinst7,hindi,Econ,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_-10_loc_-10_glob_0.csv,5736.951899792068
Econ,-10,-10,0,dinst7,hindi,Glob+Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_-10_loc_-10_glob_0.csv,1532.8449544261675
Glob,-10,-10,0,dinst7,hindi,Econ+Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_-10_loc_-10_glob_0.csv,590.192993526347
Loc,-10,-10,0,dinst7,hindi,Econ+Glob,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_-10_loc_-10_glob_0.csv,1921.4781387066469
,-10,-10,0,dinst7,hindi,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hindi/dinst7/econ_-10_loc_-10_glob_0.csv,506.7220818235073
Econ+Glob+Loc,0,-10,0,dinst7,hindi,,FALSE,stan_models/master_pos.stan,hindi/dinst7/econ_0_loc_-10_glob_0.csv,9482.586751580937
Econ+Glob,0,-10,0,dinst7,hindi,Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_0_loc_-10_glob_0.csv,7746.876568050589
Econ+Loc,0,-10,0,dinst7,hindi,Glob,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_0_loc_-10_glob_0.csv,3869.517609818373
Glob+Loc,0,-10,0,dinst7,hindi,Econ,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_0_loc_-10_glob_0.csv,120.60966114513576
Econ,0,-10,0,dinst7,hindi,Glob+Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_0_loc_-10_glob_0.csv,3707.198034544708
Glob,0,-10,0,dinst7,hindi,Econ+Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_0_loc_-10_glob_0.csv,764.9927172125317
Loc,0,-10,0,dinst7,hindi,Econ+Glob,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_0_loc_-10_glob_0.csv,9257.552318913396
,0,-10,0,dinst7,hindi,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hindi/dinst7/econ_0_loc_-10_glob_0.csv,2876.636715887813
Econ+Glob+Loc,10,-10,0,dinst7,hindi,,FALSE,stan_models/master_pos.stan,hindi/dinst7/econ_10_loc_-10_glob_0.csv,5116.539783765562
Econ+Glob,10,-10,0,dinst7,hindi,Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_10_loc_-10_glob_0.csv,2811.5933798032347
Econ+Loc,10,-10,0,dinst7,hindi,Glob,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_10_loc_-10_glob_0.csv,5660.784634574084
Glob+Loc,10,-10,0,dinst7,hindi,Econ,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_10_loc_-10_glob_0.csv,3467.6555174360983
Econ,10,-10,0,dinst7,hindi,Glob+Loc,TRUE,stan_models/master_model.stan,hindi/dinst7/econ_10_loc_-10_glob_0.csv,5610.237034828169
Glob,10,-10,0,dinst7,hindi,Econ+Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_10_loc_-10_glob_0.csv,7264.860824406147
Loc,10,-10,0,dinst7,hindi,Econ+Glob,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_10_loc_-10_glob_0.csv,6401.853905183962
,10,-10,0,dinst7,hindi,Econ+Glob+Loc,FALSE,stan_models/master_neg.stan,hindi/dinst7/econ_10_loc_-10_glob_0.csv,244.19951333058998
Econ+Glob+Loc,-10,0,0,dinst7,hindi,,FALSE,stan_models/master_pos.stan,hindi/dinst7/econ_-10_loc_0_glob_0.csv,2375.019882234512
Econ+Glob,-10,0,0,dinst7,hindi,Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_-10_loc_0_glob_0.csv,9906.600382840727
Econ+Loc,-10,0,0,dinst7,hindi,Glob,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_-10_loc_0_glob_0.csv,3145.0349999351893
Glob+Loc,-10,0,0,dinst7,hindi,Econ,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_-10_loc_0_glob_0.csv,2133.2879678804893
Econ,-10,0,0,dinst7,hindi,Glob+Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_-10_loc_0_glob_0.csv,458.63604276790284
Glob,-10,0,0,dinst7,hindi,Econ+Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_-10_loc_0_glob_0.csv,4727.313850992359
Loc,-10,0,0,dinst7,hindi,Econ+Glob,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_-10_loc_0_glob_0.csv,8876.887553223642
,-10,0,0,dinst7,hindi,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hindi/dinst7/econ_-10_loc_0_glob_0.csv,8617.00348367123
Econ+Glob+Loc,0,0,0,dinst7,hindi,,FALSE,stan_models/master_pos.stan,hindi/dinst7/econ_0_loc_0_glob_0.csv,4497.72216302366
Econ+Glob,0,0,0,dinst7,hindi,Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_0_loc_0_glob_0.csv,2356.0058765152935
Econ+Loc,0,0,0,dinst7,hindi,Glob,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_0_loc_0_glob_0.csv,7436.193802045425
Glob+Loc,0,0,0,dinst7,hindi,Econ,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_0_loc_0_glob_0.csv,5700.525644899812
Econ,0,0,0,dinst7,hindi,Glob+Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_0_loc_0_glob_0.csv,8504.710934588686
Glob,0,0,0,dinst7,hindi,Econ+Loc,FALSE,stan_models/master_model.stan,hindi/dinst7/econ_0_loc_0_glob_0.csv,2016.4515848411247
