m_pos_vars,d_coef_econ,d_coef_loc,d_coef_glob,d_id,d_experiment,m_neg_vars,is_correct_model,m_stanfile,csv_filename,seed,Econ_coef_glm,Glob_coef_glm,Loc_coef_glm,ac_dist_coef_glm,acoustic_distance,Econ_glm_diff,Glob_glm_diff,Loc_glm_diff,ac_dist_diff,intercept_brms_coef,Econ_brms_coef,Glob_brms_coef,Loc_brms_coef,ac_dist_brms_coef,econ_sd,glob_sd,loc_sd,intercept_brms_rhat,Econ_brms_rhat,Glob_brms_rhat,Loc_brms_rhat,ac_dist_brms_rhat,Econ_brms_diff,Glob_brms_diff,Loc_brms_diff,ac_brms_diff
Econ+Glob+Loc,-0.01,-0.01,-0.01,dinst10,hindi,NA,FALSE,stan_models/master_pos.stan,hindi/dinst10/econ_-0.01_loc_-0.01_glob_-0.01.csv,5648.904433057876,-0.5336893969301216,-0.5840983475161695,0.7043610492253228,-0.22187436187473797,-0.1784,-0.5236893969301216,-0.5740983475161695,0.7143610492253228,-0.043474361874737966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Econ+Glob,-0.01,-0.01,-0.01,dinst10,hindi,Loc,FALSE,stan_models/master_model.stan,hindi/dinst10/econ_-0.01_loc_-0.01_glob_-0.01.csv,3073.6854013476986,-0.5336893969301216,-0.5840983475161695,0.7043610492253228,-0.22187436187473797,-0.1784,-0.5236893969301216,-0.5740983475161695,0.7143610492253228,-0.043474361874737966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Econ+Loc,-0.01,-0.01,-0.01,dinst10,hindi,Glob,FALSE,stan_models/master_model.stan,hindi/dinst10/econ_-0.01_loc_-0.01_glob_-0.01.csv,9592.55948706274,-0.5336893969301216,-0.5840983475161695,0.7043610492253228,-0.22187436187473797,-0.1784,-0.5236893969301216,-0.5740983475161695,0.7143610492253228,-0.043474361874737966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glob+Loc,-0.01,-0.01,-0.01,dinst10,hindi,Econ,FALSE,stan_models/master_model.stan,hindi/dinst10/econ_-0.01_loc_-0.01_glob_-0.01.csv,5809.261167569086,-0.5336893969301216,-0.5840983475161695,0.7043610492253228,-0.22187436187473797,-0.1784,-0.5236893969301216,-0.5740983475161695,0.7143610492253228,-0.043474361874737966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Econ,-0.01,-0.01,-0.01,dinst10,hindi,Glob+Loc,FALSE,stan_models/master_model.stan,hindi/dinst10/econ_-0.01_loc_-0.01_glob_-0.01.csv,3544.6073527715635,-0.5336893969301216,-0.5840983475161695,0.7043610492253228,-0.22187436187473797,-0.1784,-0.5236893969301216,-0.5740983475161695,0.7143610492253228,-0.043474361874737966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glob,-0.01,-0.01,-0.01,dinst10,hindi,Econ+Loc,FALSE,stan_models/master_model.stan,hindi/dinst10/econ_-0.01_loc_-0.01_glob_-0.01.csv,2555.6243408389855,-0.5336893969301216,-0.5840983475161695,0.7043610492253228,-0.22187436187473797,-0.1784,-0.5236893969301216,-0.5740983475161695,0.7143610492253228,-0.043474361874737966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Loc,-0.01,-0.01,-0.01,dinst10,hindi,Econ+Glob,FALSE,stan_models/master_model.stan,hindi/dinst10/econ_-0.01_loc_-0.01_glob_-0.01.csv,733.5211779878009,-0.5336893969301216,-0.5840983475161695,0.7043610492253228,-0.22187436187473797,-0.1784,-0.5236893969301216,-0.5740983475161695,0.7143610492253228,-0.043474361874737966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-0.01,-0.01,-0.01,dinst10,hindi,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hindi/dinst10/econ_-0.01_loc_-0.01_glob_-0.01.csv,4445.608535677195,-0.5336893969301216,-0.5840983475161695,0.7043610492253228,-0.22187436187473797,-0.1784,-0.5236893969301216,-0.5740983475161695,0.7143610492253228,-0.043474361874737966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Econ+Glob+Loc,0,-0.01,-0.01,dinst10,hindi,NA,FALSE,stan_models/master_pos.stan,hindi/dinst10/econ_0_loc_-0.01_glob_-0.01.csv,3349.8882029477973,-0.22157448017199044,-0.20232484033672674,1.6854450244240433,-0.33748796039692663,-0.1784,-0.22157448017199044,-0.19232484033672673,1.6954450244240433,-0.15908796039692663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Econ+Glob,0,-0.01,-0.01,dinst10,hindi,Loc,FALSE,stan_models/master_model.stan,hindi/dinst10/econ_0_loc_-0.01_glob_-0.01.csv,6267.008478286909,-0.22157448017199044,-0.20232484033672674,1.6854450244240433,-0.33748796039692663,-0.1784,-0.22157448017199044,-0.19232484033672673,1.6954450244240433,-0.15908796039692663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
