m_pos_vars,d_coef_econ,d_coef_loc,d_coef_glob,d_id,d_experiment,m_neg_vars,is_correct_model,m_stanfile,csv_filename,seed
Econ+Glob+Loc,-1,-1,-1,dinst1,hindi,,FALSE,stan_models/master_pos.stan,hindi/dinst1/econ_-1_loc_-1_glob_-1.csv,866.1714596257079
Econ+Glob,-1,-1,-1,dinst1,hindi,Loc,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_-1_loc_-1_glob_-1.csv,2375.7896993495524
Econ+Loc,-1,-1,-1,dinst1,hindi,Glob,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_-1_loc_-1_glob_-1.csv,7122.162916983943
Glob+Loc,-1,-1,-1,dinst1,hindi,Econ,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_-1_loc_-1_glob_-1.csv,67.69224776164629
Econ,-1,-1,-1,dinst1,hindi,Glob+Loc,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_-1_loc_-1_glob_-1.csv,4081.5543470142875
Glob,-1,-1,-1,dinst1,hindi,Econ+Loc,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_-1_loc_-1_glob_-1.csv,4908.3395395947155
Loc,-1,-1,-1,dinst1,hindi,Econ+Glob,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_-1_loc_-1_glob_-1.csv,1503.7549413773231
,-1,-1,-1,dinst1,hindi,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hindi/dinst1/econ_-1_loc_-1_glob_-1.csv,4236.39327236684
Econ+Glob+Loc,0,-1,-1,dinst1,hindi,,FALSE,stan_models/master_pos.stan,hindi/dinst1/econ_0_loc_-1_glob_-1.csv,1065.4573097452521
Econ+Glob,0,-1,-1,dinst1,hindi,Loc,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_0_loc_-1_glob_-1.csv,5289.809937483864
Econ+Loc,0,-1,-1,dinst1,hindi,Glob,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_0_loc_-1_glob_-1.csv,7347.0543430740945
Glob+Loc,0,-1,-1,dinst1,hindi,Econ,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_0_loc_-1_glob_-1.csv,4213.066347327549
Econ,0,-1,-1,dinst1,hindi,Glob+Loc,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_0_loc_-1_glob_-1.csv,706.2141899522394
Glob,0,-1,-1,dinst1,hindi,Econ+Loc,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_0_loc_-1_glob_-1.csv,3961.9278282881714
Loc,0,-1,-1,dinst1,hindi,Econ+Glob,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_0_loc_-1_glob_-1.csv,3743.7987762256525
,0,-1,-1,dinst1,hindi,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hindi/dinst1/econ_0_loc_-1_glob_-1.csv,3064.0494720998686
Econ+Glob+Loc,1,-1,-1,dinst1,hindi,,FALSE,stan_models/master_pos.stan,hindi/dinst1/econ_1_loc_-1_glob_-1.csv,8836.628430116922
Econ+Glob,1,-1,-1,dinst1,hindi,Loc,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_1_loc_-1_glob_-1.csv,1268.7030035417993
Econ+Loc,1,-1,-1,dinst1,hindi,Glob,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_1_loc_-1_glob_-1.csv,1630.3756404200103
Glob+Loc,1,-1,-1,dinst1,hindi,Econ,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_1_loc_-1_glob_-1.csv,4211.7064264114015
Econ,1,-1,-1,dinst1,hindi,Glob+Loc,TRUE,stan_models/master_model.stan,hindi/dinst1/econ_1_loc_-1_glob_-1.csv,6166.288680664031
Glob,1,-1,-1,dinst1,hindi,Econ+Loc,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_1_loc_-1_glob_-1.csv,2986.972270000726
Loc,1,-1,-1,dinst1,hindi,Econ+Glob,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_1_loc_-1_glob_-1.csv,1791.064397804672
,1,-1,-1,dinst1,hindi,Econ+Glob+Loc,FALSE,stan_models/master_neg.stan,hindi/dinst1/econ_1_loc_-1_glob_-1.csv,5889.273900535889
Econ+Glob+Loc,-1,0,-1,dinst1,hindi,,FALSE,stan_models/master_pos.stan,hindi/dinst1/econ_-1_loc_0_glob_-1.csv,7660.064491247293
Econ+Glob,-1,0,-1,dinst1,hindi,Loc,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_-1_loc_0_glob_-1.csv,3050.069594966946
Econ+Loc,-1,0,-1,dinst1,hindi,Glob,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_-1_loc_0_glob_-1.csv,5637.825449713506
Glob+Loc,-1,0,-1,dinst1,hindi,Econ,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_-1_loc_0_glob_-1.csv,4040.650878319517
Econ,-1,0,-1,dinst1,hindi,Glob+Loc,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_-1_loc_0_glob_-1.csv,9549.256654492114
Glob,-1,0,-1,dinst1,hindi,Econ+Loc,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_-1_loc_0_glob_-1.csv,6430.426983457059
Loc,-1,0,-1,dinst1,hindi,Econ+Glob,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_-1_loc_0_glob_-1.csv,4325.849377285456
,-1,0,-1,dinst1,hindi,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hindi/dinst1/econ_-1_loc_0_glob_-1.csv,7417.967358018272
Econ+Glob+Loc,0,0,-1,dinst1,hindi,,FALSE,stan_models/master_pos.stan,hindi/dinst1/econ_0_loc_0_glob_-1.csv,1238.6328435679898
Econ+Glob,0,0,-1,dinst1,hindi,Loc,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_0_loc_0_glob_-1.csv,7142.908627661876
Econ+Loc,0,0,-1,dinst1,hindi,Glob,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_0_loc_0_glob_-1.csv,8641.941959462361
Glob+Loc,0,0,-1,dinst1,hindi,Econ,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_0_loc_0_glob_-1.csv,281.50453452649526
Econ,0,0,-1,dinst1,hindi,Glob+Loc,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_0_loc_0_glob_-1.csv,9999.347191864392
Glob,0,0,-1,dinst1,hindi,Econ+Loc,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_0_loc_0_glob_-1.csv,4050.1715120500885
Loc,0,0,-1,dinst1,hindi,Econ+Glob,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_0_loc_0_glob_-1.csv,7815.785346755525
,0,0,-1,dinst1,hindi,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hindi/dinst1/econ_0_loc_0_glob_-1.csv,1863.0765707965475
Econ+Glob+Loc,1,0,-1,dinst1,hindi,,FALSE,stan_models/master_pos.stan,hindi/dinst1/econ_1_loc_0_glob_-1.csv,2876.3315077661537
Econ+Glob,1,0,-1,dinst1,hindi,Loc,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_1_loc_0_glob_-1.csv,136.9532640031539
Econ+Loc,1,0,-1,dinst1,hindi,Glob,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_1_loc_0_glob_-1.csv,4007.1499969097786
Glob+Loc,1,0,-1,dinst1,hindi,Econ,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_1_loc_0_glob_-1.csv,5621.278768994845
Econ,1,0,-1,dinst1,hindi,Glob+Loc,TRUE,stan_models/master_model.stan,hindi/dinst1/econ_1_loc_0_glob_-1.csv,3089.1489109001122
Glob,1,0,-1,dinst1,hindi,Econ+Loc,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_1_loc_0_glob_-1.csv,7389.08675053413
Loc,1,0,-1,dinst1,hindi,Econ+Glob,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_1_loc_0_glob_-1.csv,297.9890486956574
,1,0,-1,dinst1,hindi,Econ+Glob+Loc,FALSE,stan_models/master_neg.stan,hindi/dinst1/econ_1_loc_0_glob_-1.csv,9395.500008653617
Econ+Glob+Loc,-1,1,-1,dinst1,hindi,,FALSE,stan_models/master_pos.stan,hindi/dinst1/econ_-1_loc_1_glob_-1.csv,9370.42468171171
Econ+Glob,-1,1,-1,dinst1,hindi,Loc,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_-1_loc_1_glob_-1.csv,2666.3682739834767
Econ+Loc,-1,1,-1,dinst1,hindi,Glob,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_-1_loc_1_glob_-1.csv,9723.396334389923
Glob+Loc,-1,1,-1,dinst1,hindi,Econ,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_-1_loc_1_glob_-1.csv,7602.149704903597
Econ,-1,1,-1,dinst1,hindi,Glob+Loc,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_-1_loc_1_glob_-1.csv,2768.59627917083
Glob,-1,1,-1,dinst1,hindi,Econ+Loc,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_-1_loc_1_glob_-1.csv,9953.573605040787
Loc,-1,1,-1,dinst1,hindi,Econ+Glob,TRUE,stan_models/master_model.stan,hindi/dinst1/econ_-1_loc_1_glob_-1.csv,3179.0138139035553
,-1,1,-1,dinst1,hindi,Econ+Glob+Loc,FALSE,stan_models/master_neg.stan,hindi/dinst1/econ_-1_loc_1_glob_-1.csv,8427.1220102706
Econ+Glob+Loc,0,1,-1,dinst1,hindi,,FALSE,stan_models/master_pos.stan,hindi/dinst1/econ_0_loc_1_glob_-1.csv,1239.4611535323784
Econ+Glob,0,1,-1,dinst1,hindi,Loc,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_0_loc_1_glob_-1.csv,889.5411141279619
Econ+Loc,0,1,-1,dinst1,hindi,Glob,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_0_loc_1_glob_-1.csv,694.4457499375567
Glob+Loc,0,1,-1,dinst1,hindi,Econ,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_0_loc_1_glob_-1.csv,682.6233125836588
Econ,0,1,-1,dinst1,hindi,Glob+Loc,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_0_loc_1_glob_-1.csv,1640.6892136926763
Glob,0,1,-1,dinst1,hindi,Econ+Loc,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_0_loc_1_glob_-1.csv,2059.5462201172486
Loc,0,1,-1,dinst1,hindi,Econ+Glob,TRUE,stan_models/master_model.stan,hindi/dinst1/econ_0_loc_1_glob_-1.csv,4645.316351465881
,0,1,-1,dinst1,hindi,Econ+Glob+Loc,FALSE,stan_models/master_neg.stan,hindi/dinst1/econ_0_loc_1_glob_-1.csv,9273.590404015966
Econ+Glob+Loc,1,1,-1,dinst1,hindi,,FALSE,stan_models/master_pos.stan,hindi/dinst1/econ_1_loc_1_glob_-1.csv,866.3251869820524
Econ+Glob,1,1,-1,dinst1,hindi,Loc,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_1_loc_1_glob_-1.csv,9942.790338261984
Econ+Loc,1,1,-1,dinst1,hindi,Glob,TRUE,stan_models/master_model.stan,hindi/dinst1/econ_1_loc_1_glob_-1.csv,4275.605558552081
Glob+Loc,1,1,-1,dinst1,hindi,Econ,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_1_loc_1_glob_-1.csv,9478.973013294628
Econ,1,1,-1,dinst1,hindi,Glob+Loc,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_1_loc_1_glob_-1.csv,2002.716499991715
Glob,1,1,-1,dinst1,hindi,Econ+Loc,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_1_loc_1_glob_-1.csv,3344.678088293411
Loc,1,1,-1,dinst1,hindi,Econ+Glob,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_1_loc_1_glob_-1.csv,8586.208310358925
,1,1,-1,dinst1,hindi,Econ+Glob+Loc,FALSE,stan_models/master_neg.stan,hindi/dinst1/econ_1_loc_1_glob_-1.csv,8144.529903782066
Econ+Glob+Loc,-1,-1,0,dinst1,hindi,,FALSE,stan_models/master_pos.stan,hindi/dinst1/econ_-1_loc_-1_glob_0.csv,2546.0851546898484
Econ+Glob,-1,-1,0,dinst1,hindi,Loc,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_-1_loc_-1_glob_0.csv,2736.3596488204785
Econ+Loc,-1,-1,0,dinst1,hindi,Glob,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_-1_loc_-1_glob_0.csv,2797.377456959337
Glob+Loc,-1,-1,0,dinst1,hindi,Econ,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_-1_loc_-1_glob_0.csv,661.8692441214807
Econ,-1,-1,0,dinst1,hindi,Glob+Loc,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_-1_loc_-1_glob_0.csv,9886.86882525892
Glob,-1,-1,0,dinst1,hindi,Econ+Loc,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_-1_loc_-1_glob_0.csv,5029.842029344756
Loc,-1,-1,0,dinst1,hindi,Econ+Glob,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_-1_loc_-1_glob_0.csv,3903.634876652155
,-1,-1,0,dinst1,hindi,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hindi/dinst1/econ_-1_loc_-1_glob_0.csv,3349.573750045849
Econ+Glob+Loc,0,-1,0,dinst1,hindi,,FALSE,stan_models/master_pos.stan,hindi/dinst1/econ_0_loc_-1_glob_0.csv,4117.350075763417
Econ+Glob,0,-1,0,dinst1,hindi,Loc,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_0_loc_-1_glob_0.csv,296.82034177705646
Econ+Loc,0,-1,0,dinst1,hindi,Glob,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_0_loc_-1_glob_0.csv,3842.4728606499266
Glob+Loc,0,-1,0,dinst1,hindi,Econ,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_0_loc_-1_glob_0.csv,9437.644843444228
Econ,0,-1,0,dinst1,hindi,Glob+Loc,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_0_loc_-1_glob_0.csv,6393.897278286051
Glob,0,-1,0,dinst1,hindi,Econ+Loc,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_0_loc_-1_glob_0.csv,1046.3628830513917
Loc,0,-1,0,dinst1,hindi,Econ+Glob,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_0_loc_-1_glob_0.csv,5917.31661570468
,0,-1,0,dinst1,hindi,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hindi/dinst1/econ_0_loc_-1_glob_0.csv,2977.1664588938
Econ+Glob+Loc,1,-1,0,dinst1,hindi,,FALSE,stan_models/master_pos.stan,hindi/dinst1/econ_1_loc_-1_glob_0.csv,605.1178636727855
Econ+Glob,1,-1,0,dinst1,hindi,Loc,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_1_loc_-1_glob_0.csv,3601.6169398638885
Econ+Loc,1,-1,0,dinst1,hindi,Glob,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_1_loc_-1_glob_0.csv,9260.398777684895
Glob+Loc,1,-1,0,dinst1,hindi,Econ,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_1_loc_-1_glob_0.csv,9608.343891296769
Econ,1,-1,0,dinst1,hindi,Glob+Loc,TRUE,stan_models/master_model.stan,hindi/dinst1/econ_1_loc_-1_glob_0.csv,6251.855885292636
Glob,1,-1,0,dinst1,hindi,Econ+Loc,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_1_loc_-1_glob_0.csv,7119.469333493849
Loc,1,-1,0,dinst1,hindi,Econ+Glob,FALSE,stan_models/master_model.stan,hindi/dinst1/econ_1_loc_-1_glob_0.csv,872.0451753649395
