m_pos_vars,d_coef_econ,d_coef_loc,d_coef_glob,d_id,d_experiment,m_neg_vars,is_correct_model,m_stanfile,csv_filename,seed,Econ_coef_glm,Glob_coef_glm,Loc_coef_glm,ac_dist_coef_glm,acoustic_distance,Econ_glm_diff,Glob_glm_diff,Loc_glm_diff,ac_dist_diff,intercept_brms_coef,Econ_brms_coef,Glob_brms_coef,Loc_brms_coef,ac_dist_brms_coef,econ_sd,glob_sd,loc_sd,intercept_brms_rhat,Econ_brms_rhat,Glob_brms_rhat,Loc_brms_rhat,ac_dist_brms_rhat,Econ_brms_diff,Glob_brms_diff,Loc_brms_diff,ac_brms_diff
Econ+Glob+Loc,-10,-10,-10,dinst8,hindi,NA,FALSE,stan_models/master_pos.stan,hindi/dinst8/econ_-10_loc_-10_glob_-10.csv,9759.675126771908,-10.035536892803123,-10.091769476003492,-13.125689919544566,0.010206910177079729,-0.1784,-0.035536892803122555,-0.09176947600349195,-3.125689919544566,0.18860691017707973,-3.5630492629218553,0.3056157056979572,4.4786762338141735,1.3809127332751254,-0.049454464618196026,NA,NA,NA,NA,NA,NA,NA,NA,10.305615705697956,14.478676233814173,11.380912733275125,0.12894553538180398
Econ+Glob,-10,-10,-10,dinst8,hindi,Loc,FALSE,stan_models/master_model.stan,hindi/dinst8/econ_-10_loc_-10_glob_-10.csv,9736.014763390413,-10.035536892803123,-10.091769476003492,-13.125689919544566,0.010206910177079729,-0.1784,-0.035536892803122555,-0.09176947600349195,-3.125689919544566,0.18860691017707973,0.4937983980579734,0.33692942421024125,0.802645295424471,-25.796732622891774,-0.09470300075112657,NA,NA,NA,NA,NA,NA,NA,NA,10.336929424210242,10.80264529542447,-15.796732622891774,0.08369699924887343
Econ+Loc,-10,-10,-10,dinst8,hindi,Glob,FALSE,stan_models/master_model.stan,hindi/dinst8/econ_-10_loc_-10_glob_-10.csv,5150.073795990786,-10.035536892803123,-10.091769476003492,-13.125689919544566,0.010206910177079729,-0.1784,-0.035536892803122555,-0.09176947600349195,-3.125689919544566,0.18860691017707973,-2.9327893947352166,0.24802626950743176,-0.904383275521142,1.0962689417758917,-0.24922802206928732,NA,NA,NA,NA,NA,NA,NA,NA,10.248026269507431,9.095616724478859,11.096268941775891,-0.07082802206928732
Glob+Loc,-10,-10,-10,dinst8,hindi,Econ,FALSE,stan_models/master_model.stan,hindi/dinst8/econ_-10_loc_-10_glob_-10.csv,2080.0803275289945,-10.035536892803123,-10.091769476003492,-13.125689919544566,0.010206910177079729,-0.1784,-0.035536892803122555,-0.09176947600349195,-3.125689919544566,0.18860691017707973,-1.774544715928387,-8.95359917264203,0.31911557873741353,3.2856808507961723,0.23870251265948292,NA,NA,NA,NA,NA,NA,NA,NA,1.0464008273579708,10.319115578737414,13.285680850796172,0.41710251265948295
Econ,-10,-10,-10,dinst8,hindi,Glob+Loc,FALSE,stan_models/master_model.stan,hindi/dinst8/econ_-10_loc_-10_glob_-10.csv,5644.823771673022,-10.035536892803123,-10.091769476003492,-13.125689919544566,0.010206910177079729,-0.1784,-0.035536892803122555,-0.09176947600349195,-3.125689919544566,0.18860691017707973,2.054110770028686,0.23418993809130997,-3.962670230693183,-33.37476218338734,-0.27496504574788444,NA,NA,NA,NA,NA,NA,NA,NA,10.23418993809131,6.037329769306817,-23.37476218338734,-0.09656504574788444
Glob,-10,-10,-10,dinst8,hindi,Econ+Loc,FALSE,stan_models/master_model.stan,hindi/dinst8/econ_-10_loc_-10_glob_-10.csv,9575.084605725482,-10.035536892803123,-10.091769476003492,-13.125689919544566,0.010206910177079729,-0.1784,-0.035536892803122555,-0.09176947600349195,-3.125689919544566,0.18860691017707973,-0.9326587395089933,-7.268217003705276,0.3030822207240218,-5.160072818266568,0.19253882963541097,NA,NA,NA,NA,NA,NA,NA,NA,2.731782996294724,10.303082220724022,4.839927181733432,0.37093882963541097
Loc,-10,-10,-10,dinst8,hindi,Econ+Glob,FALSE,stan_models/master_model.stan,hindi/dinst8/econ_-10_loc_-10_glob_-10.csv,228.1997855687514,-10.035536892803123,-10.091769476003492,-13.125689919544566,0.010206910177079729,-0.1784,-0.035536892803122555,-0.09176947600349195,-3.125689919544566,0.18860691017707973,0.07147359265096832,-12.30647150987871,-8.455494871511332,1.4287420690724066,0.1013342474163323,NA,NA,NA,NA,NA,NA,NA,NA,-2.30647150987871,1.5445051284886677,11.428742069072406,0.2797342474163323
NA,-10,-10,-10,dinst8,hindi,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hindi/dinst8/econ_-10_loc_-10_glob_-10.csv,9896.17787201982,-10.035536892803123,-10.091769476003492,-13.125689919544566,0.010206910177079729,-0.1784,-0.035536892803122555,-0.09176947600349195,-3.125689919544566,0.18860691017707973,1.5444271476053313,-10.372304898398232,-9.823620022829152,-10.98870497794699,0.02165249641052673,NA,NA,NA,NA,NA,NA,NA,NA,-0.372304898398232,0.17637997717084808,-0.9887049779469894,0.20005249641052675
Econ+Glob+Loc,0,-10,-10,dinst8,hindi,NA,FALSE,stan_models/master_pos.stan,hindi/dinst8/econ_0_loc_-10_glob_-10.csv,9118.00824116473,0.3990344449349244,-9.284355396114107,-10.107531375423134,-0.028737126347823477,-0.1784,0.3990344449349244,0.7156446038858935,-0.10753137542313418,0.14966287365217654,-1.7985978242134744,2.620627786888348,0.21947579664465175,2.384813193187274,0.21186706808325284,NA,NA,NA,NA,NA,NA,NA,NA,2.620627786888348,10.219475796644652,12.384813193187274,0.39026706808325284
Econ+Glob,0,-10,-10,dinst8,hindi,Loc,FALSE,stan_models/master_model.stan,hindi/dinst8/econ_0_loc_-10_glob_-10.csv,5010.972615621053,0.3990344449349244,-9.284355396114107,-10.107531375423134,-0.028737126347823477,-0.1784,0.3990344449349244,0.7156446038858935,-0.10753137542313418,0.14966287365217654,-1.0757438738800835,4.0843170148480334,0.2011443823787475,-4.994904439671272,0.14174443956480917,NA,NA,NA,NA,NA,NA,NA,NA,4.0843170148480334,10.201144382378747,5.005095560328728,0.3201444395648092
