model_name,coef_econ,coef_loc,coef_glob,model_pos_vars,model_neg_vars,data_pos_vars,data_neg_vars,modelcorrect,stanfile,model_data_name,csv_filename,seed
glob_loc,0,1,0,Glob+Loc,Econ,Loc,Econ+Glob,no,stan_models/master_model.stan,econ_0_loc_1_glob_0_mod_glob_loc,econ_0_loc_1_glob_0.csv,9274.8170846235
econ,0,1,0,Econ,Glob+Loc,Loc,Econ+Glob,no,stan_models/master_model.stan,econ_0_loc_1_glob_0_mod_econ,econ_0_loc_1_glob_0.csv,9049.672538730549
glob,0,1,0,Glob,Econ+Loc,Loc,Econ+Glob,no,stan_models/master_model.stan,econ_0_loc_1_glob_0_mod_glob,econ_0_loc_1_glob_0.csv,7118.397274222923
loc,0,1,0,Loc,Econ+Glob,Loc,Econ+Glob,yes,stan_models/master_model.stan,econ_0_loc_1_glob_0_mod_loc,econ_0_loc_1_glob_0.csv,3433.089453884866
none,0,1,0,,Econ+Glob+Loc,Loc,Econ+Glob,no,stan_models/master_neg.stan,econ_0_loc_1_glob_0_mod_none,econ_0_loc_1_glob_0.csv,8761.565444708569
econ_glob_loc,1,1,0,Econ+Glob+Loc,,Econ+Loc,Glob,no,stan_models/master_pos.stan,econ_1_loc_1_glob_0_mod_econ_glob_loc,econ_1_loc_1_glob_0.csv,4764.963103479706
econ_glob,1,1,0,Econ+Glob,Loc,Econ+Loc,Glob,no,stan_models/master_model.stan,econ_1_loc_1_glob_0_mod_econ_glob,econ_1_loc_1_glob_0.csv,7642.579387338832
econ_loc,1,1,0,Econ+Loc,Glob,Econ+Loc,Glob,yes,stan_models/master_model.stan,econ_1_loc_1_glob_0_mod_econ_loc,econ_1_loc_1_glob_0.csv,4481.64606280718
glob_loc,1,1,0,Glob+Loc,Econ,Econ+Loc,Glob,no,stan_models/master_model.stan,econ_1_loc_1_glob_0_mod_glob_loc,econ_1_loc_1_glob_0.csv,6840.129971870221
econ,1,1,0,Econ,Glob+Loc,Econ+Loc,Glob,no,stan_models/master_model.stan,econ_1_loc_1_glob_0_mod_econ,econ_1_loc_1_glob_0.csv,2128.0650255405344
glob,1,1,0,Glob,Econ+Loc,Econ+Loc,Glob,no,stan_models/master_model.stan,econ_1_loc_1_glob_0_mod_glob,econ_1_loc_1_glob_0.csv,4559.508163282182
loc,1,1,0,Loc,Econ+Glob,Econ+Loc,Glob,no,stan_models/master_model.stan,econ_1_loc_1_glob_0_mod_loc,econ_1_loc_1_glob_0.csv,5562.638447824167
none,1,1,0,,Econ+Glob+Loc,Econ+Loc,Glob,no,stan_models/master_neg.stan,econ_1_loc_1_glob_0_mod_none,econ_1_loc_1_glob_0.csv,2451.830510593485
econ_glob_loc,-1,-1,1,Econ+Glob+Loc,,Glob,Econ+Loc,no,stan_models/master_pos.stan,econ_-1_loc_-1_glob_1_mod_econ_glob_loc,econ_-1_loc_-1_glob_1.csv,2076.806471692631
econ_glob,-1,-1,1,Econ+Glob,Loc,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_-1_loc_-1_glob_1_mod_econ_glob,econ_-1_loc_-1_glob_1.csv,5467.366137568606
econ_loc,-1,-1,1,Econ+Loc,Glob,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_-1_loc_-1_glob_1_mod_econ_loc,econ_-1_loc_-1_glob_1.csv,6780.427085312782
glob_loc,-1,-1,1,Glob+Loc,Econ,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_-1_loc_-1_glob_1_mod_glob_loc,econ_-1_loc_-1_glob_1.csv,2272.0615254358854
econ,-1,-1,1,Econ,Glob+Loc,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_-1_loc_-1_glob_1_mod_econ,econ_-1_loc_-1_glob_1.csv,3294.6556484072935
glob,-1,-1,1,Glob,Econ+Loc,Glob,Econ+Loc,yes,stan_models/master_model.stan,econ_-1_loc_-1_glob_1_mod_glob,econ_-1_loc_-1_glob_1.csv,6969.42079673335
loc,-1,-1,1,Loc,Econ+Glob,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_-1_loc_-1_glob_1_mod_loc,econ_-1_loc_-1_glob_1.csv,247.19851912511513
none,-1,-1,1,,Econ+Glob+Loc,Glob,Econ+Loc,no,stan_models/master_neg.stan,econ_-1_loc_-1_glob_1_mod_none,econ_-1_loc_-1_glob_1.csv,5507.338421054417
econ_glob_loc,0,-1,1,Econ+Glob+Loc,,Glob,Econ+Loc,no,stan_models/master_pos.stan,econ_0_loc_-1_glob_1_mod_econ_glob_loc,econ_0_loc_-1_glob_1.csv,1159.7627477515489
econ_glob,0,-1,1,Econ+Glob,Loc,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_0_loc_-1_glob_1_mod_econ_glob,econ_0_loc_-1_glob_1.csv,4808.439000386046
econ_loc,0,-1,1,Econ+Loc,Glob,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_0_loc_-1_glob_1_mod_econ_loc,econ_0_loc_-1_glob_1.csv,3104.931748340605
glob_loc,0,-1,1,Glob+Loc,Econ,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_0_loc_-1_glob_1_mod_glob_loc,econ_0_loc_-1_glob_1.csv,5400.370641923277
econ,0,-1,1,Econ,Glob+Loc,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_0_loc_-1_glob_1_mod_econ,econ_0_loc_-1_glob_1.csv,8181.824485895922
glob,0,-1,1,Glob,Econ+Loc,Glob,Econ+Loc,yes,stan_models/master_model.stan,econ_0_loc_-1_glob_1_mod_glob,econ_0_loc_-1_glob_1.csv,5360.260992782423
loc,0,-1,1,Loc,Econ+Glob,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_0_loc_-1_glob_1_mod_loc,econ_0_loc_-1_glob_1.csv,3473.937640143791
none,0,-1,1,,Econ+Glob+Loc,Glob,Econ+Loc,no,stan_models/master_neg.stan,econ_0_loc_-1_glob_1_mod_none,econ_0_loc_-1_glob_1.csv,1849.7108604335226
econ_glob_loc,1,-1,1,Econ+Glob+Loc,,Econ+Glob,Loc,no,stan_models/master_pos.stan,econ_1_loc_-1_glob_1_mod_econ_glob_loc,econ_1_loc_-1_glob_1.csv,4690.760764978128
econ_glob,1,-1,1,Econ+Glob,Loc,Econ+Glob,Loc,yes,stan_models/master_model.stan,econ_1_loc_-1_glob_1_mod_econ_glob,econ_1_loc_-1_glob_1.csv,903.3286341791973
econ_loc,1,-1,1,Econ+Loc,Glob,Econ+Glob,Loc,no,stan_models/master_model.stan,econ_1_loc_-1_glob_1_mod_econ_loc,econ_1_loc_-1_glob_1.csv,4397.526871071896
glob_loc,1,-1,1,Glob+Loc,Econ,Econ+Glob,Loc,no,stan_models/master_model.stan,econ_1_loc_-1_glob_1_mod_glob_loc,econ_1_loc_-1_glob_1.csv,5953.397340240423
econ,1,-1,1,Econ,Glob+Loc,Econ+Glob,Loc,no,stan_models/master_model.stan,econ_1_loc_-1_glob_1_mod_econ,econ_1_loc_-1_glob_1.csv,9594.36426792387
glob,1,-1,1,Glob,Econ+Loc,Econ+Glob,Loc,no,stan_models/master_model.stan,econ_1_loc_-1_glob_1_mod_glob,econ_1_loc_-1_glob_1.csv,3990.984847877873
loc,1,-1,1,Loc,Econ+Glob,Econ+Glob,Loc,no,stan_models/master_model.stan,econ_1_loc_-1_glob_1_mod_loc,econ_1_loc_-1_glob_1.csv,5267.06884888676
none,1,-1,1,,Econ+Glob+Loc,Econ+Glob,Loc,no,stan_models/master_neg.stan,econ_1_loc_-1_glob_1_mod_none,econ_1_loc_-1_glob_1.csv,3266.3506059045903
econ_glob_loc,-1,0,1,Econ+Glob+Loc,,Glob,Econ+Loc,no,stan_models/master_pos.stan,econ_-1_loc_0_glob_1_mod_econ_glob_loc,econ_-1_loc_0_glob_1.csv,872.2087714252993
econ_glob,-1,0,1,Econ+Glob,Loc,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_-1_loc_0_glob_1_mod_econ_glob,econ_-1_loc_0_glob_1.csv,6743.780115074245
econ_loc,-1,0,1,Econ+Loc,Glob,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_-1_loc_0_glob_1_mod_econ_loc,econ_-1_loc_0_glob_1.csv,2416.6043683327734
glob_loc,-1,0,1,Glob+Loc,Econ,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_-1_loc_0_glob_1_mod_glob_loc,econ_-1_loc_0_glob_1.csv,3290.257786993636
econ,-1,0,1,Econ,Glob+Loc,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_-1_loc_0_glob_1_mod_econ,econ_-1_loc_0_glob_1.csv,4539.4257626798935
glob,-1,0,1,Glob,Econ+Loc,Glob,Econ+Loc,yes,stan_models/master_model.stan,econ_-1_loc_0_glob_1_mod_glob,econ_-1_loc_0_glob_1.csv,307.90640013711527
loc,-1,0,1,Loc,Econ+Glob,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_-1_loc_0_glob_1_mod_loc,econ_-1_loc_0_glob_1.csv,390.0215348948259
none,-1,0,1,,Econ+Glob+Loc,Glob,Econ+Loc,no,stan_models/master_neg.stan,econ_-1_loc_0_glob_1_mod_none,econ_-1_loc_0_glob_1.csv,1014.7911854439881
econ_glob_loc,0,0,1,Econ+Glob+Loc,,Glob,Econ+Loc,no,stan_models/master_pos.stan,econ_0_loc_0_glob_1_mod_econ_glob_loc,econ_0_loc_0_glob_1.csv,3403.6945795973297
econ_glob,0,0,1,Econ+Glob,Loc,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_0_loc_0_glob_1_mod_econ_glob,econ_0_loc_0_glob_1.csv,1911.5763737179805
econ_loc,0,0,1,Econ+Loc,Glob,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_0_loc_0_glob_1_mod_econ_loc,econ_0_loc_0_glob_1.csv,353.98950900277123
glob_loc,0,0,1,Glob+Loc,Econ,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_0_loc_0_glob_1_mod_glob_loc,econ_0_loc_0_glob_1.csv,1649.5769117239397
econ,0,0,1,Econ,Glob+Loc,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_0_loc_0_glob_1_mod_econ,econ_0_loc_0_glob_1.csv,3909.1134740670677
glob,0,0,1,Glob,Econ+Loc,Glob,Econ+Loc,yes,stan_models/master_model.stan,econ_0_loc_0_glob_1_mod_glob,econ_0_loc_0_glob_1.csv,1091.266508345725
loc,0,0,1,Loc,Econ+Glob,Glob,Econ+Loc,no,stan_models/master_model.stan,econ_0_loc_0_glob_1_mod_loc,econ_0_loc_0_glob_1.csv,9815.76283629355
none,0,0,1,,Econ+Glob+Loc,Glob,Econ+Loc,no,stan_models/master_neg.stan,econ_0_loc_0_glob_1_mod_none,econ_0_loc_0_glob_1.csv,1123.9194634428713
econ_glob_loc,1,0,1,Econ+Glob+Loc,,Econ+Glob,Loc,no,stan_models/master_pos.stan,econ_1_loc_0_glob_1_mod_econ_glob_loc,econ_1_loc_0_glob_1.csv,3108.0402364525944
econ_glob,1,0,1,Econ+Glob,Loc,Econ+Glob,Loc,yes,stan_models/master_model.stan,econ_1_loc_0_glob_1_mod_econ_glob,econ_1_loc_0_glob_1.csv,7065.019761324627
econ_loc,1,0,1,Econ+Loc,Glob,Econ+Glob,Loc,no,stan_models/master_model.stan,econ_1_loc_0_glob_1_mod_econ_loc,econ_1_loc_0_glob_1.csv,2359.6187534143683
glob_loc,1,0,1,Glob+Loc,Econ,Econ+Glob,Loc,no,stan_models/master_model.stan,econ_1_loc_0_glob_1_mod_glob_loc,econ_1_loc_0_glob_1.csv,3494.436151310103
econ,1,0,1,Econ,Glob+Loc,Econ+Glob,Loc,no,stan_models/master_model.stan,econ_1_loc_0_glob_1_mod_econ,econ_1_loc_0_glob_1.csv,6962.33093491965
glob,1,0,1,Glob,Econ+Loc,Econ+Glob,Loc,no,stan_models/master_model.stan,econ_1_loc_0_glob_1_mod_glob,econ_1_loc_0_glob_1.csv,2052.2444686843082
loc,1,0,1,Loc,Econ+Glob,Econ+Glob,Loc,no,stan_models/master_model.stan,econ_1_loc_0_glob_1_mod_loc,econ_1_loc_0_glob_1.csv,7891.421999765327
none,1,0,1,,Econ+Glob+Loc,Econ+Glob,Loc,no,stan_models/master_neg.stan,econ_1_loc_0_glob_1_mod_none,econ_1_loc_0_glob_1.csv,5295.344231731724
econ_glob_loc,-1,1,1,Econ+Glob+Loc,,Glob+Loc,Econ,no,stan_models/master_pos.stan,econ_-1_loc_1_glob_1_mod_econ_glob_loc,econ_-1_loc_1_glob_1.csv,8218.968052859185
econ_glob,-1,1,1,Econ+Glob,Loc,Glob+Loc,Econ,no,stan_models/master_model.stan,econ_-1_loc_1_glob_1_mod_econ_glob,econ_-1_loc_1_glob_1.csv,670.7330281806644
econ_loc,-1,1,1,Econ+Loc,Glob,Glob+Loc,Econ,no,stan_models/master_model.stan,econ_-1_loc_1_glob_1_mod_econ_loc,econ_-1_loc_1_glob_1.csv,3673.102777318796
glob_loc,-1,1,1,Glob+Loc,Econ,Glob+Loc,Econ,yes,stan_models/master_model.stan,econ_-1_loc_1_glob_1_mod_glob_loc,econ_-1_loc_1_glob_1.csv,144.47795409266837
econ,-1,1,1,Econ,Glob+Loc,Glob+Loc,Econ,no,stan_models/master_model.stan,econ_-1_loc_1_glob_1_mod_econ,econ_-1_loc_1_glob_1.csv,2061.939423910342
glob,-1,1,1,Glob,Econ+Loc,Glob+Loc,Econ,no,stan_models/master_model.stan,econ_-1_loc_1_glob_1_mod_glob,econ_-1_loc_1_glob_1.csv,5196.491705121705
loc,-1,1,1,Loc,Econ+Glob,Glob+Loc,Econ,no,stan_models/master_model.stan,econ_-1_loc_1_glob_1_mod_loc,econ_-1_loc_1_glob_1.csv,8090.81657325034
none,-1,1,1,,Econ+Glob+Loc,Glob+Loc,Econ,no,stan_models/master_neg.stan,econ_-1_loc_1_glob_1_mod_none,econ_-1_loc_1_glob_1.csv,1392.4317229897715
econ_glob_loc,0,1,1,Econ+Glob+Loc,,Glob+Loc,Econ,no,stan_models/master_pos.stan,econ_0_loc_1_glob_1_mod_econ_glob_loc,econ_0_loc_1_glob_1.csv,8675.159130182117
econ_glob,0,1,1,Econ+Glob,Loc,Glob+Loc,Econ,no,stan_models/master_model.stan,econ_0_loc_1_glob_1_mod_econ_glob,econ_0_loc_1_glob_1.csv,6129.042585339164
econ_loc,0,1,1,Econ+Loc,Glob,Glob+Loc,Econ,no,stan_models/master_model.stan,econ_0_loc_1_glob_1_mod_econ_loc,econ_0_loc_1_glob_1.csv,9968.650626437739
glob_loc,0,1,1,Glob+Loc,Econ,Glob+Loc,Econ,yes,stan_models/master_model.stan,econ_0_loc_1_glob_1_mod_glob_loc,econ_0_loc_1_glob_1.csv,3983.2386671935674
econ,0,1,1,Econ,Glob+Loc,Glob+Loc,Econ,no,stan_models/master_model.stan,econ_0_loc_1_glob_1_mod_econ,econ_0_loc_1_glob_1.csv,7513.385068110889
glob,0,1,1,Glob,Econ+Loc,Glob+Loc,Econ,no,stan_models/master_model.stan,econ_0_loc_1_glob_1_mod_glob,econ_0_loc_1_glob_1.csv,9976.450441281777
loc,0,1,1,Loc,Econ+Glob,Glob+Loc,Econ,no,stan_models/master_model.stan,econ_0_loc_1_glob_1_mod_loc,econ_0_loc_1_glob_1.csv,1968.1899298811331
none,0,1,1,,Econ+Glob+Loc,Glob+Loc,Econ,no,stan_models/master_neg.stan,econ_0_loc_1_glob_1_mod_none,econ_0_loc_1_glob_1.csv,9626.067634390201
econ_glob_loc,1,1,1,Econ+Glob+Loc,,Econ+Glob+Loc,,yes,stan_models/master_pos.stan,econ_1_loc_1_glob_1_mod_econ_glob_loc,econ_1_loc_1_glob_1.csv,7275.6191924377345
econ_glob,1,1,1,Econ+Glob,Loc,Econ+Glob+Loc,,no,stan_models/master_model.stan,econ_1_loc_1_glob_1_mod_econ_glob,econ_1_loc_1_glob_1.csv,3056.2997620559763
econ_loc,1,1,1,Econ+Loc,Glob,Econ+Glob+Loc,,no,stan_models/master_model.stan,econ_1_loc_1_glob_1_mod_econ_loc,econ_1_loc_1_glob_1.csv,6140.562929533888
glob_loc,1,1,1,Glob+Loc,Econ,Econ+Glob+Loc,,no,stan_models/master_model.stan,econ_1_loc_1_glob_1_mod_glob_loc,econ_1_loc_1_glob_1.csv,553.8957790979184
econ,1,1,1,Econ,Glob+Loc,Econ+Glob+Loc,,no,stan_models/master_model.stan,econ_1_loc_1_glob_1_mod_econ,econ_1_loc_1_glob_1.csv,9743.511095215334
glob,1,1,1,Glob,Econ+Loc,Econ+Glob+Loc,,no,stan_models/master_model.stan,econ_1_loc_1_glob_1_mod_glob,econ_1_loc_1_glob_1.csv,9104.351593771251
loc,1,1,1,Loc,Econ+Glob,Econ+Glob+Loc,,no,stan_models/master_model.stan,econ_1_loc_1_glob_1_mod_loc,econ_1_loc_1_glob_1.csv,1459.8914993701037
none,1,1,1,,Econ+Glob+Loc,Econ+Glob+Loc,,no,stan_models/master_neg.stan,econ_1_loc_1_glob_1_mod_none,econ_1_loc_1_glob_1.csv,2464.285718353465
econ_glob_loc,-1,-1,-1,Econ+Glob+Loc,,,Econ+Glob+Loc,no,stan_models/master_pos.stan,econ_-1_loc_-1_glob_-1_mod_econ_glob_loc,econ_-1_loc_-1_glob_-1.csv,2237.3568623506
econ_glob,-1,-1,-1,Econ+Glob,Loc,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_-1_loc_-1_glob_-1_mod_econ_glob,econ_-1_loc_-1_glob_-1.csv,4739.699568083277
econ_loc,-1,-1,-1,Econ+Loc,Glob,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_-1_loc_-1_glob_-1_mod_econ_loc,econ_-1_loc_-1_glob_-1.csv,2358.533901378978
glob_loc,-1,-1,-1,Glob+Loc,Econ,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_-1_loc_-1_glob_-1_mod_glob_loc,econ_-1_loc_-1_glob_-1.csv,3423.574959284393
econ,-1,-1,-1,Econ,Glob+Loc,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_-1_loc_-1_glob_-1_mod_econ,econ_-1_loc_-1_glob_-1.csv,153.97885507135652
glob,-1,-1,-1,Glob,Econ+Loc,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_-1_loc_-1_glob_-1_mod_glob,econ_-1_loc_-1_glob_-1.csv,9454.723605385516
loc,-1,-1,-1,Loc,Econ+Glob,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_-1_loc_-1_glob_-1_mod_loc,econ_-1_loc_-1_glob_-1.csv,5889.837059213081
none,-1,-1,-1,,Econ+Glob+Loc,,Econ+Glob+Loc,yes,stan_models/master_neg.stan,econ_-1_loc_-1_glob_-1_mod_none,econ_-1_loc_-1_glob_-1.csv,1242.7713063643314
econ_glob_loc,0,-1,-1,Econ+Glob+Loc,,,Econ+Glob+Loc,no,stan_models/master_pos.stan,econ_0_loc_-1_glob_-1_mod_econ_glob_loc,econ_0_loc_-1_glob_-1.csv,1932.600466125412
econ_glob,0,-1,-1,Econ+Glob,Loc,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_0_loc_-1_glob_-1_mod_econ_glob,econ_0_loc_-1_glob_-1.csv,8647.999253117712
econ_loc,0,-1,-1,Econ+Loc,Glob,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_0_loc_-1_glob_-1_mod_econ_loc,econ_0_loc_-1_glob_-1.csv,2923.1383960912935
glob_loc,0,-1,-1,Glob+Loc,Econ,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_0_loc_-1_glob_-1_mod_glob_loc,econ_0_loc_-1_glob_-1.csv,724.3998577701859
econ,0,-1,-1,Econ,Glob+Loc,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_0_loc_-1_glob_-1_mod_econ,econ_0_loc_-1_glob_-1.csv,9572.044989014976
glob,0,-1,-1,Glob,Econ+Loc,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_0_loc_-1_glob_-1_mod_glob,econ_0_loc_-1_glob_-1.csv,6210.9955278648995
loc,0,-1,-1,Loc,Econ+Glob,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_0_loc_-1_glob_-1_mod_loc,econ_0_loc_-1_glob_-1.csv,4163.020771045936
none,0,-1,-1,,Econ+Glob+Loc,,Econ+Glob+Loc,yes,stan_models/master_neg.stan,econ_0_loc_-1_glob_-1_mod_none,econ_0_loc_-1_glob_-1.csv,3090.924707244849
econ_glob_loc,1,-1,-1,Econ+Glob+Loc,,Econ,Glob+Loc,no,stan_models/master_pos.stan,econ_1_loc_-1_glob_-1_mod_econ_glob_loc,econ_1_loc_-1_glob_-1.csv,6289.649799617706
econ_glob,1,-1,-1,Econ+Glob,Loc,Econ,Glob+Loc,no,stan_models/master_model.stan,econ_1_loc_-1_glob_-1_mod_econ_glob,econ_1_loc_-1_glob_-1.csv,194.02324830903672
econ_loc,1,-1,-1,Econ+Loc,Glob,Econ,Glob+Loc,no,stan_models/master_model.stan,econ_1_loc_-1_glob_-1_mod_econ_loc,econ_1_loc_-1_glob_-1.csv,7796.330734481802
glob_loc,1,-1,-1,Glob+Loc,Econ,Econ,Glob+Loc,no,stan_models/master_model.stan,econ_1_loc_-1_glob_-1_mod_glob_loc,econ_1_loc_-1_glob_-1.csv,8001.476883652387
econ,1,-1,-1,Econ,Glob+Loc,Econ,Glob+Loc,yes,stan_models/master_model.stan,econ_1_loc_-1_glob_-1_mod_econ,econ_1_loc_-1_glob_-1.csv,642.2561226282269
glob,1,-1,-1,Glob,Econ+Loc,Econ,Glob+Loc,no,stan_models/master_model.stan,econ_1_loc_-1_glob_-1_mod_glob,econ_1_loc_-1_glob_-1.csv,657.9432250258978
loc,1,-1,-1,Loc,Econ+Glob,Econ,Glob+Loc,no,stan_models/master_model.stan,econ_1_loc_-1_glob_-1_mod_loc,econ_1_loc_-1_glob_-1.csv,4756.936275850283
none,1,-1,-1,,Econ+Glob+Loc,Econ,Glob+Loc,no,stan_models/master_neg.stan,econ_1_loc_-1_glob_-1_mod_none,econ_1_loc_-1_glob_-1.csv,9505.642097521806
econ_glob_loc,-1,0,-1,Econ+Glob+Loc,,,Econ+Glob+Loc,no,stan_models/master_pos.stan,econ_-1_loc_0_glob_-1_mod_econ_glob_loc,econ_-1_loc_0_glob_-1.csv,8994.796544959303
econ_glob,-1,0,-1,Econ+Glob,Loc,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_-1_loc_0_glob_-1_mod_econ_glob,econ_-1_loc_0_glob_-1.csv,9481.990683255251
econ_loc,-1,0,-1,Econ+Loc,Glob,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_-1_loc_0_glob_-1_mod_econ_loc,econ_-1_loc_0_glob_-1.csv,3878.4018809252884
glob_loc,-1,0,-1,Glob+Loc,Econ,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_-1_loc_0_glob_-1_mod_glob_loc,econ_-1_loc_0_glob_-1.csv,9995.488500657491
econ,-1,0,-1,Econ,Glob+Loc,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_-1_loc_0_glob_-1_mod_econ,econ_-1_loc_0_glob_-1.csv,2259.99197470909
glob,-1,0,-1,Glob,Econ+Loc,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_-1_loc_0_glob_-1_mod_glob,econ_-1_loc_0_glob_-1.csv,203.32051967363805
loc,-1,0,-1,Loc,Econ+Glob,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_-1_loc_0_glob_-1_mod_loc,econ_-1_loc_0_glob_-1.csv,2227.9163655696902
none,-1,0,-1,,Econ+Glob+Loc,,Econ+Glob+Loc,yes,stan_models/master_neg.stan,econ_-1_loc_0_glob_-1_mod_none,econ_-1_loc_0_glob_-1.csv,6802.29820306832
econ_glob_loc,0,0,-1,Econ+Glob+Loc,,,Econ+Glob+Loc,no,stan_models/master_pos.stan,econ_0_loc_0_glob_-1_mod_econ_glob_loc,econ_0_loc_0_glob_-1.csv,6755.686083709123
econ_glob,0,0,-1,Econ+Glob,Loc,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_0_loc_0_glob_-1_mod_econ_glob,econ_0_loc_0_glob_-1.csv,633.9608308628667
econ_loc,0,0,-1,Econ+Loc,Glob,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_0_loc_0_glob_-1_mod_econ_loc,econ_0_loc_0_glob_-1.csv,330.2735698481556
glob_loc,0,0,-1,Glob+Loc,Econ,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_0_loc_0_glob_-1_mod_glob_loc,econ_0_loc_0_glob_-1.csv,2908.6848979920615
econ,0,0,-1,Econ,Glob+Loc,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_0_loc_0_glob_-1_mod_econ,econ_0_loc_0_glob_-1.csv,2382.803973269416
glob,0,0,-1,Glob,Econ+Loc,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_0_loc_0_glob_-1_mod_glob,econ_0_loc_0_glob_-1.csv,534.9353633050341
loc,0,0,-1,Loc,Econ+Glob,,Econ+Glob+Loc,no,stan_models/master_model.stan,econ_0_loc_0_glob_-1_mod_loc,econ_0_loc_0_glob_-1.csv,3856.7306469134055
none,0,0,-1,,Econ+Glob+Loc,,Econ+Glob+Loc,yes,stan_models/master_neg.stan,econ_0_loc_0_glob_-1_mod_none,econ_0_loc_0_glob_-1.csv,2251.8606026063208
econ_glob_loc,1,0,-1,Econ+Glob+Loc,,Econ,Glob+Loc,no,stan_models/master_pos.stan,econ_1_loc_0_glob_-1_mod_econ_glob_loc,econ_1_loc_0_glob_-1.csv,775.853003650438
econ_glob,1,0,-1,Econ+Glob,Loc,Econ,Glob+Loc,no,stan_models/master_model.stan,econ_1_loc_0_glob_-1_mod_econ_glob,econ_1_loc_0_glob_-1.csv,2926.8478833888657
econ_loc,1,0,-1,Econ+Loc,Glob,Econ,Glob+Loc,no,stan_models/master_model.stan,econ_1_loc_0_glob_-1_mod_econ_loc,econ_1_loc_0_glob_-1.csv,4948.688822007971
glob_loc,1,0,-1,Glob+Loc,Econ,Econ,Glob+Loc,no,stan_models/master_model.stan,econ_1_loc_0_glob_-1_mod_glob_loc,econ_1_loc_0_glob_-1.csv,6158.395998963853
econ,1,0,-1,Econ,Glob+Loc,Econ,Glob+Loc,yes,stan_models/master_model.stan,econ_1_loc_0_glob_-1_mod_econ,econ_1_loc_0_glob_-1.csv,7816.079431341495
glob,1,0,-1,Glob,Econ+Loc,Econ,Glob+Loc,no,stan_models/master_model.stan,econ_1_loc_0_glob_-1_mod_glob,econ_1_loc_0_glob_-1.csv,6773.979776470456
loc,1,0,-1,Loc,Econ+Glob,Econ,Glob+Loc,no,stan_models/master_model.stan,econ_1_loc_0_glob_-1_mod_loc,econ_1_loc_0_glob_-1.csv,942.2743140312377
none,1,0,-1,,Econ+Glob+Loc,Econ,Glob+Loc,no,stan_models/master_neg.stan,econ_1_loc_0_glob_-1_mod_none,econ_1_loc_0_glob_-1.csv,5502.755989965284
econ_glob_loc,-1,1,-1,Econ+Glob+Loc,,Loc,Econ+Glob,no,stan_models/master_pos.stan,econ_-1_loc_1_glob_-1_mod_econ_glob_loc,econ_-1_loc_1_glob_-1.csv,2678.920329605462
econ_glob,-1,1,-1,Econ+Glob,Loc,Loc,Econ+Glob,no,stan_models/master_model.stan,econ_-1_loc_1_glob_-1_mod_econ_glob,econ_-1_loc_1_glob_-1.csv,4913.248503959738
econ_loc,-1,1,-1,Econ+Loc,Glob,Loc,Econ+Glob,no,stan_models/master_model.stan,econ_-1_loc_1_glob_-1_mod_econ_loc,econ_-1_loc_1_glob_-1.csv,3172.675202817889
