m_pos_vars,d_coef_econ,d_coef_loc,d_coef_glob,d_id,d_experiment,m_neg_vars,is_correct_model,m_stanfile,csv_filename,seed
Econ+Glob+Loc,-1,-1,-1,dinst2,hk,,FALSE,stan_models/master_pos.stan,hk/dinst2/econ_-1_loc_-1_glob_-1.csv,233.52851557335816
Econ+Glob,-1,-1,-1,dinst2,hk,Loc,FALSE,stan_models/master_model.stan,hk/dinst2/econ_-1_loc_-1_glob_-1.csv,7502.567438965663
Econ+Loc,-1,-1,-1,dinst2,hk,Glob,FALSE,stan_models/master_model.stan,hk/dinst2/econ_-1_loc_-1_glob_-1.csv,9382.91960873548
Glob+Loc,-1,-1,-1,dinst2,hk,Econ,FALSE,stan_models/master_model.stan,hk/dinst2/econ_-1_loc_-1_glob_-1.csv,7282.330425672466
Econ,-1,-1,-1,dinst2,hk,Glob+Loc,FALSE,stan_models/master_model.stan,hk/dinst2/econ_-1_loc_-1_glob_-1.csv,9764.44961229316
Glob,-1,-1,-1,dinst2,hk,Econ+Loc,FALSE,stan_models/master_model.stan,hk/dinst2/econ_-1_loc_-1_glob_-1.csv,8654.90397953405
Loc,-1,-1,-1,dinst2,hk,Econ+Glob,FALSE,stan_models/master_model.stan,hk/dinst2/econ_-1_loc_-1_glob_-1.csv,5372.2885450613685
,-1,-1,-1,dinst2,hk,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hk/dinst2/econ_-1_loc_-1_glob_-1.csv,904.3008982469328
Econ+Glob+Loc,0,-1,-1,dinst2,hk,,FALSE,stan_models/master_pos.stan,hk/dinst2/econ_0_loc_-1_glob_-1.csv,6002.581897123484
Econ+Glob,0,-1,-1,dinst2,hk,Loc,FALSE,stan_models/master_model.stan,hk/dinst2/econ_0_loc_-1_glob_-1.csv,9324.619132765569
Econ+Loc,0,-1,-1,dinst2,hk,Glob,FALSE,stan_models/master_model.stan,hk/dinst2/econ_0_loc_-1_glob_-1.csv,1819.1584726052824
Glob+Loc,0,-1,-1,dinst2,hk,Econ,FALSE,stan_models/master_model.stan,hk/dinst2/econ_0_loc_-1_glob_-1.csv,9403.076996588614
Econ,0,-1,-1,dinst2,hk,Glob+Loc,FALSE,stan_models/master_model.stan,hk/dinst2/econ_0_loc_-1_glob_-1.csv,3311.2413825606927
Glob,0,-1,-1,dinst2,hk,Econ+Loc,FALSE,stan_models/master_model.stan,hk/dinst2/econ_0_loc_-1_glob_-1.csv,7938.1254215152
Loc,0,-1,-1,dinst2,hk,Econ+Glob,FALSE,stan_models/master_model.stan,hk/dinst2/econ_0_loc_-1_glob_-1.csv,9567.893549536355
,0,-1,-1,dinst2,hk,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hk/dinst2/econ_0_loc_-1_glob_-1.csv,3634.4131064089015
Econ+Glob+Loc,1,-1,-1,dinst2,hk,,FALSE,stan_models/master_pos.stan,hk/dinst2/econ_1_loc_-1_glob_-1.csv,3655.6244713852648
Econ+Glob,1,-1,-1,dinst2,hk,Loc,FALSE,stan_models/master_model.stan,hk/dinst2/econ_1_loc_-1_glob_-1.csv,3371.0512464283966
Econ+Loc,1,-1,-1,dinst2,hk,Glob,FALSE,stan_models/master_model.stan,hk/dinst2/econ_1_loc_-1_glob_-1.csv,9708.82232821663
Glob+Loc,1,-1,-1,dinst2,hk,Econ,FALSE,stan_models/master_model.stan,hk/dinst2/econ_1_loc_-1_glob_-1.csv,3570.980471329298
Econ,1,-1,-1,dinst2,hk,Glob+Loc,TRUE,stan_models/master_model.stan,hk/dinst2/econ_1_loc_-1_glob_-1.csv,1703.5956971531268
Glob,1,-1,-1,dinst2,hk,Econ+Loc,FALSE,stan_models/master_model.stan,hk/dinst2/econ_1_loc_-1_glob_-1.csv,4091.624254791066
Loc,1,-1,-1,dinst2,hk,Econ+Glob,FALSE,stan_models/master_model.stan,hk/dinst2/econ_1_loc_-1_glob_-1.csv,4259.817732049851
,1,-1,-1,dinst2,hk,Econ+Glob+Loc,FALSE,stan_models/master_neg.stan,hk/dinst2/econ_1_loc_-1_glob_-1.csv,4120.747617494315
Econ+Glob+Loc,-1,0,-1,dinst2,hk,,FALSE,stan_models/master_pos.stan,hk/dinst2/econ_-1_loc_0_glob_-1.csv,5532.911636801902
Econ+Glob,-1,0,-1,dinst2,hk,Loc,FALSE,stan_models/master_model.stan,hk/dinst2/econ_-1_loc_0_glob_-1.csv,4091.9882863485254
Econ+Loc,-1,0,-1,dinst2,hk,Glob,FALSE,stan_models/master_model.stan,hk/dinst2/econ_-1_loc_0_glob_-1.csv,2220.8131289731245
Glob+Loc,-1,0,-1,dinst2,hk,Econ,FALSE,stan_models/master_model.stan,hk/dinst2/econ_-1_loc_0_glob_-1.csv,348.3427338786423
Econ,-1,0,-1,dinst2,hk,Glob+Loc,FALSE,stan_models/master_model.stan,hk/dinst2/econ_-1_loc_0_glob_-1.csv,9930.682178762509
Glob,-1,0,-1,dinst2,hk,Econ+Loc,FALSE,stan_models/master_model.stan,hk/dinst2/econ_-1_loc_0_glob_-1.csv,3847.7600019476376
Loc,-1,0,-1,dinst2,hk,Econ+Glob,FALSE,stan_models/master_model.stan,hk/dinst2/econ_-1_loc_0_glob_-1.csv,6338.402999382699
,-1,0,-1,dinst2,hk,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hk/dinst2/econ_-1_loc_0_glob_-1.csv,5500.545418890426
Econ+Glob+Loc,0,0,-1,dinst2,hk,,FALSE,stan_models/master_pos.stan,hk/dinst2/econ_0_loc_0_glob_-1.csv,2773.013188882731
Econ+Glob,0,0,-1,dinst2,hk,Loc,FALSE,stan_models/master_model.stan,hk/dinst2/econ_0_loc_0_glob_-1.csv,4974.752050688025
Econ+Loc,0,0,-1,dinst2,hk,Glob,FALSE,stan_models/master_model.stan,hk/dinst2/econ_0_loc_0_glob_-1.csv,4187.315671841381
Glob+Loc,0,0,-1,dinst2,hk,Econ,FALSE,stan_models/master_model.stan,hk/dinst2/econ_0_loc_0_glob_-1.csv,6725.281079236651
Econ,0,0,-1,dinst2,hk,Glob+Loc,FALSE,stan_models/master_model.stan,hk/dinst2/econ_0_loc_0_glob_-1.csv,3338.4584487532265
Glob,0,0,-1,dinst2,hk,Econ+Loc,FALSE,stan_models/master_model.stan,hk/dinst2/econ_0_loc_0_glob_-1.csv,9192.297894066898
Loc,0,0,-1,dinst2,hk,Econ+Glob,FALSE,stan_models/master_model.stan,hk/dinst2/econ_0_loc_0_glob_-1.csv,9955.588461951818
,0,0,-1,dinst2,hk,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hk/dinst2/econ_0_loc_0_glob_-1.csv,504.1373148218263
Econ+Glob+Loc,1,0,-1,dinst2,hk,,FALSE,stan_models/master_pos.stan,hk/dinst2/econ_1_loc_0_glob_-1.csv,6251.768659358844
Econ+Glob,1,0,-1,dinst2,hk,Loc,FALSE,stan_models/master_model.stan,hk/dinst2/econ_1_loc_0_glob_-1.csv,257.97512295725755
Econ+Loc,1,0,-1,dinst2,hk,Glob,FALSE,stan_models/master_model.stan,hk/dinst2/econ_1_loc_0_glob_-1.csv,627.7045777090825
Glob+Loc,1,0,-1,dinst2,hk,Econ,FALSE,stan_models/master_model.stan,hk/dinst2/econ_1_loc_0_glob_-1.csv,8798.95566641423
Econ,1,0,-1,dinst2,hk,Glob+Loc,TRUE,stan_models/master_model.stan,hk/dinst2/econ_1_loc_0_glob_-1.csv,5730.748712748056
Glob,1,0,-1,dinst2,hk,Econ+Loc,FALSE,stan_models/master_model.stan,hk/dinst2/econ_1_loc_0_glob_-1.csv,4700.79255753383
Loc,1,0,-1,dinst2,hk,Econ+Glob,FALSE,stan_models/master_model.stan,hk/dinst2/econ_1_loc_0_glob_-1.csv,8180.366134027718
,1,0,-1,dinst2,hk,Econ+Glob+Loc,FALSE,stan_models/master_neg.stan,hk/dinst2/econ_1_loc_0_glob_-1.csv,6909.264624932548
Econ+Glob+Loc,-1,1,-1,dinst2,hk,,FALSE,stan_models/master_pos.stan,hk/dinst2/econ_-1_loc_1_glob_-1.csv,6531.470197065268
Econ+Glob,-1,1,-1,dinst2,hk,Loc,FALSE,stan_models/master_model.stan,hk/dinst2/econ_-1_loc_1_glob_-1.csv,4217.02824902162
Econ+Loc,-1,1,-1,dinst2,hk,Glob,FALSE,stan_models/master_model.stan,hk/dinst2/econ_-1_loc_1_glob_-1.csv,8305.068961377721
Glob+Loc,-1,1,-1,dinst2,hk,Econ,FALSE,stan_models/master_model.stan,hk/dinst2/econ_-1_loc_1_glob_-1.csv,8058.21799031226
Econ,-1,1,-1,dinst2,hk,Glob+Loc,FALSE,stan_models/master_model.stan,hk/dinst2/econ_-1_loc_1_glob_-1.csv,6446.367589789676
Glob,-1,1,-1,dinst2,hk,Econ+Loc,FALSE,stan_models/master_model.stan,hk/dinst2/econ_-1_loc_1_glob_-1.csv,4217.649334826274
