m_pos_vars,d_coef_econ,d_coef_loc,d_coef_glob,d_id,d_experiment,m_neg_vars,is_correct_model,m_stanfile,csv_filename,seed
Econ+Glob+Loc,-1,-1,-1,dinst1,fake_grid,,FALSE,stan_models/master_pos.stan,fake_grid/dinst1/econ_-1_loc_-1_glob_-1.csv,7131.74326813058
Econ+Glob,-1,-1,-1,dinst1,fake_grid,Loc,FALSE,stan_models/master_model.stan,fake_grid/dinst1/econ_-1_loc_-1_glob_-1.csv,3095.5853522948455
Econ+Loc,-1,-1,-1,dinst1,fake_grid,Glob,FALSE,stan_models/master_model.stan,fake_grid/dinst1/econ_-1_loc_-1_glob_-1.csv,9280.778703765944
Glob+Loc,-1,-1,-1,dinst1,fake_grid,Econ,FALSE,stan_models/master_model.stan,fake_grid/dinst1/econ_-1_loc_-1_glob_-1.csv,5066.065259922063
Econ,-1,-1,-1,dinst1,fake_grid,Glob+Loc,FALSE,stan_models/master_model.stan,fake_grid/dinst1/econ_-1_loc_-1_glob_-1.csv,2942.566447373247
Glob,-1,-1,-1,dinst1,fake_grid,Econ+Loc,FALSE,stan_models/master_model.stan,fake_grid/dinst1/econ_-1_loc_-1_glob_-1.csv,9387.33500752761
Loc,-1,-1,-1,dinst1,fake_grid,Econ+Glob,FALSE,stan_models/master_model.stan,fake_grid/dinst1/econ_-1_loc_-1_glob_-1.csv,2274.337305852445
,-1,-1,-1,dinst1,fake_grid,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,fake_grid/dinst1/econ_-1_loc_-1_glob_-1.csv,8951.22770204232
Econ+Glob+Loc,0,-1,-1,dinst1,fake_grid,,FALSE,stan_models/master_pos.stan,fake_grid/dinst1/econ_0_loc_-1_glob_-1.csv,2592.516964748269
Econ+Glob,0,-1,-1,dinst1,fake_grid,Loc,FALSE,stan_models/master_model.stan,fake_grid/dinst1/econ_0_loc_-1_glob_-1.csv,5805.155118541559
Econ+Loc,0,-1,-1,dinst1,fake_grid,Glob,FALSE,stan_models/master_model.stan,fake_grid/dinst1/econ_0_loc_-1_glob_-1.csv,7671.246699047275
Glob+Loc,0,-1,-1,dinst1,fake_grid,Econ,FALSE,stan_models/master_model.stan,fake_grid/dinst1/econ_0_loc_-1_glob_-1.csv,6146.106442953227
Econ,0,-1,-1,dinst1,fake_grid,Glob+Loc,FALSE,stan_models/master_model.stan,fake_grid/dinst1/econ_0_loc_-1_glob_-1.csv,8869.224154180614
Glob,0,-1,-1,dinst1,fake_grid,Econ+Loc,FALSE,stan_models/master_model.stan,fake_grid/dinst1/econ_0_loc_-1_glob_-1.csv,7577.559187649749
Loc,0,-1,-1,dinst1,fake_grid,Econ+Glob,FALSE,stan_models/master_model.stan,fake_grid/dinst1/econ_0_loc_-1_glob_-1.csv,9290.658256604336
,0,-1,-1,dinst1,fake_grid,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,fake_grid/dinst1/econ_0_loc_-1_glob_-1.csv,6344.1695143166
Econ+Glob+Loc,1,-1,-1,dinst1,fake_grid,,FALSE,stan_models/master_pos.stan,fake_grid/dinst1/econ_1_loc_-1_glob_-1.csv,4932.56152279675
Econ+Glob,1,-1,-1,dinst1,fake_grid,Loc,FALSE,stan_models/master_model.stan,fake_grid/dinst1/econ_1_loc_-1_glob_-1.csv,8065.6704914954025
Econ+Loc,1,-1,-1,dinst1,fake_grid,Glob,FALSE,stan_models/master_model.stan,fake_grid/dinst1/econ_1_loc_-1_glob_-1.csv,7321.449560976587
Glob+Loc,1,-1,-1,dinst1,fake_grid,Econ,FALSE,stan_models/master_model.stan,fake_grid/dinst1/econ_1_loc_-1_glob_-1.csv,9243.183546396904
Econ,1,-1,-1,dinst1,fake_grid,Glob+Loc,TRUE,stan_models/master_model.stan,fake_grid/dinst1/econ_1_loc_-1_glob_-1.csv,6193.508261176059
Glob,1,-1,-1,dinst1,fake_grid,Econ+Loc,FALSE,stan_models/master_model.stan,fake_grid/dinst1/econ_1_loc_-1_glob_-1.csv,8662.715646600816
Loc,1,-1,-1,dinst1,fake_grid,Econ+Glob,FALSE,stan_models/master_model.stan,fake_grid/dinst1/econ_1_loc_-1_glob_-1.csv,6822.396411290392
