m_pos_vars,d_coef_econ,d_coef_loc,d_coef_glob,d_id,d_experiment,m_neg_vars,is_correct_model,m_stanfile,csv_filename,seed,Econ_coef_glm,Glob_coef_glm,Loc_coef_glm,Econ_glm_diff,Glob_glm_diff,Loc_glm_diff
NA,0,-1,0,dinst1,fake_grid,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,fake_grid/dinst1/econ_0_loc_-1_glob_0.csv,9993.434089775896,0.00953703107805122,-0.04100497480275646,-0.9587839290259762,0.00953703107805122,-0.04100497480275646,0.0412160709740238
Econ,1,-1,0,dinst1,fake_grid,Glob+Loc,TRUE,stan_models/master_model.stan,fake_grid/dinst1/econ_1_loc_-1_glob_0.csv,5966.247447485803,0.9948624160516798,0.04079017819190637,-0.952999110465724,-0.005137583948320201,0.04079017819190637,0.04700088953427595
NA,-1,0,0,dinst1,fake_grid,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,fake_grid/dinst1/econ_-1_loc_0_glob_0.csv,5953.415862394031,-0.9343651115825204,-0.007499541109606549,0.017811102982680817,0.06563488841747955,-0.007499541109606549,0.017811102982680817
NA,0,0,0,dinst1,fake_grid,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,fake_grid/dinst1/econ_0_loc_0_glob_0.csv,6815.404133009957,-0.021032893167575725,-6.5901042098251036e-18,-0.02912252239351319,-0.021032893167575725,-6.5901042098251036e-18,-0.02912252239351319
Econ,1,0,0,dinst1,fake_grid,Glob+Loc,TRUE,stan_models/master_model.stan,fake_grid/dinst1/econ_1_loc_0_glob_0.csv,8637.340782724554,1.0713942001036205,0.0949571007819974,-0.06163727001220921,0.07139420010362052,0.0949571007819974,-0.06163727001220921
Loc,-1,1,0,dinst1,fake_grid,Econ+Glob,TRUE,stan_models/master_model.stan,fake_grid/dinst1/econ_-1_loc_1_glob_0.csv,5994.951067830203,-1.0472867034375462,-0.0341447261871541,1.0445764544580731,-0.04728670343754615,-0.0341447261871541,0.04457645445807312
Loc,0,1,0,dinst1,fake_grid,Econ+Glob,TRUE,stan_models/master_model.stan,fake_grid/dinst1/econ_0_loc_1_glob_0.csv,8627.838666491443,0.05189347863524238,-0.02357339372553291,0.8637719294138376,0.05189347863524238,-0.02357339372553291,-0.13622807058616238
Econ+Loc,1,1,0,dinst1,fake_grid,Glob,TRUE,stan_models/master_model.stan,fake_grid/dinst1/econ_1_loc_1_glob_0.csv,1603.108329742914,1.8175304442407019,-0.2662663072247003,1.8175304442406959,0.8175304442407019,-0.2662663072247003,0.8175304442406959
Glob,-1,-1,1,dinst1,fake_grid,Econ+Loc,TRUE,stan_models/master_model.stan,fake_grid/dinst1/econ_-1_loc_-1_glob_1.csv,6184.429079090711,-0.9711782693050789,0.9626609443296946,-1.0335471574459087,0.02882173069492111,-0.03733905567030538,-0.03354715744590875
Glob,0,-1,1,dinst1,fake_grid,Econ+Loc,TRUE,stan_models/master_model.stan,fake_grid/dinst1/econ_0_loc_-1_glob_1.csv,6183.455171403009,-0.06778463487559723,0.9594951212836877,-0.9844369812572031,-0.06778463487559723,-0.040504878716312254,0.015563018742796864
Econ+Glob,1,-1,1,dinst1,fake_grid,Loc,TRUE,stan_models/master_model.stan,fake_grid/dinst1/econ_1_loc_-1_glob_1.csv,3438.3144030242693,0.9761602304949774,0.9338381115809292,-1.0947396419166733,-0.023839769505022645,-0.06616188841907078,-0.09473964191667328
Glob,-1,0,1,dinst1,fake_grid,Econ+Loc,TRUE,stan_models/master_model.stan,fake_grid/dinst1/econ_-1_loc_0_glob_1.csv,2432.4693960838486,-0.967912971750616,0.9833524014212494,0.012141179468526027,0.03208702824938403,-0.016647598578750644,0.012141179468526027
Glob,0,0,1,dinst1,fake_grid,Econ+Loc,TRUE,stan_models/master_model.stan,fake_grid/dinst1/econ_0_loc_0_glob_1.csv,7782.491074894089,0.011021708435408891,0.9090343005365439,-0.08837940582177442,0.011021708435408891,-0.09096569946345612,-0.08837940582177442
Econ+Glob,1,0,1,dinst1,fake_grid,Loc,TRUE,stan_models/master_model.stan,fake_grid/dinst1/econ_1_loc_0_glob_1.csv,4647.676545503316,0.9155245311474547,1.5876074030028522,0.10966736149295048,-0.08447546885254531,0.5876074030028522,0.10966736149295048
Glob+Loc,-1,1,1,dinst1,fake_grid,Econ,TRUE,stan_models/master_model.stan,fake_grid/dinst1/econ_-1_loc_1_glob_1.csv,1012.7400175689254,-1.0398962229416076,1.039896222941609,0.9453529188137377,-0.03989622294160755,0.039896222941609105,-0.05464708118626227
Glob+Loc,0,1,1,dinst1,fake_grid,Econ,TRUE,stan_models/master_model.stan,fake_grid/dinst1/econ_0_loc_1_glob_1.csv,5779.202310392633,-0.0460371237395605,0.570811479866285,1.1448120826624575,-0.0460371237395605,-0.429188520133715,0.1448120826624575
Econ+Glob+Loc,1,1,1,dinst1,fake_grid,NA,TRUE,stan_models/master_pos.stan,fake_grid/dinst1/econ_1_loc_1_glob_1.csv,5135.587495334446,0.5701520233155829,17.62297805424655,1.07294337519019,-0.4298479766844171,16.62297805424655,0.07294337519019001
