m_pos_vars,d_coef_econ,d_coef_loc,d_coef_glob,d_id,d_experiment,m_neg_vars,is_correct_model,m_stanfile,csv_filename,seed,Econ_coef_glm,Glob_coef_glm,Loc_coef_glm,Econ_glm_diff,Glob_glm_diff,Loc_glm_diff
NA,-1,-1,-1,dinst1,fake_grid,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,fake_grid/dinst1/econ_-1_loc_-1_glob_-1.csv,8951.22770204232,-1.5376504190025173,-1.0777616262638552,-1.2698563888446028,-0.5376504190025173,-0.07776162626385519,-0.26985638884460283
NA,0,-1,-1,dinst1,fake_grid,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,fake_grid/dinst1/econ_0_loc_-1_glob_-1.csv,6344.1695143166,-0.12660677670957904,-1.219287884157241,-1.1070367385898914,-0.12660677670957904,-0.219287884157241,-0.10703673858989138
Econ,1,-1,-1,dinst1,fake_grid,Glob+Loc,TRUE,stan_models/master_model.stan,fake_grid/dinst1/econ_1_loc_-1_glob_-1.csv,6193.508261176059,0.9869356955130524,-1.0264945983320792,-1.0254298000187048,-0.01306430448694762,-0.026494598332079233,-0.025429800018704762
NA,-1,0,-1,dinst1,fake_grid,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,fake_grid/dinst1/econ_-1_loc_0_glob_-1.csv,1692.8700082907453,-1.1717919563508172,-1.0095068991415104,-0.039042088903704024,-0.17179195635081723,-0.009506899141510372,-0.039042088903704024
NA,0,0,-1,dinst1,fake_grid,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,fake_grid/dinst1/econ_0_loc_0_glob_-1.csv,4648.447349721566,0.055714661349932984,-0.9596866660711951,0.03588834003036988,0.055714661349932984,0.04031333392880487,0.03588834003036988
Econ,1,0,-1,dinst1,fake_grid,Glob+Loc,TRUE,stan_models/master_model.stan,fake_grid/dinst1/econ_1_loc_0_glob_-1.csv,2604.1290699641686,1.0465519771509648,-0.9968526499262927,-0.040871492288584305,0.04655197715096482,0.0031473500737072557,-0.040871492288584305
Loc,-1,1,-1,dinst1,fake_grid,Econ+Glob,TRUE,stan_models/master_model.stan,fake_grid/dinst1/econ_-1_loc_1_glob_-1.csv,1748.7362085930072,-1.0040685564332634,-0.9351185085541038,0.9988818432614347,-0.004068556433263426,0.06488149144589617,-0.0011181567385653013
Loc,0,1,-1,dinst1,fake_grid,Econ+Glob,TRUE,stan_models/master_model.stan,fake_grid/dinst1/econ_0_loc_1_glob_-1.csv,3112.1368684223853,-0.02127792892091584,-1.0601784563917809,1.0512682388748382,-0.02127792892091584,-0.06017845639178088,0.05126823887483822
Econ+Loc,1,1,-1,dinst1,fake_grid,Glob,TRUE,stan_models/master_model.stan,fake_grid/dinst1/econ_1_loc_1_glob_-1.csv,7277.245465927059,0.9643490675025557,-1.0220442627037163,1.0257645407666525,-0.03565093249744433,-0.02204426270371629,0.025764540766652466
NA,-1,-1,0,dinst1,fake_grid,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,fake_grid/dinst1/econ_-1_loc_-1_glob_0.csv,9896.613089083927,-0.9245858636362609,-0.024322877609124095,-1.0617566366217719,0.07541413636373906,-0.024322877609124095,-0.06175663662177189
