m_pos_vars_CORRECT,d_coef_econ,d_coef_loc,d_coef_glob,d_id,d_experiment,m_neg_vars_CORRECT,m_stanfile_CORRECT,csv_filename.x,seed.x,m_pos_vars_INCORRECT,m_neg_vars_INCORRECT,m_stanfile_INCORRECT,csv_filename.y,seed.y,elpd_diff,se_diff
NA,-1,-1,-1,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_-1_loc_-1_glob_-1.csv,602.6430702120997,Econ+Glob+Loc,NA,stan_models/master_pos.stan,hk/dinst1/econ_-1_loc_-1_glob_-1.csv,1773.2646221553441,-12.852915358316846,4.598720308321152
NA,-1,-1,-1,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_-1_loc_-1_glob_-1.csv,602.6430702120997,Econ+Glob,Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_-1_glob_-1.csv,9097.408167787362,-7.825321092816495,3.628634446653715
NA,-1,-1,-1,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_-1_loc_-1_glob_-1.csv,602.6430702120997,Econ+Loc,Glob,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_-1_glob_-1.csv,2262.009851131588,-12.547697541343926,4.682602087441405
NA,-1,-1,-1,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_-1_loc_-1_glob_-1.csv,602.6430702120997,Glob+Loc,Econ,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_-1_glob_-1.csv,4685.706596334232,-6.320492954291183,2.9690936630187603
NA,-1,-1,-1,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_-1_loc_-1_glob_-1.csv,602.6430702120997,Econ,Glob+Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_-1_glob_-1.csv,9302.70129057276,-7.017720882228469,3.6554851201801393
NA,-1,-1,-1,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_-1_loc_-1_glob_-1.csv,602.6430702120997,Glob,Econ+Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_-1_glob_-1.csv,148.5198646923527,-3.6813863531336786,2.2724179812916447
NA,-1,-1,-1,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_-1_loc_-1_glob_-1.csv,602.6430702120997,Loc,Econ+Glob,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_-1_glob_-1.csv,1100.968699224526,-2.601877394700111,1.8219477081200133
NA,-1,-1,0,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_-1_loc_-1_glob_0.csv,8803.989110546885,Econ+Glob+Loc,NA,stan_models/master_pos.stan,hk/dinst1/econ_-1_loc_-1_glob_0.csv,5564.793238255428,NA,NA
NA,-1,-1,0,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_-1_loc_-1_glob_0.csv,8803.989110546885,Econ+Glob,Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_-1_glob_0.csv,3117.583431544481,NA,NA
NA,-1,-1,0,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_-1_loc_-1_glob_0.csv,8803.989110546885,Econ+Loc,Glob,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_-1_glob_0.csv,8603.051745963981,NA,NA
NA,-1,-1,0,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_-1_loc_-1_glob_0.csv,8803.989110546885,Glob+Loc,Econ,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_-1_glob_0.csv,2924.08689518366,NA,NA
NA,-1,-1,0,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_-1_loc_-1_glob_0.csv,8803.989110546885,Econ,Glob+Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_-1_glob_0.csv,6922.248587097973,NA,NA
NA,-1,-1,0,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_-1_loc_-1_glob_0.csv,8803.989110546885,Glob,Econ+Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_-1_glob_0.csv,8269.172215186758,NA,NA
NA,-1,-1,0,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_-1_loc_-1_glob_0.csv,8803.989110546885,Loc,Econ+Glob,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_-1_glob_0.csv,6312.5048171528615,NA,NA
Glob,-1,-1,1,dinst1,hk,Econ+Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_-1_glob_1.csv,6762.033816187177,Econ+Glob+Loc,NA,stan_models/master_pos.stan,hk/dinst1/econ_-1_loc_-1_glob_1.csv,1743.5809130878188,NA,NA
Glob,-1,-1,1,dinst1,hk,Econ+Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_-1_glob_1.csv,6762.033816187177,Econ+Glob,Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_-1_glob_1.csv,1208.7687204363756,NA,NA
Glob,-1,-1,1,dinst1,hk,Econ+Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_-1_glob_1.csv,6762.033816187177,Econ+Loc,Glob,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_-1_glob_1.csv,6277.829953409731,NA,NA
Glob,-1,-1,1,dinst1,hk,Econ+Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_-1_glob_1.csv,6762.033816187177,Glob+Loc,Econ,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_-1_glob_1.csv,1730.6434309119359,NA,NA
Glob,-1,-1,1,dinst1,hk,Econ+Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_-1_glob_1.csv,6762.033816187177,Econ,Glob+Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_-1_glob_1.csv,2126.5630246202927,NA,NA
Glob,-1,-1,1,dinst1,hk,Econ+Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_-1_glob_1.csv,6762.033816187177,Loc,Econ+Glob,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_-1_glob_1.csv,9589.49539298634,NA,NA
Glob,-1,-1,1,dinst1,hk,Econ+Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_-1_glob_1.csv,6762.033816187177,NA,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_-1_loc_-1_glob_1.csv,1298.6215919554234,NA,NA
NA,-1,0,-1,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_-1_loc_0_glob_-1.csv,7469.634819370462,Econ+Glob+Loc,NA,stan_models/master_pos.stan,hk/dinst1/econ_-1_loc_0_glob_-1.csv,1553.5731091010384,-13.800028450101104,4.822030706791341
NA,-1,0,-1,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_-1_loc_0_glob_-1.csv,7469.634819370462,Econ+Glob,Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_0_glob_-1.csv,294.42198828514665,-6.5331321433839005,3.4788583828389603
NA,-1,0,-1,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_-1_loc_0_glob_-1.csv,7469.634819370462,Econ+Loc,Glob,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_0_glob_-1.csv,4703.19056879892,-13.480027488339498,4.956574296256193
NA,-1,0,-1,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_-1_loc_0_glob_-1.csv,7469.634819370462,Glob+Loc,Econ,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_0_glob_-1.csv,7589.4261983009055,-6.533748109763472,3.1577096824657325
NA,-1,0,-1,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_-1_loc_0_glob_-1.csv,7469.634819370462,Econ,Glob+Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_0_glob_-1.csv,2844.261646640487,-6.158833093904427,3.5735134328982805
NA,-1,0,-1,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_-1_loc_0_glob_-1.csv,7469.634819370462,Glob,Econ+Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_0_glob_-1.csv,3848.343498675851,-2.600791239650018,2.011269646236513
NA,-1,0,-1,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_-1_loc_0_glob_-1.csv,7469.634819370462,Loc,Econ+Glob,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_0_glob_-1.csv,4885.4039846812375,-3.4651681931668072,2.257994259910459
NA,-1,0,0,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_-1_loc_0_glob_0.csv,7282.575197003316,Econ+Glob+Loc,NA,stan_models/master_pos.stan,hk/dinst1/econ_-1_loc_0_glob_0.csv,2080.5358407387976,NA,NA
NA,-1,0,0,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_-1_loc_0_glob_0.csv,7282.575197003316,Econ+Glob,Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_0_glob_0.csv,7599.777390914969,NA,NA
NA,-1,0,0,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_-1_loc_0_glob_0.csv,7282.575197003316,Econ+Loc,Glob,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_0_glob_0.csv,9808.897435696563,NA,NA
NA,-1,0,0,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_-1_loc_0_glob_0.csv,7282.575197003316,Glob+Loc,Econ,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_0_glob_0.csv,7689.374095182866,NA,NA
NA,-1,0,0,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_-1_loc_0_glob_0.csv,7282.575197003316,Econ,Glob+Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_0_glob_0.csv,9585.885963964276,NA,NA
NA,-1,0,0,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_-1_loc_0_glob_0.csv,7282.575197003316,Glob,Econ+Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_0_glob_0.csv,6110.1535087057855,NA,NA
NA,-1,0,0,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_-1_loc_0_glob_0.csv,7282.575197003316,Loc,Econ+Glob,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_0_glob_0.csv,560.7599760808516,NA,NA
Glob,-1,0,1,dinst1,hk,Econ+Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_0_glob_1.csv,8456.897349987179,Econ+Glob+Loc,NA,stan_models/master_pos.stan,hk/dinst1/econ_-1_loc_0_glob_1.csv,4194.141218146309,NA,NA
Glob,-1,0,1,dinst1,hk,Econ+Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_0_glob_1.csv,8456.897349987179,Econ+Glob,Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_0_glob_1.csv,1601.218904781621,NA,NA
Glob,-1,0,1,dinst1,hk,Econ+Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_0_glob_1.csv,8456.897349987179,Econ+Loc,Glob,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_0_glob_1.csv,204.38913805177435,NA,NA
Glob,-1,0,1,dinst1,hk,Econ+Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_0_glob_1.csv,8456.897349987179,Glob+Loc,Econ,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_0_glob_1.csv,3722.641192077659,NA,NA
Glob,-1,0,1,dinst1,hk,Econ+Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_0_glob_1.csv,8456.897349987179,Econ,Glob+Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_0_glob_1.csv,3138.504078329308,NA,NA
Glob,-1,0,1,dinst1,hk,Econ+Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_0_glob_1.csv,8456.897349987179,Loc,Econ+Glob,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_0_glob_1.csv,3748.6895886007696,NA,NA
Glob,-1,0,1,dinst1,hk,Econ+Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_0_glob_1.csv,8456.897349987179,NA,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_-1_loc_0_glob_1.csv,5842.341449888889,NA,NA
Loc,-1,1,-1,dinst1,hk,Econ+Glob,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_1_glob_-1.csv,4841.105993767036,Econ+Glob+Loc,NA,stan_models/master_pos.stan,hk/dinst1/econ_-1_loc_1_glob_-1.csv,953.2783171089832,-11.771582919315703,4.580206513101355
Loc,-1,1,-1,dinst1,hk,Econ+Glob,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_1_glob_-1.csv,4841.105993767036,Econ+Glob,Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_1_glob_-1.csv,4067.3576959636994,-5.2915479803822265,4.837248291958125
Loc,-1,1,-1,dinst1,hk,Econ+Glob,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_1_glob_-1.csv,4841.105993767036,Econ+Loc,Glob,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_1_glob_-1.csv,499.64708708785474,-11.375559416312049,4.722454992265156
Loc,-1,1,-1,dinst1,hk,Econ+Glob,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_1_glob_-1.csv,4841.105993767036,Glob+Loc,Econ,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_1_glob_-1.csv,3432.0807182160206,-3.654358805257532,2.411057401672118
Loc,-1,1,-1,dinst1,hk,Econ+Glob,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_1_glob_-1.csv,4841.105993767036,Econ,Glob+Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_1_glob_-1.csv,4809.8169755130075,-4.763217835145435,4.928594758126991
Loc,-1,1,-1,dinst1,hk,Econ+Glob,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_1_glob_-1.csv,4841.105993767036,Glob,Econ+Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_1_glob_-1.csv,5128.7548414207995,-0.636873091336918,3.0909182086260176
Loc,-1,1,-1,dinst1,hk,Econ+Glob,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_1_glob_-1.csv,4841.105993767036,NA,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_-1_loc_1_glob_-1.csv,9444.284632756142,2.717146281571601,1.9592172088643645
Loc,-1,1,0,dinst1,hk,Econ+Glob,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_1_glob_0.csv,9991.50602810504,Econ+Glob+Loc,NA,stan_models/master_pos.stan,hk/dinst1/econ_-1_loc_1_glob_0.csv,7785.241221260512,NA,NA
Loc,-1,1,0,dinst1,hk,Econ+Glob,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_1_glob_0.csv,9991.50602810504,Econ+Glob,Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_1_glob_0.csv,8159.888913094532,NA,NA
Loc,-1,1,0,dinst1,hk,Econ+Glob,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_1_glob_0.csv,9991.50602810504,Econ+Loc,Glob,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_1_glob_0.csv,4036.4952529645525,NA,NA
Loc,-1,1,0,dinst1,hk,Econ+Glob,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_1_glob_0.csv,9991.50602810504,Glob+Loc,Econ,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_1_glob_0.csv,8342.67820592015,NA,NA
Loc,-1,1,0,dinst1,hk,Econ+Glob,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_1_glob_0.csv,9991.50602810504,Econ,Glob+Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_1_glob_0.csv,5461.1805135118775,NA,NA
Loc,-1,1,0,dinst1,hk,Econ+Glob,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_1_glob_0.csv,9991.50602810504,Glob,Econ+Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_1_glob_0.csv,6392.08303846186,NA,NA
Loc,-1,1,0,dinst1,hk,Econ+Glob,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_1_glob_0.csv,9991.50602810504,NA,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_-1_loc_1_glob_0.csv,8193.77561683068,NA,NA
Glob+Loc,-1,1,1,dinst1,hk,Econ,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_1_glob_1.csv,3207.8138770251535,Econ+Glob+Loc,NA,stan_models/master_pos.stan,hk/dinst1/econ_-1_loc_1_glob_1.csv,6377.892317014746,NA,NA
Glob+Loc,-1,1,1,dinst1,hk,Econ,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_1_glob_1.csv,3207.8138770251535,Econ+Glob,Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_1_glob_1.csv,4440.842545296531,NA,NA
Glob+Loc,-1,1,1,dinst1,hk,Econ,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_1_glob_1.csv,3207.8138770251535,Econ+Loc,Glob,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_1_glob_1.csv,5031.780981743941,NA,NA
Glob+Loc,-1,1,1,dinst1,hk,Econ,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_1_glob_1.csv,3207.8138770251535,Econ,Glob+Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_1_glob_1.csv,1939.4723457512446,NA,NA
Glob+Loc,-1,1,1,dinst1,hk,Econ,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_1_glob_1.csv,3207.8138770251535,Glob,Econ+Loc,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_1_glob_1.csv,2003.5876814315561,NA,NA
Glob+Loc,-1,1,1,dinst1,hk,Econ,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_1_glob_1.csv,3207.8138770251535,Loc,Econ+Glob,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_1_glob_1.csv,7075.670206848066,NA,NA
Glob+Loc,-1,1,1,dinst1,hk,Econ,stan_models/master_model.stan,hk/dinst1/econ_-1_loc_1_glob_1.csv,3207.8138770251535,NA,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_-1_loc_1_glob_1.csv,1498.776968254475,NA,NA
NA,0,-1,-1,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_0_loc_-1_glob_-1.csv,2853.215832125861,Econ+Glob+Loc,NA,stan_models/master_pos.stan,hk/dinst1/econ_0_loc_-1_glob_-1.csv,8565.662841947982,-6.631446070423321,3.37358998216927
NA,0,-1,-1,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_0_loc_-1_glob_-1.csv,2853.215832125861,Econ+Glob,Loc,stan_models/master_model.stan,hk/dinst1/econ_0_loc_-1_glob_-1.csv,5077.828494364163,-21.7568925816957,43.29586937891645
NA,0,-1,-1,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_0_loc_-1_glob_-1.csv,2853.215832125861,Econ+Loc,Glob,stan_models/master_model.stan,hk/dinst1/econ_0_loc_-1_glob_-1.csv,5719.18873775634,-27.34545056908823,43.288800934405366
NA,0,-1,-1,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_0_loc_-1_glob_-1.csv,2853.215832125861,Glob+Loc,Econ,stan_models/master_model.stan,hk/dinst1/econ_0_loc_-1_glob_-1.csv,6818.764146194328,-25.05875491849951,43.324313298548034
NA,0,-1,-1,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_0_loc_-1_glob_-1.csv,2853.215832125861,Econ,Glob+Loc,stan_models/master_model.stan,hk/dinst1/econ_0_loc_-1_glob_-1.csv,2351.910971976118,-21.410419605780667,43.27013942753313
NA,0,-1,-1,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_0_loc_-1_glob_-1.csv,2853.215832125861,Glob,Econ+Loc,stan_models/master_model.stan,hk/dinst1/econ_0_loc_-1_glob_-1.csv,4042.067438938422,-20.620073129474537,43.30331832236904
NA,0,-1,-1,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_0_loc_-1_glob_-1.csv,2853.215832125861,Loc,Econ+Glob,stan_models/master_model.stan,hk/dinst1/econ_0_loc_-1_glob_-1.csv,7484.8208109086845,-23.879761208176394,43.326745112515695
NA,0,-1,0,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_0_loc_-1_glob_0.csv,9122.052742910339,Econ+Glob+Loc,NA,stan_models/master_pos.stan,hk/dinst1/econ_0_loc_-1_glob_0.csv,1609.075277845841,NA,NA
NA,0,-1,0,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_0_loc_-1_glob_0.csv,9122.052742910339,Econ+Glob,Loc,stan_models/master_model.stan,hk/dinst1/econ_0_loc_-1_glob_0.csv,348.9484194763936,NA,NA
NA,0,-1,0,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_0_loc_-1_glob_0.csv,9122.052742910339,Econ+Loc,Glob,stan_models/master_model.stan,hk/dinst1/econ_0_loc_-1_glob_0.csv,5405.406765668653,NA,NA
NA,0,-1,0,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_0_loc_-1_glob_0.csv,9122.052742910339,Glob+Loc,Econ,stan_models/master_model.stan,hk/dinst1/econ_0_loc_-1_glob_0.csv,3219.3254746473394,NA,NA
NA,0,-1,0,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_0_loc_-1_glob_0.csv,9122.052742910339,Econ,Glob+Loc,stan_models/master_model.stan,hk/dinst1/econ_0_loc_-1_glob_0.csv,2491.7999515014235,NA,NA
NA,0,-1,0,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_0_loc_-1_glob_0.csv,9122.052742910339,Glob,Econ+Loc,stan_models/master_model.stan,hk/dinst1/econ_0_loc_-1_glob_0.csv,5944.140556403901,NA,NA
NA,0,-1,0,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_0_loc_-1_glob_0.csv,9122.052742910339,Loc,Econ+Glob,stan_models/master_model.stan,hk/dinst1/econ_0_loc_-1_glob_0.csv,6175.39836284169,NA,NA
Glob,0,-1,1,dinst1,hk,Econ+Loc,stan_models/master_model.stan,hk/dinst1/econ_0_loc_-1_glob_1.csv,3737.650510766078,Econ+Glob+Loc,NA,stan_models/master_pos.stan,hk/dinst1/econ_0_loc_-1_glob_1.csv,7596.942924050614,NA,NA
Glob,0,-1,1,dinst1,hk,Econ+Loc,stan_models/master_model.stan,hk/dinst1/econ_0_loc_-1_glob_1.csv,3737.650510766078,Econ+Glob,Loc,stan_models/master_model.stan,hk/dinst1/econ_0_loc_-1_glob_1.csv,5702.830004747957,0.1916257265078709,1.686489422364616
Glob,0,-1,1,dinst1,hk,Econ+Loc,stan_models/master_model.stan,hk/dinst1/econ_0_loc_-1_glob_1.csv,3737.650510766078,Econ+Loc,Glob,stan_models/master_model.stan,hk/dinst1/econ_0_loc_-1_glob_1.csv,4702.567485507112,6.6087206541063495,4.092688982358962
Glob,0,-1,1,dinst1,hk,Econ+Loc,stan_models/master_model.stan,hk/dinst1/econ_0_loc_-1_glob_1.csv,3737.650510766078,Glob+Loc,Econ,stan_models/master_model.stan,hk/dinst1/econ_0_loc_-1_glob_1.csv,6070.070229654666,-0.6304096831923189,0.9502521483211593
Glob,0,-1,1,dinst1,hk,Econ+Loc,stan_models/master_model.stan,hk/dinst1/econ_0_loc_-1_glob_1.csv,3737.650510766078,Econ,Glob+Loc,stan_models/master_model.stan,hk/dinst1/econ_0_loc_-1_glob_1.csv,8647.230872424087,7.290986626306356,3.975113452607864
Glob,0,-1,1,dinst1,hk,Econ+Loc,stan_models/master_model.stan,hk/dinst1/econ_0_loc_-1_glob_1.csv,3737.650510766078,Loc,Econ+Glob,stan_models/master_model.stan,hk/dinst1/econ_0_loc_-1_glob_1.csv,2730.3871296374127,8.34389446221388,4.13435656076195
Glob,0,-1,1,dinst1,hk,Econ+Loc,stan_models/master_model.stan,hk/dinst1/econ_0_loc_-1_glob_1.csv,3737.650510766078,NA,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_0_loc_-1_glob_1.csv,199.14423033734784,NA,NA
NA,0,0,-1,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_0_loc_0_glob_-1.csv,5014.7719246544875,Econ+Glob+Loc,NA,stan_models/master_pos.stan,hk/dinst1/econ_0_loc_0_glob_-1.csv,2401.1293371440843,-9.7180768900076,3.9191927024635564
NA,0,0,-1,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_0_loc_0_glob_-1.csv,5014.7719246544875,Econ+Glob,Loc,stan_models/master_model.stan,hk/dinst1/econ_0_loc_0_glob_-1.csv,2429.9551278071012,-7.2744710370371735,3.3020353969329306
NA,0,0,-1,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_0_loc_0_glob_-1.csv,5014.7719246544875,Econ+Loc,Glob,stan_models/master_model.stan,hk/dinst1/econ_0_loc_0_glob_-1.csv,7042.001680857968,-8.965746367447375,3.9006537958043577
NA,0,0,-1,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_0_loc_0_glob_-1.csv,5014.7719246544875,Glob+Loc,Econ,stan_models/master_model.stan,hk/dinst1/econ_0_loc_0_glob_-1.csv,2910.9934250919614,-5.513099465914117,2.7373057790111326
NA,0,0,-1,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_0_loc_0_glob_-1.csv,5014.7719246544875,Econ,Glob+Loc,stan_models/master_model.stan,hk/dinst1/econ_0_loc_0_glob_-1.csv,4302.697451211046,-6.375409630304052,3.2264038031762925
NA,0,0,-1,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_0_loc_0_glob_-1.csv,5014.7719246544875,Glob,Econ+Loc,stan_models/master_model.stan,hk/dinst1/econ_0_loc_0_glob_-1.csv,1811.212017060956,-4.0433069612034345,2.3243788713530797
NA,0,0,-1,dinst1,hk,Econ+Glob+Loc,stan_models/master_neg.stan,hk/dinst1/econ_0_loc_0_glob_-1.csv,5014.7719246544875,Loc,Econ+Glob,stan_models/master_model.stan,hk/dinst1/econ_0_loc_0_glob_-1.csv,144.3111150257755,-1.1087377151613822,1.3644771036122194
