CORR_ANS,item_X,tripletid,file_X,onset_X,offset_X,word_X,speaker_X,CV_X,context_X,phone_X,distance_OTH,context_OTH,CV_OTH,file_OTH,item_OTH,offset_OTH,onset_OTH,phone_OTH,speaker_OTH,word_OTH,distance_TGT,context_TGT,CV_TGT,file_TGT,item_TGT,offset_TGT,onset_TGT,phone_TGT,speaker_TGT,word_TGT
A,ewan_21,stimulus8_A,stimuli/raw/ewan.wav,60.9271,61.7525,HEEDI,ewan,V,I,i,0.358213859764684,I,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_6,15.5725,14.8025,ɑ,amelia,HADI,0.251015872744313,I,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_21,56.1625,55.37294,i,amelia,HEEDI
B,amelia_consonants_20,stimulus102_B,stimuli/raw/amelia_consonants.wav,53.0271,53.6525,AKAH,amelia,C,A,k,0.275788314198715,A,C,stimuli/raw/ewan.wav,ewan_58,175.0425,174.5225,t,ewan,ATAH,0.289394519729958,A,C,stimuli/raw/ewan.wav,ewan_68,201.7625,201.2425,k,ewan,AKAH
B,ewan_45,stimulus55_B,stimuli/raw/ewan.wav,132.37364,133.1225,WHODI,ewan,V,I,u,0.289025576711113,I,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_38,100.07357,99.36865,ʊ,amelia,HOODI,0.303617479329459,I,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_45,117.88562,117.13683,u,amelia,WHODI
A,amelia_vowels_25,stimulus16_A,stimuli/raw/amelia_vowels.wav,66.85124,67.6025,HUHDAH,amelia,V,A,ʌ,0.255810822611439,A,V,stimuli/raw/ewan.wav,ewan_2,7.0825,6.19383,ɑ,ewan,HADAH,0.227259753089217,A,V,stimuli/raw/ewan.wav,ewan_25,73.8125,73.0025,ʌ,ewan,HUHDAH
A,amelia_vowels_25,stimulus52_A,stimuli/raw/amelia_vowels.wav,66.85124,67.6025,HUHDAH,amelia,V,A,ʌ,0.295362111300212,A,V,stimuli/raw/ewan.wav,ewan_34,100.7325,99.9925,ʊ,ewan,HOODAH,0.227259753089217,A,V,stimuli/raw/ewan.wav,ewan_25,73.8125,73.0025,ʌ,ewan,HUHDAH
A,ewan_68,stimulus97_A,stimuli/raw/ewan.wav,201.2425,201.7625,AKAH,ewan,C,A,k,0.314365746391179,A,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_50,132.8825,132.2225,θ,amelia,ATHAH,0.289394519729958,A,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_20,53.6525,53.0271,k,amelia,AKAH
A,ewan_90,stimulus108_A,stimuli/raw/ewan.wav,261.8925,262.4725,ASHAH,ewan,C,A,ʃ,0.357958524950559,A,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_4,10.17064,9.59178,p,amelia,APAH,0.214045311379216,A,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_42,112.9325,112.2325,ʃ,amelia,ASHAH
A,ewan_2,stimulus13_A,stimuli/raw/ewan.wav,6.19383,7.0825,HADAH,ewan,V,A,ɑ,0.255810822611439,A,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_25,67.6025,66.85124,ʌ,amelia,HUHDAH,0.240518905673446,A,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_2,5.3325,4.61383,ɑ,amelia,HADAH
A,amelia_vowels_34,stimulus53_A,stimuli/raw/amelia_vowels.wav,89.37938,90.0925,HOODAH,amelia,V,A,ʊ,0.287803846442918,A,V,stimuli/raw/ewan.wav,ewan_41,121.8625,121.1525,u,ewan,WHODAH,0.285098340147308,A,V,stimuli/raw/ewan.wav,ewan_34,100.7325,99.9925,ʊ,ewan,HOODAH
B,ewan_58,stimulus103_B,stimuli/raw/ewan.wav,174.5225,175.0425,ATAH,ewan,C,A,t,0.275788314198715,A,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_20,53.6525,53.0271,k,amelia,AKAH,0.284200739961684,A,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_10,26.41988,25.79256,t,amelia,ATAH
B,amelia_vowels_9,stimulus3_B,stimuli/raw/amelia_vowels.wav,23.06915,23.8525,HAEDAH,amelia,V,A,æ,0.264783585997595,A,V,stimuli/raw/ewan.wav,ewan_2,7.0825,6.19383,ɑ,ewan,HADAH,0.228691963442126,A,V,stimuli/raw/ewan.wav,ewan_9,26.8525,26.1325,æ,ewan,HAEDAH
B,amelia_consonants_47,stimulus107_B,stimuli/raw/amelia_consonants.wav,124.1225,124.8925,EESHEE,amelia,C,I,ʃ,0.3318805004324,I,C,stimuli/raw/ewan.wav,ewan_54,164.3725,163.7625,p,ewan,EEPEE,0.235566745199287,I,C,stimuli/raw/ewan.wav,ewan_95,274.9925,274.4625,ʃ,ewan,EESHEE
B,amelia_vowels_17,stimulus7_B,stimuli/raw/amelia_vowels.wav,44.25247,45.0725,HEEDAH,amelia,V,A,i,0.356191565386837,A,V,stimuli/raw/ewan.wav,ewan_2,7.0825,6.19383,ɑ,ewan,HADAH,0.253536247854115,A,V,stimuli/raw/ewan.wav,ewan_17,49.8125,49.0225,i,ewan,HEEDAH
A,ewan_41,stimulus60_A,stimuli/raw/ewan.wav,121.1525,121.8625,WHODAH,ewan,V,A,u,0.287803846442918,A,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_34,90.0925,89.37938,ʊ,amelia,HOODAH,0.246073239251266,A,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_41,107.96148,107.22875,u,amelia,WHODAH
A,amelia_vowels_13,stimulus4_A,stimuli/raw/amelia_vowels.wav,33.58525,34.29433,HAEDI,amelia,V,I,æ,0.260137113995496,I,V,stimuli/raw/ewan.wav,ewan_6,18.1025,17.36061,ɑ,ewan,HADI,0.259432910491902,I,V,stimuli/raw/ewan.wav,ewan_13,38.4325,37.7225,æ,ewan,HAEDI
A,ewan_2,stimulus5_A,stimuli/raw/ewan.wav,6.19383,7.0825,HADAH,ewan,V,A,ɑ,0.356191565386837,A,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_17,45.0725,44.25247,i,amelia,HEEDAH,0.240518905673446,A,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_2,5.3325,4.61383,ɑ,amelia,HADAH
B,amelia_vowels_6,stimulus14_B,stimuli/raw/amelia_vowels.wav,14.8025,15.5725,HADI,amelia,V,I,ɑ,0.286851806848805,I,V,stimuli/raw/ewan.wav,ewan_29,86.1325,85.39155,ʌ,ewan,HUHDI,0.247281525412825,I,V,stimuli/raw/ewan.wav,ewan_6,18.1025,17.36061,ɑ,ewan,HADI
B,amelia_consonants_28,stimulus62_B,stimuli/raw/amelia_consonants.wav,74.47714,75.17926,AFAH,amelia,C,A,f,0.278641068275732,A,C,stimuli/raw/ewan.wav,ewan_66,196.7225,196.2025,k,ewan,AKAH,0.259299014463084,A,C,stimuli/raw/ewan.wav,ewan_76,224.8825,224.3325,f,ewan,AFAH
B,ewan_2,stimulus2_B,stimuli/raw/ewan.wav,6.19383,7.0825,HADAH,ewan,V,A,ɑ,0.264783585997595,A,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_9,23.8525,23.06915,æ,amelia,HAEDAH,0.240518905673446,A,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_2,5.3325,4.61383,ɑ,amelia,HADAH
B,amelia_consonants_20,stimulus98_B,stimuli/raw/amelia_consonants.wav,53.0271,53.6525,AKAH,amelia,C,A,k,0.30398699471646,A,C,stimuli/raw/ewan.wav,ewan_98,282.7725,282.1625,θ,ewan,ATHAH,0.289394519729958,A,C,stimuli/raw/ewan.wav,ewan_68,201.7625,201.2425,k,ewan,AKAH
B,ewan_38,stimulus58_B,stimuli/raw/ewan.wav,111.6225,112.2625,HOODI,ewan,V,I,ʊ,0.311408250841132,I,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_45,117.88562,117.13683,u,amelia,WHODI,0.314555968906227,I,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_38,100.07357,99.36865,ʊ,amelia,HOODI
A,ewan_66,stimulus64_A,stimuli/raw/ewan.wav,196.2025,196.7225,AKAH,ewan,C,A,k,0.278641068275732,A,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_28,75.17926,74.47714,f,amelia,AFAH,0.258813080685192,A,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_18,48.5625,47.94524,k,amelia,AKAH
B,amelia_vowels_45,stimulus59_B,stimuli/raw/amelia_vowels.wav,117.13683,117.88561999999999,WHODI,amelia,V,I,u,0.311408250841132,I,V,stimuli/raw/ewan.wav,ewan_38,112.2625,111.6225,ʊ,ewan,HOODI,0.303617479329459,I,V,stimuli/raw/ewan.wav,ewan_45,133.1225,132.37364,u,ewan,WHODI
A,amelia_vowels_34,stimulus57_A,stimuli/raw/amelia_vowels.wav,89.37938,90.0925,HOODAH,amelia,V,A,ʊ,0.287803846442918,A,V,stimuli/raw/ewan.wav,ewan_41,121.8625,121.1525,u,ewan,WHODAH,0.285098340147308,A,V,stimuli/raw/ewan.wav,ewan_34,100.7325,99.9925,ʊ,ewan,HOODAH
A,ewan_37,stimulus12_A,stimuli/raw/ewan.wav,109.0925,109.8025,HOODI,ewan,V,I,ʊ,0.319268361106633,I,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_6,15.5725,14.8025,ɑ,amelia,HADI,0.274907624878039,I,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_37,97.7525,97.03204,ʊ,amelia,HOODI
B,ewan_82,stimulus111_B,stimuli/raw/ewan.wav,241.7525,242.2825,ASSAH,ewan,C,A,s,0.329608057690079,A,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_4,10.17064,9.59178,p,amelia,APAH,0.254631715958187,A,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_34,92.1125,91.35499,s,amelia,ASSAH
A,ewan_6,stimulus1_A,stimuli/raw/ewan.wav,17.36061,18.1025,HADI,ewan,V,I,ɑ,0.260137113995496,I,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_13,34.29433,33.58525,æ,amelia,HAEDI,0.247281525412825,I,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_6,15.5725,14.8025,ɑ,amelia,HADI
A,ewan_87,stimulus112_A,stimuli/raw/ewan.wav,254.4625,255.0425,EESSEE,ewan,C,I,s,0.331265304210386,I,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_6,16.26261,15.68234,p,amelia,EEPEE,0.277191928461023,I,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_39,104.88504,104.21429,s,amelia,EESSEE
B,ewan_2,stimulus10_B,stimuli/raw/ewan.wav,6.19383,7.0825,HADAH,ewan,V,A,ɑ,0.313755390278488,A,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_33,88.0325,87.27244,ʊ,amelia,HOODAH,0.240518905673446,A,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_2,5.3325,4.61383,ɑ,amelia,HADAH
A,amelia_vowels_45,stimulus56_A,stimuli/raw/amelia_vowels.wav,117.13683,117.88561999999999,WHODI,amelia,V,I,u,0.311408250841132,I,V,stimuli/raw/ewan.wav,ewan_38,112.2625,111.6225,ʊ,ewan,HOODI,0.303617479329459,I,V,stimuli/raw/ewan.wav,ewan_45,133.1225,132.37364,u,ewan,WHODI
B,amelia_vowels_6,stimulus6_B,stimuli/raw/amelia_vowels.wav,14.8025,15.5725,HADI,amelia,V,I,ɑ,0.358213859764684,I,V,stimuli/raw/ewan.wav,ewan_21,61.7525,60.9271,i,ewan,HEEDI,0.247281525412825,I,V,stimuli/raw/ewan.wav,ewan_6,18.1025,17.36061,ɑ,ewan,HADI
B,amelia_vowels_33,stimulus11_B,stimuli/raw/amelia_vowels.wav,87.27244,88.0325,HOODAH,amelia,V,A,ʊ,0.313755390278488,A,V,stimuli/raw/ewan.wav,ewan_2,7.0825,6.19383,ɑ,ewan,HADAH,0.3075805028781,A,V,stimuli/raw/ewan.wav,ewan_33,98.1925,97.48359,ʊ,ewan,HOODAH
B,amelia_consonants_6,stimulus110_B,stimuli/raw/amelia_consonants.wav,15.68234,16.262610000000002,EEPEE,amelia,C,I,p,0.331265304210386,I,C,stimuli/raw/ewan.wav,ewan_87,255.0425,254.4625,s,ewan,EESSEE,0.266178206938074,I,C,stimuli/raw/ewan.wav,ewan_54,164.3725,163.7625,p,ewan,EEPEE
B,amelia_consonants_4,stimulus106_B,stimuli/raw/amelia_consonants.wav,9.59178,10.170639999999999,APAH,amelia,C,A,p,0.357958524950559,A,C,stimuli/raw/ewan.wav,ewan_90,262.4725,261.8925,ʃ,ewan,ASHAH,0.231049305365538,A,C,stimuli/raw/ewan.wav,ewan_52,158.9425,158.3825,p,ewan,APAH
A,amelia_consonants_4,stimulus109_A,stimuli/raw/amelia_consonants.wav,9.59178,10.170639999999999,APAH,amelia,C,A,p,0.329608057690079,A,C,stimuli/raw/ewan.wav,ewan_82,242.2825,241.7525,s,ewan,ASSAH,0.231049305365538,A,C,stimuli/raw/ewan.wav,ewan_52,158.9425,158.3825,p,ewan,APAH
A,ewan_78,stimulus61_A,stimuli/raw/ewan.wav,230.5525,231.0925,EEFEE,ewan,C,I,f,0.332279710431243,I,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_23,62.1525,61.4825,k,amelia,EEKEE,0.287107409533448,I,C,stimuli/raw/amelia_consonants.wav,amelia_consonants_30,81.0525,80.3525,f,amelia,EEFEE
A,amelia_vowels_6,stimulus9_A,stimuli/raw/amelia_vowels.wav,14.8025,15.5725,HADI,amelia,V,I,ɑ,0.319268361106633,I,V,stimuli/raw/ewan.wav,ewan_37,109.8025,109.0925,ʊ,ewan,HOODI,0.247281525412825,I,V,stimuli/raw/ewan.wav,ewan_6,18.1025,17.36061,ɑ,ewan,HADI
B,amelia_consonants_55,stimulus99_B,stimuli/raw/amelia_consonants.wav,145.1325,145.8925,EETHEE,amelia,C,I,θ,0.343110071671846,I,C,stimuli/raw/ewan.wav,ewan_70,208.7325,208.1525,k,ewan,EEKEE,0.290676790141477,I,C,stimuli/raw/ewan.wav,ewan_103,295.6425,295.1025,θ,ewan,EETHEE
B,amelia_consonants_23,stimulus63_B,stimuli/raw/amelia_consonants.wav,61.4825,62.1525,EEKEE,amelia,C,I,k,0.332279710431243,I,C,stimuli/raw/ewan.wav,ewan_78,231.0925,230.5525,f,ewan,EEFEE,0.258619994957258,I,C,stimuli/raw/ewan.wav,ewan_71,211.2825,210.7425,k,ewan,EEKEE
B,ewan_29,stimulus15_B,stimuli/raw/ewan.wav,85.39155,86.1325,HUHDI,ewan,V,I,ʌ,0.286851806848805,I,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_6,15.5725,14.8025,ɑ,amelia,HADI,0.244579147714411,I,V,stimuli/raw/amelia_vowels.wav,amelia_vowels_29,77.88257,77.21549,ʌ,amelia,HUHDI
